"gene_name","hsa","mfu","mma","mmu","mpi","rsi","n_species"
"PRKAG2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"WDR86",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SLC4A2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TMEM176A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DNAJB6",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"UBE3C",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"NOM1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"LMBR1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"TGFBRAP1",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"NCK2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"evm.TU.scaffold0062.18",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MFSD9",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"EIF2B3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"MUTYH",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"GPBP1L1",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"IPP",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"RAD54L",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MKNK1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ATPAF1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"STIL",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ERI3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"FOXJ3",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"CCDC30",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"SZT2",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"RLF",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"SMAP2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TRIT1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NFYC",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"SORL1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"GRIK4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0065.1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"Grik4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PRRC2A",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"VARS",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"EHMT2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PPP1R10",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"DHX16",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PPP1R18",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HSPA8",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"evm.TU.scaffold0068.14",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FANCC",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"HABP4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"AOPEP",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2
"C9orf3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"C9ORF3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"AL160269.1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"ERCC6L2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"CDC14B",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"IL18R1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"MAP4K4",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"TBC1D8",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"CNOT11",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
"RNF149",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"PIK3CB",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"DBR1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FRMD4A",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"FAM107B",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FAM120A",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4
"novel_gene_3560_5d71f2e7",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PHF2",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
"SYNGAP1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"BRD2",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
"TAP1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"RPS5",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"TRIM28",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"NINL",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"NMT2",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"YME1L1",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
"ACBD5",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3
"MSH3",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"FBXW12",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"PABPC4",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"GABBR1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1
"DHCR24",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"YTHDF2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"DDOST",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"GNB1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"UCK2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"EDEM3",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"EPRS1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"FBXO7",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"AIFM3",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"HM13",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"NFAM1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"YTHDF1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ACTR6",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"WASHC3",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TMED2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"FGD6",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"MOGAT1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"USP40",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"COBLL1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"NAB1",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"FAM117B",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"PLEKHM3",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"Metazoa_SRP",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"XDH",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"NCOA1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"KMT2A",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TECTA",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"BARX2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ST14",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"SDHAF2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CPSF7",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"NAP1L4",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"SNORA54",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CAPRIN1",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"TMEM41B",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"SLC35D2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CRAT",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"KIAA1958",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"UNC13B",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"ACER2",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"KIAA2026",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"MIR744",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"SUZ12",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ATAD5",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"U6",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"LIG3",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"LPO",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"STAC2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ACLY",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ABR",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"EEF1AKMT1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CRYL1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"UBAC2",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"SMAD4",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"PIK3C3",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"RPRD1A",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"SNORA73",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"GREB1L",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"VAPA",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"LDLR",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"AKT2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"UBXN6",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"DBP",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"RBM6",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"UBXN7",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"LRRC58",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"NAALADL2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"ATF7IP2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ATP6V0D1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TERF2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"DDX19B",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"MORC3",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"SYPL1",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"TNPO3",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"CUX1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"GRB10",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"CDK13",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"HERPUD2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TAX1BP1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CCDC126",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"AHR",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"FAM135A",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"PEX6",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"DNAH8",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ILRUN",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TAB2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TMEM181",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"SEC63",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"SENP6",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"TMEM184C",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"GUCY1A1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ACSL1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"SLAIN2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"DCP2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"CSNK1G3",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"ANKHD1",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"NR3C1",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"SLC36A2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"G3BP1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"FAM114A2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"RARS1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"IRX1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"LMBRD2",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"MAP3K1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"FAM172A",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"ELL2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"MLH3",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"FLVCR2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"TC2N",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"YY1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"SPG11",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"IREB2",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
"METTL3",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"ARHGAP5",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
"OXR1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"KIFBP",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"MID2",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
"Arfgef1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Zcchc2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Phlpp1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Epb41l5",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rab3gap1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ubxn4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ncoa2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm37409",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Kdm5b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ppp1r12b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Timm17a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Dennd1b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cdc73",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tpr",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1700025G04Rik",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Lamc1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Dhx9",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Stx6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm8850",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rasal2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rabgap1l",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Scyl3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Stau2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Mpzl1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ube2w",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Uck2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Uap1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Atf6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Dcaf8",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Smyd3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Acbd3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Wdr26",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Hhipl2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rab3gap2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Eprs",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rrp15",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Kctd3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rps6kc1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Lpgat1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rcor3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Phf3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Prim2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Zfp451",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Uggt1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Mgat4a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rev1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Npas2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tbc1d8",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rnf149",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Slc9a4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tgfbrap1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Nck2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Atp6v1h",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Mfsd6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Pms1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Clk1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Casp8",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Nbeal1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Raph1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ndufs1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Klf7",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Creb1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Pcmtd1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Atg9a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Trip12",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cops7b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gigyf2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Dgkd",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Hdac4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Hdlbp",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Septin2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Farp2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Thap4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ppp1r12a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Nav3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Zfc3h1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cnot2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm55815",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rab3ip",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cpsf6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Mdm2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Rap1b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ppm1h",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tsfm",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Stat6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cs",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ankrd52",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Erbb3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Reps1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Map7",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Akap7",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm55951",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm25016",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gtf3c6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Sec63",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Pdss2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Crybg1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Hace1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm18120",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ascc3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Lrrc20",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ppa1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Supv3l1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ccar1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Herc4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Sirt1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Jmjd1c",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Arid5b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ccdc6",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cnksr3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Bcr",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Specc1l",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ggt1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cabin1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Prmt2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Mcm3ap",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Pfkl",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ap3d1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Sf3a2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Slc41a2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ric8b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Dram1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gnptab",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Utp20",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ano4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Uhrf1bp1l",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cep83",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Eea1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Stxbp5",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Poc1b",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Jup",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Acly",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Atp6v0a1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ubtf",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Nmt1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Plekhm1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gosr2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Kansl1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm56155",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tlk2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Map3k3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ddx42",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ern1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cep112",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Fam20a",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"BC006965",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Evpl",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Srp68",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ikzf1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Septin9",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Usp36",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Slc26a11",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Slc38a10",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Csnk1d",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Tbcd",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Spred2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Actr2",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Aftph",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Vps54",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Ehbp1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Cct4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Pus10",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Gm12713",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Fancl",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Psme4",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Asb3",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
"Fbxw11",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
