"gene_id","gene_name"
"ENSMPIG00016002623233","IAH1"
"ENSMPIG00016040519243","NOTO"
"ENSMPIG00016016824241","GALNT14"
"ENSMPIG00016048624243","C2orf68"
"ENSMPIG00016037422243","PCBP1"
"ENSMPIG00016036019213","GKN3P"
"ENSMPIG00016051422243","IL36RN"
"ENSMPIG00016046619243","LRRTM1"
"ENSMPIG00016039424241","PAIP2B"
"ENSMPIG00016003023243","GRHL1"
"ENSMPIG00016054621243","ASTL"
"ENSMPIG00016016424241","YPEL5"
"ENSMPIG00016026624241","FBXO11"
"ENSMPIG00016022102211","evm.TU.scaffold0016.278"
"ENSMPIG00016026401243","evm.TU.scaffold0016.328"
"ENSMPIG00016013223233","GTF3C2"
"ENSMPIG00016043124241","MOGS"
"ENSMPIG00016004824241","DDX1"
"ENSMPIG00016025218183","TMEM247"
"ENSMPIG00016053201243","evm.TU.scaffold0016.630"
"ENSMPIG00016013019243","UCN"
"ENSMPIG00016024124241","SLC3A1"
"ENSMPIG00016031724243","COMMD1"
"ENSMPIG00016007511183","TDRD15"
"ENSMPIG00016024024243","AC013717.1"
"ENSMPIG00016007116243","GDF7"
"ENSMPIG00016019624241","CEBPZ"
"ENSMPIG00016048018243","MAT2A"
"ENSMPIG00016054824241","GPAT2"
"ENSMPIG00016033822243","ACTR2"
"ENSMPIG00016031018183","C2orf74"
"ENSMPIG00016016523243","LBH"
"ENSMPIG00016030820243","PEX13"
"ENSMPIG00016010124241","HADHA"
"ENSMPIG00016001224241","RNASEH1"
"ENSMPIG00016019124241","STRN"
"ENSMPIG00016000823243","MYT1L"
"ENSMPIG00016024500244","evm.TU.scaffold0016.301"
"ENSMPIG00016018920243","FEZ2"
"ENSMPIG00016013120233","MPV17"
"ENSMPIG00016017424241","MEMO1"
"ENSMPIG00016033623243","CEP68"
"ENSMPIG00016021622243","CDKL4"
"ENSMPIG00016048824241","SFTPB"
"ENSMPIG00016016909243","CAPN14"
"ENSMPIG00016001722223","CMPK2"
"ENSMPIG00016003624241","PDIA6"
"ENSMPIG00016006023243","OSR1"
"ENSMPIG00016035400244","evm.TU.scaffold0016.433"
"ENSMPIG00016012124241","PREB"
"ENSMPIG00016015008243","FOSL2"
"ENSMPIG00016013924243","IFT172"
"ENSMPIG00016028924241","RTN4"
"ENSMPIG00016039020243","ATP6V1B1"
"ENSMPIG00016045622243","GCFC2"
"ENSMPIG00016007400244","evm.TU.scaffold0016.122"
"ENSMPIG00016020924241","GALM"
"ENSMPIG00016039324241","NAGK"
"ENSMPIG00016038024241","SNRPG"
"ENSMPIG00016020422243","CYP1B1"
"ENSMPIG00016050624241","FABP1"
"ENSMPIG00016045121243","POLE4"
"ENSMPIG00016052123243","SLC20A1"
"ENSMPIG00016004400244","evm.TU.scaffold0016.81"
"ENSMPIG00016041120243","ALMS1"
"ENSMPIG00016016124243","LTK"
"ENSMPIG00016055024241","KCNIP3"
"ENSMPIG00016029124241","RPS27A"
"ENSMPIG00016010824241","CIB4"
"ENSMPIG00016042124241","BOLA3"
"ENSMPIG00016054424241","STARD7"
"ENSMPIG00016043719243","TLX2"
"ENSMPIG00016041818243","ACTG2"
"ENSMPIG00016001123233","ADI1"
"ENSMPIG00016044800244","evm.TU.scaffold0016.530"
"ENSMPIG00016006524241","LAPTM4A"
"ENSMPIG00016032724241","WDPCP"
"ENSMPIG00016009024241","CENPO"
"ENSMPIG00016027219243","LHCGR"
"ENSMPIG00016047624241","RETSAT"
"ENSMPIG00016048423243","RNF181"
"ENSMPIG00016050319193","CD8B"
"ENSMPIG00016045421243","EVA1A"
"ENSMPIG00016049003083","GNLY"
"ENSMPIG00016033224241","LGALSL"
"ENSMPIG00016032423243","EHBP1"
"ENSMPIG00016014223243","ZNF512"
"ENSMPIG00016036824243","GMCL1"
"ENSMPIG00016036124241","GKN2"
"ENSMPIG00016036400244","evm.TU.scaffold0016.445"
"ENSMPIG00016021118243","TTC39D"
"ENSMPIG00016000324241","ACP1"
"ENSMPIG00016004223243","LPIN1"
"ENSMPIG00016009323243","EFR3B"
"ENSMPIG00016044700244","evm.TU.scaffold0016.529"
"ENSMPIG00016018024241","BIRC6"
"ENSMPIG00016035823243","ARHGAP25"
"ENSMPIG00016006814243","evm.TU.scaffold0016.114"
"ENSMPIG00016007024241","HS1BP3"
"ENSMPIG00016036301243","evm.TU.scaffold0016.444"
"ENSMPIG00016006917243","RHOB"
"ENSMPIG00016027323243","FSHR"
"ENSMPIG00016011424241","MAPRE3"
"ENSMPIG00016041721243","STAMBP"
"ENSMPIG00016031117243","AHSA2"
"ENSMPIG00016024620243","SIX3"
"ENSMPIG00016043522243","LBX2"
"ENSMPIG00016033716243","RAB1A"
"ENSMPIG00016034000244","gene_11935"
"ENSMPIG00016053105243","ZIK1"
"ENSMPIG00016001422243","COLEC11"
"ENSMPIG00016006620243","SDC1"
"ENSMPIG00016007624241","KLHL29"
"ENSMPIG00016016722233","CAPN13"
"ENSMPIG00016022721243","KCNG3"
"ENSMPIG00016037121243","MXD1"
"ENSMPIG00016018224241","LTBP1"
"ENSMPIG00016035523233","FBXO48"
"ENSMPIG00016019422243","EIF2AK2"
"ENSMPIG00016017024241","EHD3"
"ENSMPIG00016037300244","evm.TU.scaffold0016.454"
"ENSMPIG00016006717243","PUM2"
"ENSMPIG00016037923243","PCYOX1"
"ENSMPIG00016021424241","ARHGEF33"
"ENSMPIG00016011724241","EMILIN1"
"ENSMPIG00016046700244","evm.TU.scaffold0016.555"
"ENSMPIG00016025023243","PRKCE"
"ENSMPIG00016013324241","EIF2B4"
"ENSMPIG00016019822243","PRKD3"
"ENSMPIG00016040924241","FBXO41"
"ENSMPIG00016051923233","IL1A"
"ENSMPIG00016012223243","TCF23"
"ENSMPIG00016017223243","SRD5A2"
"ENSMPIG00016012423243","SLC5A6"
"ENSMPIG00016027701243","FCF1"
"ENSMPIG00016008424243","SF3B6"
"ENSMPIG00016005623243","KCNS3"
"ENSMPIG00016024924241","SRBD1"
"ENSMPIG00016009724241","ASXL2"
"ENSMPIG00016021223233","GEMIN6"
"ENSMPIG00016034824241","PNO1"
"ENSMPIG00016054321243","PDCL3"
"ENSMPIG00016010423233","SELENOI"
"ENSMPIG00016026224241","MSH2"
"ENSMPIG00016008323243","FKBP1A"
"ENSMPIG00016013414233","SNX17"
"ENSMPIG00016014623233","RBKS"
"ENSMPIG00016027924241","ASB3"
"ENSMPIG00016002424241","ITGB1BP1"
"ENSMPIG00016003720243","KCNF1"
"ENSMPIG00016004522243","FAM84A"
"ENSMPIG00016014523243","SLC4A1AP"
"ENSMPIG00016045800244","evm.TU.scaffold0016.540"
"ENSMPIG00016010022243","GAREM2"
"ENSMPIG00016042624243","C2orf81"
"ENSMPIG00016039224243","AC007040.2"
"ENSMPIG00016047911203","SH2D6"
"ENSMPIG00016024324241","CAMKMT"
"ENSMPIG00016045324243","TACR1"
"ENSMPIG00016019024241","VIT"
"ENSMPIG00016035622223","APLF"
"ENSMPIG00016051824241","IL1B"
"ENSMPIG00016008516163","TP53I3"
"ENSMPIG00016034300244","evm.TU.scaffold0016.421"
"ENSMPIG00016049223243","ST3GAL5"
"ENSMPIG00016000523233","TMEM18"
"ENSMPIG00016032824241","MDH1"
"ENSMPIG00016038300244","evm.TU.scaffold0016.464"
"ENSMPIG00016028522243","ACYP2"
"ENSMPIG00016033523243","SLC1A4"
"ENSMPIG00016020601243","evm.TU.scaffold0016.260"
"ENSMPIG00016001023233","TRAPPC12"
"ENSMPIG00016051601243","evm.TU.scaffold0016.612"
"ENSMPIG00016042524241","DCTN1"
"ENSMPIG00016005011243","MYCN"
"ENSMPIG00016000114233","FAM110C"
"ENSMPIG00016002223243","MBOAT2"
"ENSMPIG00016022201243","evm.TU.scaffold0016.279"
"ENSMPIG00016014324241","GPN1"
"ENSMPIG00016047724241","ELMOD3"
"ENSMPIG00016040624241","SMYD5"
"ENSMPIG00016040422243","RAB11FIP5"
"ENSMPIG00016042021243","TET3"
"ENSMPIG00016044223243","DOK1"
"ENSMPIG00016029823243","EFEMP1"
"ENSMPIG00016000223243","SH3YL1"
"ENSMPIG00016052422233","POLR1B"
"ENSMPIG00016010624241","OTOF"
"ENSMPIG00016036621243","AAK1"
"ENSMPIG00016053400244","evm.TU.scaffold0016.635"
"ENSMPIG00016003824241","PQLC3"
"ENSMPIG00016035001243","evm.TU.scaffold0016.430"
"ENSMPIG00016031600244","evm.TU.scaffold0016.390"
"ENSMPIG00016035324241","PLEK"
"ENSMPIG00016054100244","evm.TU.scaffold0016.645"
"ENSMPIG00016019924241","QPCT"
"ENSMPIG00016002723233","ADAM17"
"ENSMPIG00016030416183","FAM205A"
"ENSMPIG00016022424241","EML4"
"ENSMPIG00016023824241","ABCG8"
"ENSMPIG00016012821243","DNAJC5G"
"ENSMPIG00016055523243","MAL"
"ENSMPIG00016019522223","CEBPZOS"
"ENSMPIG00016023120243","ZFP36L2"
"ENSMPIG00016034121243","MEIS1"
"ENSMPIG00016011319243","DPYSL5"
"ENSMPIG00016005422243","GEN1"
"ENSMPIG00016043410243","TTC31"
"ENSMPIG00016022324241","PKDCC"
"ENSMPIG00016023524241","PLEKHH2"
"ENSMPIG00016021724241","MAP4K3"
"ENSMPIG00016015724241","WDR43"
"ENSMPIG00016009124241","ADCY3"
"ENSMPIG00016043617243","PCGF1"
"ENSMPIG00016032123243","TMEM17"
"ENSMPIG00016046900244","evm.TU.scaffold0016.557"
"ENSMPIG00016041022243","EGR4"
"ENSMPIG00016023023233","HAAO"
"ENSMPIG00016038124241","FAM136A"
"ENSMPIG00016023724241","ABCG5"
"ENSMPIG00016040018243","EXOC6B"
"ENSMPIG00016051314243","GMFG"
"ENSMPIG00016003123243","KLF11"
"ENSMPIG00016044500244","evm.TU.scaffold0016.527"
"ENSMPIG00016044323233","M1AP"
"ENSMPIG00016005123243","FAM49A"
"ENSMPIG00016040123243","SPR"
"ENSMPIG00016029616243","PPP4R3B"
"ENSMPIG00016002524241","CPSF3"
"ENSMPIG00016034421213","ETAA1"
"ENSMPIG00016006324241","WDR35"
"ENSMPIG00016021024241","SRSF7"
"ENSMPIG00016005721243","RDH14"
"ENSMPIG00016000724243","PXDNL"
"ENSMPIG00016049622223","MRPL35"
"ENSMPIG00016000923233","EIPR1"
"ENSMPIG00016053001243","evm.TU.scaffold0016.629"
"ENSMPIG00016016622223","LCLAT1"
"ENSMPIG00016009924241","RAB10"
"ENSMPIG00016032024241","B3GNT2"
"ENSMPIG00016005523243","MSGN1"
"ENSMPIG00016049524241","IMMT"
"ENSMPIG00016017122243","XDH"
"ENSMPIG00016037023233","SNRNP27"
"ENSMPIG00016044900244","evm.TU.scaffold0016.531"
"ENSMPIG00016038200244","evm.TU.scaffold0016.463"
"ENSMPIG00016032924241","UGP2"
"ENSMPIG00016008923243","PTRHD1"
"ENSMPIG00016039524243","ZNF638"
"ENSMPIG00016026319243","KCNK12"
"ENSMPIG00016044020243","HTRA2"
"ENSMPIG00016003922243","ROCK2"
"ENSMPIG00016010524241","DRC1"
"ENSMPIG00016025124241","EPAS1"
"ENSMPIG00016030624241","REL"
"ENSMPIG00060000700244","evm.TU.scaffold0060.18"
"ENSMPIG00060000500244","evm.TU.scaffold0060.17"
"ENSMPIG00060000400244","evm.TU.scaffold0060.11"
"ENSMPIG00060000100244","evm.TU.scaffold0060.2"
"ENSMPIG00060000600244","evm.TU.scaffold0060.15"
"ENSMPIG00060000300244","evm.TU.scaffold0060.12"
"ENSMPIG00060000200214","evm.TU.scaffold0060.5"
"ENSMPIG00081000100244","evm.TU.scaffold0081.1"
"ENSMPIG00058000100244","evm.TU.scaffold0058.1"
"ENSMPIG00058000300244","evm.TU.scaffold0058.5"
"ENSMPIG00058000200244","evm.TU.scaffold0058.4"
"ENSMPIG00095000100244","evm.TU.scaffold0095.1"
"ENSMPIG00065000101243","evm.TU.scaffold0065.1"
"ENSMPIG00065000305243","CEACAM3"
"ENSMPIG00065000401243","evm.TU.scaffold0065.4"
"ENSMPIG00065000200244","evm.TU.scaffold0065.2"
"ENSMPIG00065000500244","evm.TU.scaffold0065.5"
"ENSMPIG00015001823233","PTPN23"
"ENSMPIG00015039023243","RBSN"
"ENSMPIG00015018422243","ACVR2B"
"ENSMPIG00015043024241","RPUSD3"
"ENSMPIG00015026619243","TOP2B"
"ENSMPIG00015036224241","MRPS22"
"ENSMPIG00015007324243","UBA7"
"ENSMPIG00015048624241","IL17RB"
"ENSMPIG00015048024241","RFT1"
"ENSMPIG00015051718183","RPP14"
"ENSMPIG00015030224241","CAPN7"
"ENSMPIG00015039817173","EFCAB12"
"ENSMPIG00015018621233","SLC22A14"
"ENSMPIG00015023400244","evm.TU.scaffold0015.268"
"ENSMPIG00015054224241","ATXN7"
"ENSMPIG00015021821243","CXCR6"
"ENSMPIG00015000719243","PRSS42"
"ENSMPIG00015037818243","TFDP2"
"ENSMPIG00015015020243","HIGD1A"
"ENSMPIG00015043324241","TADA3"
"ENSMPIG00015051224241","SLMAP"
"ENSMPIG00015008224243","SEMA3C"
"ENSMPIG00015036919243","SLC25A36"
"ENSMPIG00015028220223","PP2D1"
"ENSMPIG00015005723243","USP4"
"ENSMPIG00015025524241","TGFBR2"
"ENSMPIG00015051815153","HTD2"
"ENSMPIG00015022718243","LRRFIP2"
"ENSMPIG00015036421243","RBP2"
"ENSMPIG00015019420243","CTDSPL"
"ENSMPIG00015038824241","NR2C2"
"ENSMPIG00015014622243","POMGNT2"
"ENSMPIG00015019523243","ITGA9"
"ENSMPIG00015017624241","CSRNP1"
"ENSMPIG00015023817243","FBXL2"
"ENSMPIG00015023222243","STAC"
"ENSMPIG00015047122243","ITIH4"
"ENSMPIG00015028621243","SATB1"
"ENSMPIG00015046924241","NEK4"
"ENSMPIG00015053403243","evm.TU.scaffold0015.601"
"ENSMPIG00015030624241","PIK3R4"
"ENSMPIG00015046324241","NT5DC2"
"ENSMPIG00015031924241","UBA5"
"ENSMPIG00015020108243","ZNF197"
"ENSMPIG00015038124241","XPC"
"ENSMPIG00015041724241","SEC13"
"ENSMPIG00015012621243","AC097637.1"
"ENSMPIG00015027900244","gene_11140"
"ENSMPIG00015019023243","ACAA1"
"ENSMPIG00015048524241","CHDH"
"ENSMPIG00015034300244","evm.TU.scaffold0015.388"
"ENSMPIG00015054123233","THOC7"
"ENSMPIG00015010121243","MAPKAPK3"
"ENSMPIG00015047500244","evm.TU.scaffold0015.547"
"ENSMPIG00015053824241","SNTN"
"ENSMPIG00015009323233","ZMYND10"
"ENSMPIG00015005024241","QARS"
"ENSMPIG00015022414243","CCRL2"
"ENSMPIG00015023316243","ARPP21"
"ENSMPIG00015056721233","MDFIC2"
"ENSMPIG00015051523243","DNASE1L3"
"ENSMPIG00015033620243","EPHB1"
"ENSMPIG00015033724241","PPP2R3A"
"ENSMPIG00015029224241","DPH3"
"ENSMPIG00015013920243","CNTN4"
"ENSMPIG00015005423233","C3orf84"
"ENSMPIG00015025423243","GADL1"
"ENSMPIG00015036724241","CLSTN2"
"ENSMPIG00015052809243","PTPRG"
"ENSMPIG00015020308223","KIAA1143"
"ENSMPIG00015050924241","PDE12"
"ENSMPIG00015030310243","evm.TU.scaffold0015.343"
"ENSMPIG00015014921243","ACKR2"
"ENSMPIG00015017923233","WDR48"
"ENSMPIG00015005621213","C3orf62"
"ENSMPIG00015038201243","evm.TU.scaffold0015.439"
"ENSMPIG00015002922243","PLXNB1"
"ENSMPIG00015009024241","HYAL2"
"ENSMPIG00015014320243","CHL1"
"ENSMPIG00015039523243","RHO"
"ENSMPIG00015009723243","CACNA2D2"
"ENSMPIG00015004724241","NDUFAF3"
"ENSMPIG00015012901243","evm.TU.scaffold0015.147"
"ENSMPIG00015003420243","PFKFB4"
"ENSMPIG00015013824241","IL5RA"
"ENSMPIG00015037222243","ZBTB38"
"ENSMPIG00015017424241","CX3CR1"
"ENSMPIG00015026112243","SLC4A7"
"ENSMPIG00015011000244","evm.TU.scaffold0015.126"
"ENSMPIG00015044423243","OXTR"
"ENSMPIG00015030416243","COL6A5"
"ENSMPIG00015039322243","PLXND1"
"ENSMPIG00015022623233","GOLGA4"
"ENSMPIG00015003124241","ATRIP"
"ENSMPIG00015004624241","DALRD3"
"ENSMPIG00015031820243","ACAD11"
"ENSMPIG00015007619243","CAMKV"
"ENSMPIG00015025224241","STT3B"
"ENSMPIG00015027100244","evm.TU.scaffold0015.306"
"ENSMPIG00015022824241","MLH1"
"ENSMPIG00015055824241","EOGT"
"ENSMPIG00015015623243","SS18L2"
"ENSMPIG00015039120203","TRH"
"ENSMPIG00015011323243","IQCF5"
"ENSMPIG00015019819233","ABHD5"
"ENSMPIG00015022319243","CCR5"
"ENSMPIG00015014522243","PDZRN3"
"ENSMPIG00015030824241","ASTE1"
"ENSMPIG00015050124241","ARHGEF3"
"ENSMPIG00015044023243","SETD5"
"ENSMPIG00015015822243","VIPR1"
"ENSMPIG00015025715223","AC098650.1"
"ENSMPIG00015018221243","SCN5A"
"ENSMPIG00015033924241","PCCB"
"ENSMPIG00015043524241","OGG1"
"ENSMPIG00015057718243","GXYLT2"
"ENSMPIG00015048724241","ACTR8"
"ENSMPIG00015057200244","evm.TU.scaffold0015.653"
"ENSMPIG00015038523233","CCDC174"
"ENSMPIG00015021523233","LZTFL1"
"ENSMPIG00015052324241","FAM107A"
"ENSMPIG00015029624241","BTD"
"ENSMPIG00015006022223","TCTA"
"ENSMPIG00015020820243","CLEC3B"
"ENSMPIG00015055224241","KBTBD8"
"ENSMPIG00015015223233","HHATL"
"ENSMPIG00015047600244","evm.TU.scaffold0015.548"
"ENSMPIG00015041524241","SLC6A11"
"ENSMPIG00015026022243","EOMES"
"ENSMPIG00015002522243","CDC25A"
"ENSMPIG00015057924241","PPP4R2"
"ENSMPIG00015008517243","GNAI2"
"ENSMPIG00015026723243","RARB"
"ENSMPIG00015012123233","ACY1"
"ENSMPIG00015045400244","gene_11221"
"ENSMPIG00015037512123","GM28729"
"ENSMPIG00015006723243","RNF123"
"ENSMPIG00015044622223","SSUH2"
"ENSMPIG00015007924241","MON1A"
"ENSMPIG00015024020243","CRTAP"
"ENSMPIG00015019624241","SNRK"
"ENSMPIG00015006323233","DAG1"
"ENSMPIG00015039924241","RPL32"
"ENSMPIG00015017219243","CCR8"
"ENSMPIG00015015124241","CCDC13"
"ENSMPIG00015049409243","ERC2"
"ENSMPIG00015033500244","evm.TU.scaffold0015.381"
"ENSMPIG00015050324241","HESX1"
"ENSMPIG00015017122223","SLC25A38"
"ENSMPIG00015008422243","SLC38A3"
"ENSMPIG00015043824241","MTMR14"
"ENSMPIG00015004423243","P4HTM"
"ENSMPIG00015050523243","ASB14"
"ENSMPIG00015028522243","KCNH8"
"ENSMPIG00015015518243","NKTR"
"ENSMPIG00015011822243","PCBP4"
"ENSMPIG00015027500244","evm.TU.scaffold0015.311"
"ENSMPIG00015035524241","MRAS"
"ENSMPIG00015004020243","IP6K2"
"ENSMPIG00015032523233","TOPBP1"
"ENSMPIG00015053123243","FEZF2"
"ENSMPIG00015007719243","ACTL11"
"ENSMPIG00015039624241","IFT122"
"ENSMPIG00015024623243","DYNC1LI1"
"ENSMPIG00015032717223","SRPRB"
"ENSMPIG00015025601243","evm.TU.scaffold0015.290"
"ENSMPIG00015040923233","TAMM41"
"ENSMPIG00015053023233","C3orf14"
"ENSMPIG00015001700024","evm.TU.scaffold0015.24"
"ENSMPIG00015023123243","DCLK3"
"ENSMPIG00015003621243","COL7A1"
"ENSMPIG00015031523243","ACPP"
"ENSMPIG00015003218243","TREX1"
"ENSMPIG00015019316243","VILL"
"ENSMPIG00015046024241","TNNC1"
"ENSMPIG00015022923233","EPM2AIP1"
"ENSMPIG00015022520243","LTF"
"ENSMPIG00015033824241","MSL2"
"ENSMPIG00015021724241","FYCO1"
"ENSMPIG00015006921243","IP6K1"
"ENSMPIG00015054523243","ADAMTS9"
"ENSMPIG00015003721233","UQCRC1"
"ENSMPIG00015040424241","MKRN2"
"ENSMPIG00015001617173","NGP"
"ENSMPIG00015036114243","FOXL2"
"ENSMPIG00015043221223","ARPC4"
"ENSMPIG00015014224241","CNTN6"
"ENSMPIG00015040223243","RAF1"
"ENSMPIG00015010624241","RAD54L2"
"ENSMPIG00015005919243","RHOA"
"ENSMPIG00015036324243","COPB2"
"ENSMPIG00015051407173","GM45521"
"ENSMPIG00015020619243","ZDHHC3"
"ENSMPIG00015023724241","UBP1"
"ENSMPIG00015000523243","ALS2CL"
"ENSMPIG00015022221243","CCR2"
"ENSMPIG00015046124241","NISCH"
"ENSMPIG00015009424241","NPRL2"
"ENSMPIG00015013200244","evm.TU.scaffold0015.153"
"ENSMPIG00015042722223","IL17RE"
"ENSMPIG00015034523243","NCK1"
"ENSMPIG00015046524241","PBRM1"
"ENSMPIG00015001924241","SCAP"
"ENSMPIG00015047721233","MUSTN1"
"ENSMPIG00015018021243","SCN11A"
"ENSMPIG00015056623243","MITF"
"ENSMPIG00015006524241","APEH"
"ENSMPIG00015048223243","TKT"
"ENSMPIG00015025923233","CMC1"
"ENSMPIG00015027411243","UBE2E2"
"ENSMPIG00015027801243","DNAJB1"
"ENSMPIG00015049004243","CACNA2D3"
"ENSMPIG00015017300244","evm.TU.scaffold0015.201"
"ENSMPIG00015055924241","TMF1"
"ENSMPIG00015047922243","SFMBT1"
"ENSMPIG00015007400234","evm.TU.scaffold0015.86"
"ENSMPIG00015058100244","evm.TU.scaffold0015.661"
"ENSMPIG00015045622243","DNAH1"
"ENSMPIG00015019924243","TOPAZ1"
"ENSMPIG00015002623243","CAMP"
"ENSMPIG00015010724241","TEX264"
"ENSMPIG00015026800244","evm.TU.scaffold0015.303"
"ENSMPIG00015016023233","CCK"
"ENSMPIG00015020221243","ZNF35"
"ENSMPIG00015031124241","MRPL3"
"ENSMPIG00015030521243","COL6A6"
"ENSMPIG00015017721243","TTC21A"
"ENSMPIG00015052223243","ACOX2"
"ENSMPIG00015047321243","ITIH3"
"ENSMPIG00015031404243","CPNE4"
"ENSMPIG00015001024241","CCDC12"
"ENSMPIG00015053600244","evm.TU.scaffold0015.604"
"ENSMPIG00015004323243","ARIH2"
"ENSMPIG00015035824241","FAIM"
"ENSMPIG00015038923233","MRPS25"
"ENSMPIG00015034422233","SLC35G2"
"ENSMPIG00015044324241","RAD18"
"ENSMPIG00015035324241","ARMC8"
"ENSMPIG00015053218243","CADPS"
"ENSMPIG00015012523243","ALAS1"
"ENSMPIG00015043923243","LHFPL4"
"ENSMPIG00015014101243","CNTN4"
"ENSMPIG00015037123233","PXYLP1"
"ENSMPIG00015024122243","GLB1"
"ENSMPIG00015032023243","NPHP3-ACAD11"
"ENSMPIG00015019121213","DLEC1"
"ENSMPIG00015013121243","ITPR1"
"ENSMPIG00015011524241","RRP9"
"ENSMPIG00015054424241","PRICKLE2"
"ENSMPIG00015032201243","evm.TU.scaffold0015.362"
"ENSMPIG00015034119243","STAG1"
"ENSMPIG00015045223243","PPM1M"
"ENSMPIG00015052422243","FAM3D"
"ENSMPIG00015037620243","RNF7"
"ENSMPIG00015000223243","LRRC2"
"ENSMPIG00015054812243","MAGI1"
"ENSMPIG00015016623243","ENTPD3"
"ENSMPIG00015016400244","evm.TU.scaffold0015.190"
"ENSMPIG00015014724241","FAM198A"
"ENSMPIG00015018824243","OXSR1"
"ENSMPIG00015003023233","CCDC51"
"ENSMPIG00015028422243","EFHB"
"ENSMPIG00015014424241","CNTN3"
"ENSMPIG00015000118243","RTP3"
"ENSMPIG00015042522233","PRRT3"
"ENSMPIG00015009523243","CYB561D2"
"ENSMPIG00015029723233","HACL1"
"ENSMPIG00015029823243","COLQ"
"ENSMPIG00015002323243","DHX30"
"ENSMPIG00015028824241","PLCL2"
"ENSMPIG00015057324241","RYBP"
"ENSMPIG00015029524241","ANKRD28"
"ENSMPIG00015017004241","evm.TU.scaffold0015.198"
"ENSMPIG00015021124241","LARS2"
"ENSMPIG00015021422243","SLC6A20"
"ENSMPIG00015055600244","evm.TU.scaffold0015.629"
"ENSMPIG00015028321243","RAB5A"
"ENSMPIG00015048318243","DCP1A"
"ENSMPIG00015034800244","evm.TU.scaffold0015.394"
"ENSMPIG00015041621243","ATP2B2"
"ENSMPIG00015003508163","UCN2"
"ENSMPIG00015009622223","TMEM115"
"ENSMPIG00015004222243","SLC25A20"
"ENSMPIG00015054712243","MAGI1"
"ENSMPIG00015021618243","CCR9"
"ENSMPIG00015038722243","FGD5"
"ENSMPIG00015018524241","XYLB"
"ENSMPIG00015055324241","SUCLG2"
"ENSMPIG00015049222243","WNT5A"
"ENSMPIG00015034700244","evm.TU.scaffold0015.393"
"ENSMPIG00015051015243","ARF4"
"ENSMPIG00015055124241","LRIG1"
"ENSMPIG00015027700234","evm.TU.scaffold0015.313"
"ENSMPIG00015008823243","HYAL3"
"ENSMPIG00015034200244","evm.TU.scaffold0015.386"
"ENSMPIG00015012721243","TWF2"
"ENSMPIG00015042022233","IRAK2"
"ENSMPIG00015044523243","CAV3"
"ENSMPIG00015001324241","SETD2"
"ENSMPIG00015052914243","PTPRG"
"ENSMPIG00015053914243","GM281"
"ENSMPIG00015031307243","CPNE4"
"ENSMPIG00015033223233","ANAPC13"
"ENSMPIG00015024424241","TRIM71"
"ENSMPIG00015012822243","EDEM1"
"ENSMPIG00015042123233","BRK1"
"ENSMPIG00015027624243","RPL35"
"ENSMPIG00015032922243","SLCO2A1"
"ENSMPIG00015056924241","EIF4E3"
"ENSMPIG00015030124241","SH3BP5"
"ENSMPIG00015016223243","ULK4"
"ENSMPIG00015041124241","VGLL4"
"ENSMPIG00015003321223","SHISA5"
"ENSMPIG00015001421243","KIF9"
"ENSMPIG00015008722243","IFRD2"
"ENSMPIG00015005122243","LAMB2"
"ENSMPIG00015020523233","TMEM42"
"ENSMPIG00015044221243","SRGAP3"
"ENSMPIG00015055402241","evm.TU.scaffold0015.627"
"ENSMPIG00015032618243","TF"
"ENSMPIG00015051624241","ABHD6"
"ENSMPIG00015007000244","evm.TU.scaffold0015.82"
"ENSMPIG00015045924241","SEMA3G"
"ENSMPIG00015013322243","SUMF1"
"ENSMPIG00015041424241","SLC6A1"
"ENSMPIG00015005522223","CCDC36"
"ENSMPIG00015022123243","CCR3"
"ENSMPIG00015033022243","RYK"
"ENSMPIG00015002223243","SMARCC1"
"ENSMPIG00015017823243","GORASP1"
"ENSMPIG00015048122243","PRKCD"
"ENSMPIG00015016321243","CTNNB1"
"ENSMPIG00015046422223","SMIM4"
"ENSMPIG00015056320243","FRMD4B"
"ENSMPIG00015018319233","EXOG"
"ENSMPIG00015048423243","CACNA1D"
"ENSMPIG00015056022243","UBA3"
"ENSMPIG00015024724241","CMTM6"
"ENSMPIG00015005323243","KLHDC8B"
"ENSMPIG00015049823233","CCDC66"
"ENSMPIG00015049513243","ERC2"
"ENSMPIG00015003923243","NCKIPSD"
"ENSMPIG00015037019243","SPSB4"
"ENSMPIG00015022021243","CCR1"
"ENSMPIG00015006124241","AMT"
"ENSMPIG00015008124243","RBM10"
"ENSMPIG00015002812123","SPINK8"
"ENSMPIG00015056823243","FOXP1"
"ENSMPIG00015052024241","PDHB"
"ENSMPIG00015025121243","OSBPL10"
"ENSMPIG00015023623243","CLASP2"
"ENSMPIG00015000415173","FAM240A"
"ENSMPIG00015029400244","evm.TU.scaffold0015.333"
"ENSMPIG00015035623243","ESYT3"
"ENSMPIG00015001521243","KLHL18"
"ENSMPIG00015040822243","SYN2"
"ENSMPIG00015011417243","IQCF1"
"ENSMPIG00015030024241","METTL6"
"ENSMPIG00015040521213","MKRN2OS"
"ENSMPIG00015052124241","KCTD6"
"ENSMPIG00015045000244","evm.TU.scaffold0015.519"
"ENSMPIG00015045121243","MTFR2"
"ENSMPIG00015036824241","TRIM42"
