"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"PPHLN1","",0,"scaffold0001:44152978|44165158",1,"",0,"",0,"scaffold0001:130894761|130901439;scaffold0001:130894761|130907439;scaffold0001:130894761|130909947;scaffold0001:130894761|130936361",4,"NW_017739185.1:4343791|4351241;NW_017739185.1:4343791|4353718",2
"DIP2B","",0,"scaffold0001:50926150|50937789;scaffold0001:50955334|50957849;scaffold0001:50960020|50962264",3,"",0,"",0,"scaffold0001:124169788|124180275",1,"NW_017738956.1:3353989|3376829",1
"ATF1","",0,"scaffold0001:51046203|51048931;scaffold0001:51046203|51062562;scaffold0001:51048830|51062562",3,"",0,"",0,"scaffold0001:124020877|124061537",1,"NW_017738956.1:3236390|3236819",1
"TFCP2","",0,"scaffold0001:51332891|51334356;scaffold0001:51335603|51337670",2,"",0,"",0,"scaffold0001:123799937|123801342",1,"NW_017738956.1:3045228|3048187",1
"EIF4B","",0,"scaffold0001:52956291|52957915;scaffold0001:52960939|52963766;scaffold0001:52967570|52967983",3,"",0,"",0,"scaffold0001:122258977|122260572",1,"NW_017738956.1:1655489|1661613",1
"EP300","",0,"scaffold0001:5525738|5527722;scaffold0001:5541664|5549215;scaffold0001:5546749|5549215;scaffold0001:5560043|5561596",4,"10:10342716|10344277",1,"",0,"scaffold0032:3922858|3923665;scaffold0032:3922858|3926264;scaffold0032:3925314|3926264;scaffold0032:3925314|3931245",4,"",0
"MON2","",0,"scaffold0001:61047681|61051113;scaffold0001:61050321|61051113",2,"",0,"",0,"scaffold0001:113822631|113824795;scaffold0001:113879748|113888329",2,"NW_017739010.1:1679669|1697991",1
"TNRC6B","",0,"scaffold0001:6154414|6162474;scaffold0001:6154414|6164181;scaffold0001:6160028|6162474;scaffold0001:6160028|6164181;scaffold0001:6174205|6184981",5,"",0,"",0,"scaffold0032:3172971|3178494;scaffold0032:3318120|3318867",2,"NW_017739024.1:1275187|1275991",1
"TBC1D15","",0,"scaffold0001:68968813|68969571;scaffold0001:68968813|68976308;scaffold0001:68971239|68976308",3,"",0,"",0,"scaffold0001:105448308|105451257",1,"NW_017739194.1:3640619|3641209",1
"POC1B","",0,"scaffold0001:85159109|85163339",1,"",0,"",0,"scaffold0001:90034344|90038727",1,"NW_017739100.1:1075404|1080110",1
"MYH9","",0,"scaffold0001:8991165|8995921;scaffold0001:8991165|9012318;scaffold0001:9012224|9016971;scaffold0001:9028507|9029981",4,"",0,"",0,"scaffold0032:348428|350192;scaffold0032:372300|373372",2,"NW_017739495.1:479573|484783;NW_017739495.1:479573|498905",2
"KDM5A","",0,"scaffold0001:93466643|93471822;scaffold0001:93469369|93471822;scaffold0001:93471627|93475263;scaffold0001:93471627|93477289;scaffold0001:93492828|93498329;scaffold0001:93503077|93505395",6,"",0,"",0,"scaffold0001:81588335|81589629;scaffold0001:81611715|81617000;scaffold0001:81633624|81651337",3,"NW_017739440.1:469920|472170",1
"SPATA13","",0,"scaffold0001:95960829|95963076",1,"",0,"",0,"scaffold0001:79236537|79238450",1,"NW_017739040.1:5799725|5808340;NW_017739040.1:5842194|5844474;NW_017739040.1:5867522|5869211",3
"CLEC16A","",0,"scaffold0002:10849427|10861816;scaffold0002:10893212|10897221;scaffold0002:10893212|10917732;scaffold0002:10893212|10925927;scaffold0002:10973249|10977688",5,"",0,"",0,"scaffold0003:93357688|93393321;scaffold0003:93389287|93393321",2,"NW_017739521.1:265639|270364",1
"TXNDC11","",0,"scaffold0002:11408485|11409066;scaffold0002:11434730|11451941;scaffold0002:11444570|11451941;scaffold0002:11448229|11451941",4,"",0,"",0,"scaffold0003:92820923|92824964;scaffold0003:92820923|92831109;scaffold0003:92820923|92839951;scaffold0003:92830979|92839951;scaffold0003:92839857|92860163;scaffold0003:92857732|92860163",6,"NW_017739562.1:536315|539730;NW_017739562.1:536315|543989;NW_017739562.1:536315|552134;NW_017739562.1:539632|552134;NW_017739562.1:543859|552134",5
"XYLT1","",0,"scaffold0002:15523998|15524506;scaffold0002:15577728|15579011",2,"20:16960771|16961282",1,"",0,"scaffold0003:88707379|88708656",1,"",0
"RABGEF1","",0,"scaffold0002:17162199|17165840;scaffold0002:17185151|17187265",2,"",0,"",0,"scaffold0003:86980408|86988143;scaffold0003:86980408|86990656;scaffold0003:86987976|86990656",3,"NW_017739681.1:118278|136125;NW_017739681.1:118278|136128;NW_017739681.1:135958|151327;NW_017739681.1:147425|151327",4
"BAZ1B","",0,"scaffold0002:22406801|22408810;scaffold0002:22418970|22420339",2,"3:45820499|45822201",1,"",0,"scaffold0003:81970659|81982772;scaffold0003:81977304|81978499;scaffold0003:81977304|81982772;scaffold0003:81981996|81982772;scaffold0003:82001046|82014539;scaffold0003:82008298|82008500;scaffold0003:82008298|82014539",7,"",0
"CRAMP1","",0,"scaffold0002:2742921|2755332;scaffold0002:2742921|2762058;scaffold0002:2755138|2762058;scaffold0002:2755138|2772107;scaffold0002:2761904|2772107",5,"",0,"",0,"scaffold0003:101537874|101544412",1,"NW_017739486.1:319252|325215",1
"ZNF608","",0,"scaffold0002:29602281|29602537",1,"6:122108684|122171499;6:122113026|122171499;6:122171243|122171499",3,"",0,"scaffold0003:74881559|74881815",1,"",0
"PDPK1","",0,"scaffold0002:3619932|3624658;scaffold0002:3635176|3644837;scaffold0002:3636100|3641518",3,"",0,"",0,"scaffold0003:100636472|100636739;scaffold0003:100636472|100641072;scaffold0003:100636472|100647439;scaffold0003:100636472|100657191;scaffold0003:100636472|100662389;scaffold0003:100636472|100678732;scaffold0003:100641341|100646472;scaffold0003:100647341|100657191;scaffold0003:100657115|100662389;scaffold0003:100674780|100678732",10,"NW_017739979.1:121716|131399;NW_017739979.1:121716|150710",2
"MCC","",0,"scaffold0002:38374770|38387564;scaffold0002:38411354|38413657",2,"",0,"",0,"scaffold0003:66143096|66149021;scaffold0003:66172070|66174414",2,"NW_017738972.1:2816896|2844251;NW_017738972.1:2844003|2844251",2
"XPO6","",0,"scaffold0002:396594|401140;scaffold0002:410616|412691;scaffold0002:421460|425259;scaffold0002:430371|444679;scaffold0002:450837|461579;scaffold0002:454647|461579;scaffold0002:469876|475932",7,"",0,"",0,"scaffold0003:104038223|104039425;scaffold0003:104041917|104047648;scaffold0003:104081565|104091600;scaffold0003:104099481|104101523;scaffold0003:104108497|104113091",5,"NW_017739325.1:676668|680607;NW_017739325.1:696809|700581;NW_017739325.1:696809|705151;NW_017739325.1:722861|732096",4
"PJA2","",0,"scaffold0002:41117289|41117475;scaffold0002:41122433|41130915",2,"",0,"",0,"scaffold0003:63502319|63504149",1,"NW_017738973.1:10613582|10618833",1
"FBXL17","",0,"scaffold0002:41915919|41940692",1,"",0,"",0,"scaffold0003:62864616|62878206",1,"NW_017738973.1:9846854|9867895",1
"CHD1","",0,"scaffold0002:48606329|48607589",1,"6:96238501|96242533",1,"",0,"",0,"NW_017738973.1:2804080|2810538",1
"LNPEP","",0,"scaffold0002:49798701|49800268",1,"6:93828016|93858593",1,"",0,"scaffold0003:55231624|55239862;scaffold0003:55257568|55259183",2,"",0
"MEF2C","",0,"scaffold0002:56304343|56313816;scaffold0002:56329634|56333061;scaffold0002:56332200|56333061",3,"",0,"",0,"scaffold0003:48873824|48877641;scaffold0003:48893394|48902974",2,"NW_017739021.1:836118|838449",1
"RASA1","",0,"scaffold0002:57434607|57445042;scaffold0002:57435541|57449115;scaffold0002:57440565|57456792;scaffold0002:57449083|57456792;scaffold0002:57452295|57456792;scaffold0002:57454847|57456792",6,"",0,"",0,"scaffold0003:47838009|47851208;scaffold0003:47864448|47865420",2,"NW_017739154.1:3938182|3957797",1
"TENT2","",0,"scaffold0002:62700866|62716148;scaffold0002:62712792|62716148",2,"6:76449776|76453727;6:76449776|76498869",2,"",0,"scaffold0003:42865011|42865309",1,"",0
"IQGAP2","",0,"scaffold0002:64753019|64754545;scaffold0002:64760600|64767812;scaffold0002:64802475|64831005",3,"",0,"",0,"scaffold0003:40578832|40595311;scaffold0003:40719921|40723916",2,"NW_017738975.1:4405665|4416935",1
"GFM2","",0,"scaffold0002:66005067|66010747;scaffold0002:66006343|66010747",2,"",0,"",0,"scaffold0003:39556507|39560779",1,"NW_017738975.1:3195854|3199477;NW_017738975.1:3195854|3200263",2
"MAST4","",0,"scaffold0002:70557693|70560299;scaffold0002:70841991|70865506;scaffold0002:70865352|70865506",3,"",0,"",0,"scaffold0003:34918482|34944456",1,"NW_017739150.1:318018|322697",1
"ERBIN","",0,"scaffold0002:71365534|71380622;scaffold0002:71368722|71380622;scaffold0002:71370451|71380622;scaffold0002:71379616|71380622;scaffold0002:71379616|71383272",5,"",0,"",0,"scaffold0003:34378760|34382243;scaffold0003:34378760|34391385;scaffold0003:34382125|34391385;scaffold0003:34382125|34395266;scaffold0003:34427981|34430050",5,"NW_017738935.1:8140652|8143515",1
"IPO11","",0,"scaffold0002:73223788|73229499",1,"",0,"",0,"scaffold0003:32485162|32501134",1,"NW_017738935.1:5794504|5797750",1
"ZSWIM6","",0,"scaffold0002:73986299|73995143;scaffold0002:73990050|73995143;scaffold0002:74016431|74019757;scaffold0002:74016431|74034590",4,"",0,"",0,"scaffold0003:31610601|31610958;scaffold0003:31610601|31635210;scaffold0003:31631734|31635210;scaffold0003:31665522|31671141",4,"NW_017738935.1:5032549|5049643;NW_017738935.1:5046317|5049643",2
"MARCH6","",0,"scaffold0002:82454069|82455895;scaffold0002:82454069|82460930;scaffold0002:82454069|82467295;scaffold0002:82469696|82475799;scaffold0002:82478816|82481486",5,"",0,"",0,"scaffold0003:12801892|12807002;scaffold0003:12804831|12807002;scaffold0003:12804831|12809690",3,"NW_017739148.1:1283164|1284697",1
"TRIO","",0,"scaffold0002:85043382|85069491;scaffold0002:85201848|85202400",2,"",0,"",0,"scaffold0003:15262977|15276681;scaffold0003:15310653|15311874",2,"NW_017739295.1:1993105|2005863;NW_017739295.1:2066812|2077250;NW_017739295.1:2066812|2097579;NW_017739295.1:2066812|2110737;NW_017739295.1:2077127|2114255",5
"NIPBL","",0,"scaffold0002:98168462|98172120;scaffold0002:98270867|98272364",2,"6:36815572|36817198",1,"",0,"scaffold0003:6052344|6058582;scaffold0003:6064454|6066930",2,"",0
"RICTOR","",0,"scaffold0002:99546679|99553061;scaffold0002:99558121|99576728;scaffold0002:99563665|99576728",3,"6:38819331|38822777",1,"",0,"scaffold0003:7331428|7344948;scaffold0003:7351495|7366728;scaffold0003:7357665|7366728",3,"",0
"HUNK","",0,"scaffold0003:101850098|101852914;scaffold0003:101858640|101863865;scaffold0003:101858640|101880318;scaffold0003:101863729|101880318;scaffold0003:101880025|101880318",5,"",0,"",0,"scaffold0002:1221832|1222125",1,"NW_017738988.1:957831|958124",1
"TIAM1","",0,"scaffold0003:102254639|102256479;scaffold0003:102254639|102263102;scaffold0003:102261247|102284294;scaffold0003:102272622|102275765",4,"",0,"",0,"scaffold0002:906998|914009;scaffold0002:941640|946601",2,"NW_017738988.1:426075|432451",1
"XRN1","",0,"scaffold0003:1378819|1385269;scaffold0003:1389546|1396740;scaffold0003:1392379|1396740;scaffold0003:1396155|1409947;scaffold0003:1406476|1409947",5,"",0,"",0,"scaffold0002:113175200|113178048;scaffold0002:113191074|113195250;scaffold0002:113214717|113219610;scaffold0002:113316248|113316558",4,"NW_017739298.1:1210732|1225025;NW_017739298.1:1231355|1234963;NW_017739298.1:1305911|1312799",3
"ATR","",0,"scaffold0003:1560596|1561018;scaffold0003:1574293|1581819;scaffold0003:1577787|1591494;scaffold0003:1616505|1631827",4,"",0,"",0,"scaffold0002:112995176|113010016;scaffold0002:113004233|113006743;scaffold0002:113004233|113010016;scaffold0002:113032183|113036163;scaffold0002:113109087|113112729",5,"NW_017739298.1:1109960|1117704;NW_017739298.1:1118460|1121757",2
"ZBTB11","",0,"scaffold0003:29592680|29593789",1,"",0,"",0,"scaffold0002:80290520|80292302;scaffold0002:80301230|80302485;scaffold0002:80301230|80314435;scaffold0002:80313128|80314435",4,"NW_017739438.1:430033|431211",1
"TOMM70","",0,"scaffold0003:30589146|30590977",1,"",0,"",0,"scaffold0002:79139487|79152820;scaffold0002:79152646|79152820",2,"NW_017739366.1:1725456|1730623",1
"TBC1D23","",0,"scaffold0003:30642469|30651605;scaffold0003:30667976|30670645",2,"",0,"",0,"scaffold0002:79025343|79028173;scaffold0002:79041757|79044950",2,"NW_017739366.1:1647729|1649395",1
"CD80","",0,"scaffold0003:47755222|47775765;scaffold0003:47767501|47767819",2,"",0,"",0,"scaffold0002:60083040|60093894",1,"NW_017738984.1:8867462|8867780",1
"GSK3B","",0,"scaffold0003:48030879|48042334;scaffold0003:48141933|48142127",2,"",0,"",0,"scaffold0002:59766884|59777423",1,"NW_017738984.1:8607220|8629504",1
"OSBPL11","",0,"scaffold0003:52542760|52555913",1,"",0,"",0,"scaffold0002:54579348|54583626;scaffold0002:54579348|54603767",2,"NW_017738953.1:4742606|4747321;NW_017738953.1:4747175|4751480;NW_017738953.1:4758671|4775796",3
"LRCH3","",0,"scaffold0003:52745279|52746890;scaffold0003:52769893|52774090;scaffold0003:52771293|52774090;scaffold0003:52771293|52777055;scaffold0003:52771293|52787190",5,"2:297094|302580",1,"",0,"scaffold0002:54302362|54318118;scaffold0002:54344695|54349128;scaffold0002:54348169|54349128;scaffold0002:54368331|54369238",4,"",0
"SENP5","",0,"scaffold0003:53813648|53815180",1,"",0,"",0,"scaffold0002:53134198|53136851",1,"NW_017738953.1:3567994|3570654",1
"DLG1","",0,"scaffold0003:53973546|54008270;scaffold0003:53979488|54008270",2,"",0,"",0,"scaffold0002:52931019|52951416",1,"NW_017738953.1:3230166|3287234;NW_017738953.1:3377277|3383185",2
"ACAP2","",0,"scaffold0003:54801673|54802385",1,"",0,"",0,"scaffold0002:52208524|52214371;scaffold0002:52237521|52260969;scaffold0002:52258849|52260969;scaffold0002:52258849|52275656;scaffold0002:52274695|52275656",5,"NW_017738953.1:2808041|2820537;NW_017738953.1:2819572|2820537",2
"CCDC50","",0,"scaffold0003:57853501|57854295;scaffold0003:57866331|57878835;scaffold0003:57873856|57878835",3,"",0,"",0,"scaffold0002:48917917|48933209;scaffold0002:48945760|48946548;scaffold0002:48945760|48950233;scaffold0002:48945760|48954394",4,"NW_017739468.1:243196|249974",1
"YEATS2","",0,"scaffold0003:63804700|63807392;scaffold0003:63804700|63809282;scaffold0003:63807288|63811222;scaffold0003:63810982|63816909;scaffold0003:63814467|63816909;scaffold0003:63814467|63821146;scaffold0003:63816864|63822094;scaffold0003:63837338|63842145",8,"2:88934461|88942184;2:88941203|88942184;2:88941203|88965874",3,"",0,"scaffold0002:42062515|42071680;scaffold0002:42076855|42088704;scaffold0002:42087926|42088704;scaffold0002:42102187|42108146",4,"",0
"KLHL24","",0,"scaffold0003:63880412|63881859;scaffold0003:63885906|63886855",2,"",0,"",0,"scaffold0002:41997615|41998949;scaffold0002:42003375|42004824",2,"NW_017739033.1:2334458|2349137",1
"ATP11B","",0,"scaffold0003:64447106|64465839",1,"",0,"",0,"scaffold0002:41343404|41355332",1,"NW_017739033.1:2970404|2982596",1
"NCEH1","",0,"scaffold0003:72160347|72162476;scaffold0003:72160347|72171601",2,"",0,"",0,"scaffold0002:32909537|32911894",1,"NW_017738930.1:695114|697286",1
"PHC3","",0,"scaffold0003:73891072|73893353;scaffold0003:73891072|73900075;scaffold0003:73913944|73914195",3,"2:75075317|75088409;2:75084645|75088409;2:75109809|75117361",3,"",0,"scaffold0002:30936802|30941303;scaffold0002:30953862|30963511;scaffold0002:30953862|30966319;scaffold0002:30963412|30966319",4,"",0
"IFT80","",0,"scaffold0003:80128615|80131401;scaffold0003:80195165|80198454",2,"",0,"",0,"scaffold0002:24130751|24133229",1,"NW_017739004.1:797395|812305",1
"HLCS","",0,"scaffold0003:94887459|94887731",1,"",0,"",0,"scaffold0002:3803626|3803898",1,"NW_017738989.1:827276|827548",1
"TTC3","",0,"scaffold0003:95019876|95028086;scaffold0003:95070618|95077325",2,"",0,"",0,"scaffold0002:3902987|3907310",1,"NW_017738989.1:968267|987355",1
"DYRK1A","",0,"scaffold0003:95251744|95298724;scaffold0003:95298527|95307151;scaffold0003:95317710|95319968;scaffold0003:95325683|95326593",4,"",0,"",0,"scaffold0002:4141343|4180376;scaffold0002:4141343|4190473;scaffold0002:4141343|4195906",3,"NW_017738989.1:1225783|1271802",1
"BACE2","",0,"scaffold0003:97352286|97364701",1,"",0,"",0,"scaffold0002:6325317|6326898",1,"NW_017739146.1:1228406|1254304",1
"HDAC4","",0,"scaffold0004:1057510|1057702;scaffold0004:1057510|1123353;scaffold0004:1057510|1139579",3,"12:126751957|126752198",1,"",0,"scaffold0012:35400163|35400390",1,"",0
"THAP4","",0,"scaffold0004:171743|172879;scaffold0004:171743|191961;scaffold0004:189041|191961",3,"",0,"",0,"scaffold0012:36547311|36550335",1,"NW_017739446.1:1984387|1987609",1
"KANSL1L","",0,"scaffold0004:18662435|18689543;scaffold0004:18662435|18708867;scaffold0004:18708662|18730118",3,"12:97434039|97475083;12:97473966|97475083",2,"",0,"",0,"NW_017738968.1:6927394|6928511",1
"KLF7","",0,"scaffold0004:20369500|20370131",1,"",0,"",0,"scaffold0012:14073335|14073966",1,"NW_017738968.1:4977950|4978581",1
"BMPR2","",0,"scaffold0004:23822358|23826678;scaffold0004:23855456|23857107",2,"",0,"",0,"scaffold0012:10434988|10436513",1,"NW_017738968.1:1272800|1274257;NW_017738968.1:1304312|1317926",2
"HDLBP","",0,"scaffold0004:364645|366142;scaffold0004:367307|368187;scaffold0004:368047|371153;scaffold0004:375644|375863",4,"",0,"",0,"scaffold0012:36295572|36299767",1,"NW_017739446.1:1729295|1730723;NW_017739446.1:1750117|1754895",2
"GIGYF2","",0,"scaffold0004:3993177|4001482;scaffold0004:4011377|4011557",2,"",0,"",0,"scaffold0012:31660991|31662738;scaffold0012:31660991|31685589;scaffold0012:31677510|31685589;scaffold0012:31710107|31714626;scaffold0012:31710107|31722434",5,"NW_017739074.1:1721756|1736768;NW_017739074.1:1759813|1768757",2
"DIS3L2","",0,"scaffold0004:4265445|4289673;scaffold0004:4303607|4332929;scaffold0004:4356393|4421718;scaffold0004:4370427|4373096;scaffold0004:4394383|4413025;scaffold0004:4394383|4421718;scaffold0004:4407788|4421718;scaffold0004:4420907|4421718",8,"",0,"",0,"scaffold0012:31160888|31161955;scaffold0012:31228659|31231256;scaffold0012:31361704|31361938",3,"NW_017739074.1:1230105|1235938;NW_017739074.1:1302847|1319384",2
