"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"PSPC1","",0,"scaffold0001:103825074|103825376;scaffold0001:103825074|103841091;scaffold0001:103825074|103854606;scaffold0001:103825074|103868986;scaffold0001:103840995|103845464;scaffold0001:103840995|103854606;scaffold0001:103840995|103868986;scaffold0001:103845267|103854606;scaffold0001:103845267|103868986",9,"",0,"14:56986291|57009463",1,"scaffold0001:71530409|71549117;scaffold0001:71537237|71541501;scaffold0001:71537237|71549117;scaffold0001:71541405|71549117",4,"NW_017739212.1:1256340|1260327",1
"SUPT20H","",0,"scaffold0001:110147736|110148123",1,"17:15859268|15862264",1,"",0,"scaffold0001:62455875|62458675",1,"NW_017739040.1:1189405|1189811",1
"RIC8B","",0,"scaffold0001:12036668|12037747;scaffold0001:12063936|12064545;scaffold0001:12063936|12091450",3,"",0,"10:84783275|84783884",1,"scaffold0001:162978690|162979774",1,"NW_017738978.1:3085351|3147739;NW_017738978.1:3095165|3101233",2
"ATXN10","",0,"scaffold0001:2695980|2706533;scaffold0001:2695980|2745133;scaffold0001:2698075|2706533;scaffold0001:2706367|2726468;scaffold0001:2706367|2729068;scaffold0001:2706367|2745133;scaffold0001:2714078|2745133;scaffold0001:2726309|2729068;scaffold0001:2726309|2745133;scaffold0001:2743396|2745133",10,"",0,"15:85275838|85277707",1,"scaffold0032:6664857|6682260;scaffold0032:6680524|6703237;scaffold0032:6693926|6703237;scaffold0032:6700212|6703237",4,"NW_017739067.1:1020554|1022306;NW_017739067.1:1020554|1033429;NW_017739067.1:1045531|1062700;NW_017739067.1:1053142|1062700",4
"AEBP2","",0,"scaffold0001:30647175|30656800;scaffold0001:30656692|30675561",2,"",0,"6:140579414|140593811",1,"scaffold0001:144239970|144271731;scaffold0001:144261396|144271731",2,"NW_017739541.1:602631|610480",1
"PPHLN1","",0,"scaffold0001:44152978|44165158",1,"",0,"15:93349997|93363126;15:93353331|93363126",2,"scaffold0001:130894761|130901439;scaffold0001:130894761|130907439;scaffold0001:130894761|130909947;scaffold0001:130894761|130936361",4,"NW_017739185.1:4343791|4351241;NW_017739185.1:4343791|4353718",2
"LARP4","",0,"scaffold0001:50685231|50686160;scaffold0001:50685231|50700004;scaffold0001:50692395|50694149;scaffold0001:50710697|50718335;scaffold0001:50714834|50718335",5,"11:50045461|50048664",1,"",0,"scaffold0001:124335401|124340252;scaffold0001:124356261|124359698",2,"NW_017738956.1:3517875|3521903;NW_017738956.1:3517875|3523645;NW_017738956.1:3517875|3530186;NW_017738956.1:3518852|3523645",4
"DIP2B","",0,"scaffold0001:50926150|50937789;scaffold0001:50955334|50957849;scaffold0001:50960020|50962264",3,"",0,"15:100029782|100040028",1,"scaffold0001:124169788|124180275",1,"NW_017738956.1:3353989|3376829",1
"EP300","",0,"scaffold0001:5525738|5527722;scaffold0001:5541664|5549215;scaffold0001:5546749|5549215;scaffold0001:5560043|5561596",4,"10:10342716|10344277",1,"15:81515814|81516713;15:81523941|81525626",2,"scaffold0032:3922858|3923665;scaffold0032:3922858|3926264;scaffold0032:3925314|3926264;scaffold0032:3925314|3931245",4,"",0
"POC1B","",0,"scaffold0001:85159109|85163339",1,"",0,"10:98960692|98965524",1,"scaffold0001:90034344|90038727",1,"NW_017739100.1:1075404|1080110",1
"KDM5A","",0,"scaffold0001:93466643|93471822;scaffold0001:93469369|93471822;scaffold0001:93471627|93475263;scaffold0001:93471627|93477289;scaffold0001:93492828|93498329;scaffold0001:93503077|93505395",6,"",0,"6:120358495|120362674;6:120367614|120376018",2,"scaffold0001:81588335|81589629;scaffold0001:81611715|81617000;scaffold0001:81633624|81651337",3,"NW_017739440.1:469920|472170",1
"SPATA13","",0,"scaffold0001:95960829|95963076",1,"",0,"14:60944162|60947018;14:60987411|60989316",2,"scaffold0001:79236537|79238450",1,"NW_017739040.1:5799725|5808340;NW_017739040.1:5842194|5844474;NW_017739040.1:5867522|5869211",3
"CLEC16A","",0,"scaffold0002:10849427|10861816;scaffold0002:10893212|10897221;scaffold0002:10893212|10917732;scaffold0002:10893212|10925927;scaffold0002:10973249|10977688",5,"",0,"16:10428866|10445365",1,"scaffold0003:93357688|93393321;scaffold0003:93389287|93393321",2,"NW_017739521.1:265639|270364",1
"TXNDC11","",0,"scaffold0002:11408485|11409066;scaffold0002:11434730|11451941;scaffold0002:11444570|11451941;scaffold0002:11448229|11451941",4,"",0,"16:10897567|10902757;16:10934658|10946567;16:10940533|10946567",3,"scaffold0003:92820923|92824964;scaffold0003:92820923|92831109;scaffold0003:92820923|92839951;scaffold0003:92830979|92839951;scaffold0003:92839857|92860163;scaffold0003:92857732|92860163",6,"NW_017739562.1:536315|539730;NW_017739562.1:536315|543989;NW_017739562.1:536315|552134;NW_017739562.1:539632|552134;NW_017739562.1:543859|552134",5
"RABGEF1","",0,"scaffold0002:17162199|17165840;scaffold0002:17185151|17187265",2,"",0,"5:130216241|130219884;5:130216241|130226957;5:130226787|130237659",3,"scaffold0003:86980408|86988143;scaffold0003:86980408|86990656;scaffold0003:86987976|86990656",3,"NW_017739681.1:118278|136125;NW_017739681.1:118278|136128;NW_017739681.1:135958|151327;NW_017739681.1:147425|151327",4
"PDPK1","",0,"scaffold0002:3619932|3624658;scaffold0002:3635176|3644837;scaffold0002:3636100|3641518",3,"",0,"17:24306977|24319882",1,"scaffold0003:100636472|100636739;scaffold0003:100636472|100641072;scaffold0003:100636472|100647439;scaffold0003:100636472|100657191;scaffold0003:100636472|100662389;scaffold0003:100636472|100678732;scaffold0003:100641341|100646472;scaffold0003:100647341|100657191;scaffold0003:100657115|100662389;scaffold0003:100674780|100678732",10,"NW_017739979.1:121716|131399;NW_017739979.1:121716|150710",2
"MCC","",0,"scaffold0002:38374770|38387564;scaffold0002:38411354|38413657",2,"",0,"18:44624190|44626612;18:44643163|44652726;18:44643163|44667367;18:44892242|44892487",4,"scaffold0003:66143096|66149021;scaffold0003:66172070|66174414",2,"NW_017738972.1:2816896|2844251;NW_017738972.1:2844003|2844251",2
"FBXL17","",0,"scaffold0002:41915919|41940692",1,"",0,"17:63778402|63797882",1,"scaffold0003:62864616|62878206",1,"NW_017738973.1:9846854|9867895",1
"CHD1","",0,"scaffold0002:48606329|48607589",1,"6:96238501|96242533",1,"17:15962418|15963492",1,"",0,"NW_017738973.1:2804080|2810538",1
"TNPO1","",0,"scaffold0002:67645306|67645870;scaffold0002:67645306|67652064;scaffold0002:67657812|67672496;scaffold0002:67676533|67680240",4,"6:69690381|69695488",1,"",0,"scaffold0003:38044973|38047810;scaffold0003:38060021|38060591",2,"NW_017738975.1:1655098|1675640",1
"MAST4","",0,"scaffold0002:70557693|70560299;scaffold0002:70841991|70865506;scaffold0002:70865352|70865506",3,"",0,"13:103276670|103308064",1,"scaffold0003:34918482|34944456",1,"NW_017739150.1:318018|322697",1
"ERBIN","",0,"scaffold0002:71365534|71380622;scaffold0002:71368722|71380622;scaffold0002:71370451|71380622;scaffold0002:71379616|71380622;scaffold0002:71379616|71383272",5,"",0,"13:104020650|104025793",1,"scaffold0003:34378760|34382243;scaffold0003:34378760|34391385;scaffold0003:34382125|34391385;scaffold0003:34382125|34395266;scaffold0003:34427981|34430050",5,"NW_017738935.1:8140652|8143515",1
"IPO11","",0,"scaffold0002:73223788|73229499",1,"",0,"13:107046707|107047324",1,"scaffold0003:32485162|32501134",1,"NW_017738935.1:5794504|5797750",1
"TRIO","",0,"scaffold0002:85043382|85069491;scaffold0002:85201848|85202400",2,"",0,"15:27897919|27905417",1,"scaffold0003:15262977|15276681;scaffold0003:15310653|15311874",2,"NW_017739295.1:1993105|2005863;NW_017739295.1:2066812|2077250;NW_017739295.1:2066812|2097579;NW_017739295.1:2066812|2110737;NW_017739295.1:2077127|2114255",5
"USP25","",0,"scaffold0003:11422145|11427658;scaffold0003:11448874|11458138;scaffold0003:11448874|11475177;scaffold0003:11458014|11475177;scaffold0003:11470978|11475177",5,"3:31077542|31081045",1,"",0,"scaffold0002:101077771|101081547;scaffold0002:101077771|101107423;scaffold0002:101107299|101120534;scaffold0002:101129972|101138973;scaffold0002:101163918|101167284",5,"NW_017739193.1:1018322|1022141",1
"XRN1","",0,"scaffold0003:1378819|1385269;scaffold0003:1389546|1396740;scaffold0003:1392379|1396740;scaffold0003:1396155|1409947;scaffold0003:1406476|1409947",5,"",0,"9:95863827|95871059",1,"scaffold0002:113175200|113178048;scaffold0002:113191074|113195250;scaffold0002:113214717|113219610;scaffold0002:113316248|113316558",4,"NW_017739298.1:1210732|1225025;NW_017739298.1:1231355|1234963;NW_017739298.1:1305911|1312799",3
"ZBTB11","",0,"scaffold0003:29592680|29593789",1,"",0,"16:55800957|55802769",1,"scaffold0002:80290520|80292302;scaffold0002:80301230|80302485;scaffold0002:80301230|80314435;scaffold0002:80313128|80314435",4,"NW_017739438.1:430033|431211",1
"GSK3B","",0,"scaffold0003:48030879|48042334;scaffold0003:48141933|48142127",2,"",0,"16:38040333|38049138",1,"scaffold0002:59766884|59777423",1,"NW_017738984.1:8607220|8629504",1
"LRCH3","",0,"scaffold0003:52745279|52746890;scaffold0003:52769893|52774090;scaffold0003:52771293|52774090;scaffold0003:52771293|52777055;scaffold0003:52771293|52787190",5,"2:297094|302580",1,"16:32770661|32782114;16:32772426|32782114",2,"scaffold0002:54302362|54318118;scaffold0002:54344695|54349128;scaffold0002:54348169|54349128;scaffold0002:54368331|54369238",4,"",0
"DLG1","",0,"scaffold0003:53973546|54008270;scaffold0003:53979488|54008270",2,"",0,"16:31624431|31631642;16:31624431|31648386",2,"scaffold0002:52931019|52951416",1,"NW_017738953.1:3230166|3287234;NW_017738953.1:3377277|3383185",2
"ACAP2","",0,"scaffold0003:54801673|54802385",1,"",0,"16:30946138|30960615",1,"scaffold0002:52208524|52214371;scaffold0002:52237521|52260969;scaffold0002:52258849|52260969;scaffold0002:52258849|52275656;scaffold0002:52274695|52275656",5,"NW_017738953.1:2808041|2820537;NW_017738953.1:2819572|2820537",2
"YEATS2","",0,"scaffold0003:63804700|63807392;scaffold0003:63804700|63809282;scaffold0003:63807288|63811222;scaffold0003:63810982|63816909;scaffold0003:63814467|63816909;scaffold0003:63814467|63821146;scaffold0003:63816864|63822094;scaffold0003:63837338|63842145",8,"2:88934461|88942184;2:88941203|88942184;2:88941203|88965874",3,"16:20005000|20009239",1,"scaffold0002:42062515|42071680;scaffold0002:42076855|42088704;scaffold0002:42087926|42088704;scaffold0002:42102187|42108146",4,"",0
"HLCS","",0,"scaffold0003:94887459|94887731",1,"",0,"16:94063450|94069557",1,"scaffold0002:3803626|3803898",1,"NW_017738989.1:827276|827548",1
"TTC3","",0,"scaffold0003:95019876|95028086;scaffold0003:95070618|95077325",2,"",0,"16:94184770|94204227",1,"scaffold0002:3902987|3907310",1,"NW_017738989.1:968267|987355",1
"HDAC4","",0,"scaffold0004:1057510|1057702;scaffold0004:1057510|1123353;scaffold0004:1057510|1139579",3,"12:126751957|126752198",1,"1:92075977|92076216",1,"scaffold0012:35400163|35400390",1,"",0
"THAP4","",0,"scaffold0004:171743|172879;scaffold0004:171743|191961;scaffold0004:189041|191961",3,"",0,"1:93642619|93653038",1,"scaffold0012:36547311|36550335",1,"NW_017739446.1:1984387|1987609",1
"PIKFYVE","",0,"scaffold0004:19511155|19516959;scaffold0004:19518784|19520386;scaffold0004:19550328|19552252;scaffold0004:19550328|19561731;scaffold0004:19565127|19566812",5,"12:95684863|95691370",1,"",0,"scaffold0012:14906925|14909379",1,"NW_017738968.1:5880468|5887251",1
"KLF7","",0,"scaffold0004:20369500|20370131",1,"",0,"1:64117865|64118493",1,"scaffold0012:14073335|14073966",1,"NW_017738968.1:4977950|4978581",1
"HDLBP","",0,"scaffold0004:364645|366142;scaffold0004:367307|368187;scaffold0004:368047|371153;scaffold0004:375644|375863",4,"",0,"1:93348805|93351596",1,"scaffold0012:36295572|36299767",1,"NW_017739446.1:1729295|1730723;NW_017739446.1:1750117|1754895",2
"GIGYF2","",0,"scaffold0004:3993177|4001482;scaffold0004:4011377|4011557",2,"",0,"1:87291825|87293001;1:87291825|87301833;1:87291825|87307730;1:87291825|87331568;1:87350902|87352948",5,"scaffold0012:31660991|31662738;scaffold0012:31660991|31685589;scaffold0012:31677510|31685589;scaffold0012:31710107|31714626;scaffold0012:31710107|31722434",5,"NW_017739074.1:1721756|1736768;NW_017739074.1:1759813|1768757",2
"SP3","",0,"scaffold0004:44064958|44066318;scaffold0004:44098490|44104663",2,"12:61044332|61045692",1,"",0,"scaffold0012:44002640|44004000",1,"NW_017738970.1:14880934|14882297",1
"TLK1","",0,"scaffold0004:46078703|46079757",1,"",0,"2:70580778|70617339;2:70599205|70617339;2:70600347|70617339",3,"scaffold0012:46018514|46038840;scaffold0012:46018514|46057012;scaffold0012:46064764|46071609;scaffold0012:46104405|46108884",4,"NW_017738970.1:12757260|12769864",1
"TANC1","",0,"scaffold0004:55597087|55599403",1,"",0,"2:59477112|59555193;2:59588808|59602883;2:59601475|59602883",3,"scaffold0012:55584931|55586282",1,"NW_017738970.1:3051352|3063634",1
"R3HDM1","",0,"scaffold0004:76201516|76217053;scaffold0004:76216908|76227223;scaffold0004:76249306|76289222;scaffold0004:76280964|76289222;scaffold0004:76280964|76297001;scaffold0004:76302461|76305201;scaffold0004:76309475|76314080",7,"12:20752006|20755152",1,"",0,"scaffold0054:138344|140857;scaffold0054:99249|118711",2,"NW_017738997.1:3323700|3325595;NW_017738997.1:3392806|3395550;NW_017738997.1:3418119|3420447",3
"EPB41L5","",0,"scaffold0004:85416705|85431004;scaffold0004:85416705|85436728",2,"",0,"1:119526734|119537016",1,"scaffold0026:8435298|8448596",1,"NW_017739576.1:501814|511858;NW_017739576.1:545186|548160;NW_017739576.1:545186|555748;NW_017739576.1:593902|597443;NW_017739576.1:593902|603601;NW_017739576.1:593902|607037;NW_017739576.1:593902|613160",7
"SAP130","",0,"scaffold0004:93347317|93348794;scaffold0004:93353952|93356955;scaffold0004:93374887|93376954",3,"",0,"18:31799393|31800062",1,"scaffold0026:751953|757457;scaffold0026:757315|765130",2,"NW_017739710.1:495775|522900",1
"UGGT1","",0,"scaffold0004:93466231|93474655;scaffold0004:93472016|93474655;scaffold0004:93474524|93493005;scaffold0004:93549486|93554633;scaffold0004:93573474|93578906;scaffold0004:93573474|93581098;scaffold0004:93599372|93604592",7,"",0,"1:36221550|36225049",1,"scaffold0026:478178|484593;scaffold0026:479864|484593;scaffold0026:483882|484593;scaffold0026:497759|505873;scaffold0026:528278|567173;scaffold0026:567041|571646;scaffold0026:567041|581010;scaffold0026:643311|645219",8,"NW_017739710.1:279670|286724",1
"JADE1","",0,"scaffold0005:13034755|13049345;scaffold0005:13034755|13051719",2,"",0,"3:41535629|41551261",1,"scaffold0005:42956443|42958615",1,"NW_017739195.1:2286167|2317298;NW_017739195.1:2299553|2304541",2
"SLC10A7","",0,"scaffold0005:23732386|23742185",1,"",0,"8:79251790|79257787;8:79423794|79433577",2,"scaffold0005:52771813|52775957;scaffold0005:52771813|52781561",2,"NW_017738992.1:1502996|1508058",1
"NR3C2","",0,"scaffold0005:24860472|24866670;scaffold0005:25121707|25123463",2,"5:145762181|145803917;5:146041631|146043390",2,"",0,"scaffold0005:54119389|54121142",1,"NW_017738992.1:130531|132281;NW_017738992.1:395809|401692",2
"KLHL2","",0,"scaffold0005:30863040|30865179",1,"",0,"8:65264331|65287220",1,"scaffold0005:59649084|59697626;scaffold0005:59679880|59697626;scaffold0005:59689317|59697626",3,"NW_017739136.1:172817|206706;NW_017739136.1:221644|232682",2
"SH3RF1","",0,"scaffold0005:39301743|39302102",1,"",0,"8:61782252|61783052",1,"scaffold0005:68120733|68121937",1,"NW_017739000.1:2544560|2545754",1
"NEK1","",0,"scaffold0005:39576569|39583189",1,"",0,"8:61502817|61507656",1,"scaffold0005:68344497|68345739;scaffold0005:68360044|68374057;scaffold0005:68411594|68422335",3,"NW_017739000.1:2735054|2742864;NW_017739000.1:2776687|2782785",2
"HMBOX1","",0,"scaffold0005:45554372|45554526;scaffold0005:45554372|45565245",2,"",0,"14:65063049|65066117",1,"scaffold0005:74765126|74782685",1,"NW_017739015.1:5453409|5463788;NW_017739015.1:5493505|5502656",2
"DNMT1","",0,"scaffold0005:53136083|53136276;scaffold0005:53166308|53167571",2,"19:9890719|9893473;19:9896058|9903745",2,"9:20837740|20838467",1,"scaffold0005:83216136|83220145",1,"",0
"NFIX","",0,"scaffold0005:56016280|56023315;scaffold0005:56016280|56025494;scaffold0005:56023139|56025494;scaffold0005:56028048|56030250;scaffold0005:56081315|56081847",5,"",0,"8:85448271|85498944;8:85498412|85498944",2,"scaffold0005:87478960|87483942",1,"NW_017739152.1:1050164|1052411;NW_017739152.1:1054946|1057161;NW_017739152.1:1100533|1101065",3
"EPS15L1","",0,"scaffold0005:57344389|57347142;scaffold0005:57351872|57354466;scaffold0005:57360931|57367114;scaffold0005:57366956|57372204;scaffold0005:57371970|57372204;scaffold0005:57371970|57379246",6,"",0,"8:73121747|73134150",1,"scaffold0005:89565213|89574626;scaffold0005:89588527|89588761",2,"NW_017739043.1:682934|685521",1
"GATAD2A","",0,"scaffold0005:59515861|59538352;scaffold0005:59538084|59538352;scaffold0005:59565059|59565451",3,"",0,"8:70388428|70388686;8:70388428|70403404",2,"scaffold0005:91880624|91904895;scaffold0005:91904629|91904895;scaffold0005:91904634|91904895",3,"NW_017739043.1:2580600|2604982",1
"NDST1","",0,"scaffold0005:67973265|67973760",1,"6:148049372|148050777",1,"",0,"scaffold0005:20679338|20684439",1,"NW_017739023.1:1713385|1714285;NW_017739023.1:1735611|1736557",2
"RNF145","",0,"scaffold0005:74558078|74561032;scaffold0005:74558078|74578465;scaffold0005:74578356|74584497;scaffold0005:74584294|74584497",4,"",0,"11:44415754|44433547",1,"scaffold0005:14559619|14573606",1,"NW_017738933.1:1697420|1714213;NW_017738933.1:1697420|1714957;NW_017738933.1:1708207|1714213",3
"NSD1","",0,"scaffold0005:7668356|7676659;scaffold0005:7695831|7700646;scaffold0005:7700440|7712063",3,"6:174675016|174697253",1,"",0,"scaffold0005:38173752|38182777",1,"NW_017739435.1:747823|761657;NW_017739435.1:755208|761657;NW_017739435.1:771823|807229;NW_017739435.1:792627|797265",4
"LMTK2","",0,"scaffold0005:85942590|85943200;scaffold0005:85960666|85977795;scaffold0005:85960666|85980912;scaffold0005:85972041|85977795;scaffold0005:85972041|85980912;scaffold0005:85972041|85986635",6,"",0,"5:144119554|144120239",1,"scaffold0005:3184614|3189288;scaffold0005:3184614|3194286",2,"NW_017739608.1:453476|471533",1
"RNF216","",0,"scaffold0005:86774509|86782956",1,"",0,"5:143065978|143066832;5:143075874|143076684",2,"scaffold0005:2469476|2479810;scaffold0005:2538524|2541236;scaffold0005:2548443|2549295",3,"NW_017739300.1:407246|416347",1
"TNRC18","",0,"scaffold0005:86990267|86996306;scaffold0005:86990267|87001171;scaffold0005:87000734|87007921",3,"",0,"5:142719304|142726019;5:142725167|142726019;5:142736134|142741414",3,"scaffold0005:2280076|2283010;scaffold0005:2286917|2296060",2,"NW_017739300.1:583559|585833",1
"MYCBP2","",0,"scaffold0006:34159570|34168832;scaffold0006:34169927|34174158;scaffold0006:34169927|34179058;scaffold0006:34181541|34182145;scaffold0006:34191775|34202606;scaffold0006:34191775|34210951;scaffold0006:34201470|34210951;scaffold0006:34210833|34219711;scaffold0006:34214573|34219711;scaffold0006:34218131|34219711;scaffold0006:34242644|34245391;scaffold0006:34259611|34261630;scaffold0006:34301331|34304470",13,"17:59020620|59037443",1,"",0,"scaffold0001:18267806|18274130;scaffold0001:18287215|18295139;scaffold0001:18287215|18302982;scaffold0001:18307507|18314052;scaffold0001:18349451|18359604;scaffold0001:18349451|18366856",6,"NW_017739055.1:4875154|4887303;NW_017739055.1:4894294|4906943;NW_017739055.1:4899026|4906943",3
"PSD3","",0,"scaffold0006:3507736|3511857",1,"8:18946944|18952495",1,"8:68194412|68210917;8:68335632|68361541;8:68356768|68361541",3,"",0,"NW_017739099.1:1047837|1066589;NW_017739099.1:1061406|1066589;NW_017739099.1:1112656|1113052;NW_017739099.1:1112656|1116886;NW_017739099.1:1112656|1161323;NW_017739099.1:886807|889690;NW_017739099.1:886807|931726",7
"TDRD3","",0,"scaffold0006:49515686|49565783;scaffold0006:49521843|49530104;scaffold0006:49534871|49565783",3,"",0,"14:87709511|87712276",1,"scaffold0001:33564409|33567314",1,"NW_017739243.1:1727781|1746209",1
"VWA8","",0,"scaffold0006:57590882|57593172;scaffold0006:57617031|57620674;scaffold0006:57821940|57904514;scaffold0006:57888221|57891013;scaffold0006:57888221|57923644;scaffold0006:57907923|57909333",6,"",0,"14:79219675|79221742;14:79294086|79302445",2,"scaffold0001:42124302|42130785;scaffold0001:42203863|42219201;scaffold0001:42296697|42314870;scaffold0001:42296697|42328921;scaffold0001:42303657|42310430;scaffold0001:42303657|42328921",6,"NW_017739575.1:366285|385661;NW_017739575.1:366285|399213",2
"FNDC3A","",0,"scaffold0006:63301118|63301854;scaffold0006:63308116|63311644",2,"",0,"14:72827193|72921211;14:72836505|72921211;14:72889455|72921211",3,"scaffold0001:47615168|47615902;scaffold0001:47623755|47627295",2,"NW_017739179.1:2123115|2126466;NW_017739179.1:2182548|2219604",2
"NBEA","",0,"scaffold0006:75919369|75968190;scaffold0006:76081660|76099075;scaffold0006:76091962|76094946",3,"",0,"3:55761191|55764489;3:55841933|55862914;3:55987279|55998541",3,"scaffold0001:59465041|59469120;scaffold0001:59465041|59476372;scaffold0001:59577124|59578052;scaffold0001:59708400|59716191;scaffold0001:59708400|59732866",5,"NW_017739040.1:2736767|2739327;NW_017739040.1:2890521|2916672;NW_017739040.1:2912491|2916672",3
"FOCAD","",0,"scaffold0007:10036882|10040332;scaffold0007:9988040|10010250",2,"",0,"4:88039506|88047289",1,"scaffold0013:13407771|13413434",1,"NW_017739229.1:332524|335862;NW_017739229.1:410224|437563",2
"KDM4C","",0,"scaffold0007:21570647|21573226;scaffold0007:21570647|21599565;scaffold0007:21596075|21599565;scaffold0007:21627445|21630800;scaffold0007:21713306|21750397;scaffold0007:21782734|21790061;scaffold0007:21789885|21799543",7,"",0,"4:74199133|74233886;4:74266636|74277765",2,"scaffold0013:24547824|24566813;scaffold0013:24754433|24771953;scaffold0013:24754433|24797549",3,"NW_017738969.1:2665236|2669681;NW_017738969.1:2665236|2681908;NW_017738969.1:2665236|2701352;NW_017738969.1:2665236|2733188;NW_017738969.1:2681858|2733188;NW_017738969.1:2728686|2733188",6
"CLTA","",0,"scaffold0007:43158779|43163591",1,"",0,"4:44018812|44025560",1,"scaffold0013:45793115|45800920",1,"NW_017738980.1:979879|984092",1
"PTBP3","",0,"scaffold0007:54432710|54436279;scaffold0007:54446383|54448120;scaffold0007:54453634|54476364",3,"",0,"4:59514273|59524476",1,"scaffold0013:56871061|56872136;scaffold0013:56871061|56875761",2,"NW_017739211.1:3631727|3633469;NW_017739211.1:3641643|3652624;NW_017739211.1:3641643|3666898",3
