"gene_name","hsa","hsa_n_circs","mfu","mfu_n_circs","mma","mma_n_circs","mmu","mmu_n_circs","mpi","mpi_n_circs","rsi","rsi_n_circs"
"AGAP1","2:235883344|235908906",1,"scaffold0004:2595130|2598603;scaffold0004:2595130|2634144;scaffold0004:2633982|2657265;scaffold0004:2633982|2671601;scaffold0004:2633982|2683518;scaffold0004:2633982|2733701;scaffold0004:2657109|2671601;scaffold0004:2657109|2725005;scaffold0004:2671432|2683518;scaffold0004:2671432|2725005;scaffold0004:2683413|2733701;scaffold0004:2724912|2733701;scaffold0004:2730190|2733701;scaffold0004:2759656|2765223;scaffold0004:2759656|2781165;scaffold0004:2775482|2781165;scaffold0061:3084886|3085301;scaffold0061:3085624|3086187",18,"12:123349786|123386675",1,"1:89532319|89562016;1:89555482|89562016;1:89591382|89598993;1:89653682|89671618;1:89694027|89717046;1:89762155|89770965",6,"scaffold0011:76461570|76463231;scaffold0012:33321061|33324797;scaffold0012:33362062|33370207",3,"",0
"CHD6","20:41512845|41514952",1,"scaffold0012:49273878|49274408;scaffold0012:49289474|49291550",2,"",0,"2:160881113|160884052",1,"scaffold0008:69674049|69679042;scaffold0008:69692822|69694915;scaffold0008:69723839|69725100",3,"NW_017738938.1:2500419|2540772",1
"RSRC1","3:158122102|158123991",1,"scaffold0003:81649455|81649629;scaffold0003:81649455|81728191",2,"2:60404133|60475283",1,"3:66901849|66903923",1,"scaffold0002:22440422|22441237",1,"",0
"SCAP","3:47425484|47428670",1,"scaffold0024:4953717|4956295;scaffold0024:4962262|4962464",2,"2:103436406|103439564",1,"9:110182013|110191591",1,"",0,"NW_017738954.1:3014249|3025940",1
"MTHFD2L","4:74174505|74201370",1,"scaffold0016:42707167|42767458;scaffold0016:42743119|42767458",2,"",0,"5:91094648|91109256;5:91094648|91122274",2,"scaffold0006:47337676|47372055",1,"NW_017738950.1:5780276|5846461;NW_017738950.1:5807051|5846461;NW_017738950.1:5822625|5824047;NW_017738950.1:5822625|5846461;NW_017738950.1:5845550|5846461",5
"RREB1","6:7176654|7189322",1,"scaffold0010:51306603|51307435;scaffold0010:51306603|51327498;scaffold0010:51326873|51327498",3,"",0,"13:38072846|38083763;13:38099997|38100571",2,"scaffold0002:126316143|126338769;scaffold0002:126337958|126338769",2,"NW_017739143.1:1619005|1651900;NW_017739143.1:1641028|1642263;NW_017739143.1:1641028|1648401;NW_017739143.1:1641028|1651900",4
"SND1","7:127704838|127721400",1,"scaffold0032:2321434|2339461;scaffold0032:2321434|2350266;scaffold0032:2321434|2359559;scaffold0032:2333989|2337074",4,"",0,"6:28520143|28531498;6:28526051|28531498;6:28526051|28545597;6:28707032|28745325",4,"scaffold0011:62775062|62786978;scaffold0011:62775062|62798734",2,"NW_017739386.1:311266|348049;NW_017739386.1:509147|524629;NW_017739386.1:509147|526216;NW_017739386.1:509147|528667;NW_017739386.1:509147|532589;NW_017739386.1:520279|526216;NW_017739386.1:520279|532589",7
"EEA1","",0,"scaffold0001:88453963|88454681",1,"11:92606734|92637874",1,"10:95825423|95831552",1,"scaffold0001:86890012|86895971",1,"NW_017739410.1:680731|696596",1
"PAN3","",0,"scaffold0001:99135985|99136950;scaffold0001:99135985|99139336;scaffold0001:99135985|99153555",3,"17:7462422|7468431;17:7462422|7488370",2,"5:147387462|147391998;5:147387462|147403907;5:147387462|147425068",3,"scaffold0001:75899723|75914544;scaffold0001:75909892|75914544;scaffold0001:75956312|76019887;scaffold0001:76016262|76019887",4,"NW_017739040.1:8485676|8488599;NW_017739040.1:8485676|8502803;NW_017739040.1:8485676|8524876;NW_017739040.1:8502641|8524876",4
"MAN2A1","",0,"scaffold0002:40738012|40743946;scaffold0002:40755900|40761130;scaffold0002:40792891|40796013;scaffold0002:40815500|40842718;scaffold0002:40826027|40842718;scaffold0002:40840132|40842718",6,"6:107176611|107179399",1,"17:64931522|64932446;17:64931522|64943650",2,"scaffold0003:63796655|63799580;scaffold0003:63796655|63817773;scaffold0003:63796655|63829483;scaffold0003:63882552|63887993;scaffold0003:63904908|63912102",5,"NW_017738972.1:126800|129877;NW_017738972.1:126800|143355;NW_017738972.1:126800|160213;NW_017738972.1:219426|225160",4
"FNDC3B","",0,"scaffold0003:72367190|72370596;scaffold0003:72367190|72400750;scaffold0003:72382607|72400750;scaffold0003:72452638|72454847;scaffold0003:72452638|72468090",5,"2:77157291|77161335;2:77161053|77209312;2:77161053|77221138",3,"3:27674753|27697238",1,"scaffold0002:32585451|32589393",1,"NW_017738930.1:1075270|1098672;NW_017738930.1:976287|979874;NW_017738930.1:976287|996204",3
"APP","",0,"scaffold0003:91472916|91499200;scaffold0003:91492860|91493820;scaffold0003:91492860|91499200;scaffold0003:91492860|91518267;scaffold0003:91541022|91578099",5,"3:20681806|20689323;3:20681806|20711355",2,"16:84810514|84827253;16:84876727|84879776",2,"scaffold0002:11836933|11839311;scaffold0002:11866985|11887623;scaffold0002:11881738|11887623",3,"NW_017738986.1:1674172|1675254;NW_017738986.1:1674172|1696382;NW_017738986.1:1689701|1710729;NW_017738986.1:1758620|1760947",4
"ACVR2A","",0,"scaffold0004:64540769|64549137",1,"12:35062119|35065715",1,"2:48760300|48763485",1,"scaffold0012:64515187|64536422;scaffold0012:64531052|64536422",2,"NW_017739049.1:781353|786393;NW_017739049.1:785942|786393",2
"ARHGAP10","",0,"scaffold0005:24732518|24755781;scaffold0005:24808182|24808330",2,"5:145557356|145576959",1,"8:78037359|78091789;8:78071268|78078301;8:78071268|78085263;8:78071268|78091789;8:78071268|78111425;8:78109353|78137757;8:78136176|78140256",7,"scaffold0005:53649461|53649692;scaffold0005:53704253|53707956;scaffold0005:53704253|53733374",3,"NW_017738992.1:457951|478444;NW_017738992.1:457951|529469;NW_017738992.1:478293|529469;NW_017738992.1:506945|515480;NW_017738992.1:506945|523216;NW_017738992.1:506945|529469",6
"NFIB","",0,"scaffold0007:15382899|15383431;scaffold0007:15499474|15529869;scaffold0007:15526749|15529869;scaffold0007:15558146|15561512",4,"15:69474977|69482545",1,"4:82268625|82278037;4:82268625|82301898;4:82416474|82417006",3,"scaffold0013:18567853|18576642",1,"NW_017739066.1:3813327|3813859;NW_017739066.1:3932994|3964369;NW_017739066.1:3932994|3986620;NW_017739066.1:3955758|3964369;NW_017739066.1:3990934|4004195",5
"UHRF2","",0,"scaffold0007:22015026|22018256;scaffold0007:22023406|22025754;scaffold0007:22076521|22076755",3,"15:77335841|77348558",1,"19:30016463|30016697",1,"scaffold0013:24995456|24999366;scaffold0013:24999261|25002560;scaffold0013:24999261|25004427;scaffold0013:25002452|25017695;scaffold0013:25038260|25038494",5,"NW_017738969.1:2926493|2934721",1
"RNF38","",0,"scaffold0007:43246642|43252212;scaffold0007:43246642|43252685;scaffold0007:43256430|43261638;scaffold0007:43268520|43276728",4,"15:47774124|47778826",1,"4:44133639|44137661;4:44149024|44152553",2,"scaffold0013:45910538|45916342;scaffold0013:45927317|45933783;scaffold0013:45933589|45947665;scaffold0013:45947515|45970194",4,"NW_017738980.1:1073369|1078729;NW_017738980.1:1089982|1096371",2
"AMBRA1","",0,"scaffold0008:63482208|63495744;scaffold0008:63494319|63495744;scaffold0008:63506917|63550945;scaffold0008:63539317|63539936;scaffold0008:63539317|63550945;scaffold0008:63539317|63555101;scaffold0008:63550765|63555101",7,"14:19334196|19335774",1,"2:91635368|91640554;2:91640374|91655697",2,"scaffold0017:40298162|40302776",1,"NW_017739122.1:254223|313233;NW_017739122.1:296962|297583;NW_017739122.1:296962|309070;NW_017739122.1:296962|313233;NW_017739122.1:308890|313233",5
"REPS1","",0,"scaffold0009:17756456|17758607;scaffold0009:17756456|17764070",2,"4:42573641|42574751",1,"10:17965195|17972084",1,"scaffold0007:71123832|71131674",1,"NW_017739013.1:687825|692977",1
"JMJD1C","",0,"scaffold0011:24776432|24776597;scaffold0011:24890197|24895834;scaffold0011:24893632|24895834",3,"9:74768472|74771109",1,"10:66993685|67025628",1,"scaffold0014:36701667|36702278;scaffold0014:36710571|36714326",2,"NW_017739003.1:4665248|4666437",1
"EEFSEC","",0,"scaffold0012:43500049|43502763",1,"2:148247823|148250474",1,"6:88332464|88335624",1,"scaffold0008:63932947|63935576",1,"NW_017739650.1:68766|91765",1
"PTK2","",0,"scaffold0014:47389675|47396003;scaffold0014:47389675|47410351;scaffold0014:47410184|47417967",3,"8:141036797|141055563;8:141099408|141126887",2,"15:73197597|73215208;15:73236889|73266593;15:73263607|73266593",3,"scaffold0018:51545769|51549049;scaffold0018:51545769|51552310",2,"NW_017738923.1:15035507|15048180;NW_017738923.1:15044638|15053257;NW_017738923.1:15071110|15110491",3
"AAGAB","",0,"scaffold0015:30996782|31000266;scaffold0015:30996782|31001228;scaffold0015:31000176|31001228",3,"7:43870835|43875843",1,"9:63523967|63526513",1,"scaffold0004:62154877|62173286;scaffold0004:62168810|62173286",2,"NW_017738959.1:1594191|1597971",1
"INO80","",0,"scaffold0015:8705539|8708634;scaffold0015:8709875|8719338;scaffold0015:8791074|8792744;scaffold0015:8791074|8793857",4,"7:17512389|17515076",1,"2:119257069|119257548",1,"scaffold0004:39814287|39816898;scaffold0004:39816077|39816898;scaffold0004:39898090|39899753",3,"NW_017738958.1:2831563|2834354",1
"ZMYND11","",0,"scaffold0016:10198582|10203406;scaffold0016:10222463|10257073;scaffold0016:10231807|10257073",3,"9:950814|979486;9:950814|990705",2,"13:9770808|9785502",1,"scaffold0006:81314848|81362102",1,"NW_017739886.1:52862|115707;NW_017739886.1:52862|122172;NW_017739886.1:52862|85947;NW_017739886.1:52862|95923;NW_017739886.1:85787|122172",5
"NFATC3","",0,"scaffold0017:15227460|15234357",1,"20:55343396|55344531",1,"8:106805235|106806373",1,"scaffold0022:20932147|20942654",1,"NW_017738943.1:8413720|8418937",1
"WDR59","",0,"scaffold0017:19850665|19854361",1,"20:61901428|61906529",1,"8:112185242|112185681",1,"scaffold0022:16090368|16098241;scaffold0022:16101391|16101548",2,"NW_017738943.1:13165252|13171162",1
"LONP2","",0,"scaffold0017:39983928|40001099;scaffold0017:39997303|40001099;scaffold0017:39997303|40004525;scaffold0017:39997303|40015418;scaffold0017:40003054|40004525;scaffold0017:40010317|40010576;scaffold0017:40010317|40015418;scaffold0017:40013828|40015418;scaffold0017:40018939|40022226",9,"20:35334776|35358981;20:35351723|35358981",2,"8:87392318|87399697",1,"scaffold0022:32134896|32136560;scaffold0022:32141393|32146832;scaffold0022:32141393|32157195;scaffold0022:32153081|32154309",4,"NW_017739003.1:13081494|13100631;NW_017739003.1:13081494|13112932",2
"APBB2","",0,"scaffold0018:17925767|17928730",1,"5:40049563|40052578",1,"5:66520060|66522463",1,"scaffold0006:25415151|25417807;scaffold0006:25415151|25437159",2,"NW_017739263.1:997092|1000247",1
"KANSL1","",0,"scaffold0019:11174374|11181397;scaffold0019:11174374|11190400;scaffold0019:11174374|11203353;scaffold0019:11181292|11190400;scaffold0019:11181292|11203353;scaffold0019:11189324|11190400;scaffold0019:11189324|11203353",7,"16:57827150|57828494",1,"11:104241312|104269652;11:104259505|104269652;11:104314747|104316119",3,"scaffold0021:20113806|20132296;scaffold0021:20125537|20132296;scaffold0021:20166104|20167377",3,"NW_017739014.1:5148212|5149581;NW_017739014.1:5212096|5220094;NW_017739014.1:5212096|5233624",3
"VPS53","",0,"scaffold0019:33711261|33716335",1,"16:497752|506626",1,"11:76025234|76029220",1,"scaffold0021:34110658|34115311",1,"NW_017739070.1:267620|292141;NW_017739070.1:291999|307730",2
"PSME4","",0,"scaffold0021:7495483|7499185;scaffold0021:7512541|7513921;scaffold0021:7536099|7551185;scaffold0021:7550351|7551185",4,"13:54748968|54755885",1,"11:30741091|30742038",1,"scaffold0016:29355806|29359746",1,"NW_017738949.1:4308302|4316541;NW_017738949.1:4335620|4340915;NW_017738949.1:4335620|4352141",3
"SNX13","",0,"scaffold0023:14741676|14742934",1,"3:97142128|97171788",1,"12:35128898|35136983",1,"scaffold0011:27378090|27386588;scaffold0011:27378090|27388277;scaffold0011:27386498|27388277;scaffold0011:27410118|27412490;scaffold0011:27418603|27419719",5,"NW_017738925.1:6510091|6518810;NW_017738925.1:6510091|6538839",2
"ATP9B","",0,"scaffold0025:25847766|25854542;scaffold0025:25847766|25857471;scaffold0025:25847766|25863505;scaffold0025:25847766|25872596;scaffold0025:25847766|25879429;scaffold0025:25847766|25885779;scaffold0025:25847766|25892882;scaffold0025:25847766|25896599;scaffold0025:25847766|25899529;scaffold0025:25847766|25921184;scaffold0025:25854391|25863505;scaffold0025:25854391|25872596;scaffold0025:25863396|25872596;scaffold0025:25863396|25879429;scaffold0025:25863396|25885779;scaffold0025:25863396|25892882;scaffold0025:25863396|25896599;scaffold0025:25863396|25899529;scaffold0025:25863396|25921184;scaffold0025:25872537|25896599",20,"18:1078842|1131328",1,"18:80920529|80961093;18:80952806|80961093",2,"scaffold0008:51731351|51742271;scaffold0008:51731351|51751103;scaffold0008:51731351|51775532;scaffold0008:51739407|51751103;scaffold0008:51750994|51761622;scaffold0008:51750994|51775532;scaffold0008:51750994|51785839;scaffold0008:51750994|51789538;scaffold0008:51769644|51775532;scaffold0008:51826381|51837117;scaffold0008:51832963|51837117",11,"NW_017738946.1:5194202|5209989;NW_017738946.1:5194202|5220965;NW_017738946.1:5194202|5230626;NW_017738946.1:5194202|5243683;NW_017738946.1:5194202|5265833;NW_017738946.1:5194202|5271782;NW_017738946.1:5200713|5209989;NW_017738946.1:5200713|5220965;NW_017738946.1:5200713|5230626;NW_017738946.1:5200713|5243683;NW_017738946.1:5200713|5265833;NW_017738946.1:5209880|5230626;NW_017738946.1:5209880|5243683;NW_017738946.1:5209880|5257636;NW_017738946.1:5209880|5265833;NW_017738946.1:5209880|5271782;NW_017738946.1:5209880|5299285;NW_017738946.1:5220906|5243683;NW_017738946.1:5243588|5271782;NW_017738946.1:5243588|5299285;NW_017738946.1:5299124|5321035",21
"PTPRA","",0,"scaffold0025:5408238|5409347",1,"10:63537245|63538178",1,"2:130391404|130391762",1,"scaffold0008:28726254|28728207",1,"NW_017739017.1:968582|970270",1
"EVL","",0,"scaffold0026:3709547|3715627",1,"7:162298871|162312358",1,"12:108614573|108619358",1,"scaffold0004:99794776|99802006",1,"NW_017739253.1:2050317|2055611",1
"EIF4G3","",0,"scaffold0027:13497036|13508385;scaffold0027:13556425|13564146;scaffold0027:13563299|13564146;scaffold0027:13563299|13580154;scaffold0027:13563299|13603379;scaffold0027:13580058|13603379",6,"1:203733632|203734534;1:203733632|203745740",2,"4:137824062|137824670;4:137824062|137832747;4:137873595|137885821",3,"scaffold0010:67601400|67625828;scaffold0010:67625708|67664473;scaffold0010:67664377|67681799;scaffold0010:67680926|67681799;scaffold0010:67707121|67715534;scaffold0010:67707124|67715534;scaffold0010:67778743|67783801",7,"NW_017738944.1:1704852|1711583;NW_017738944.1:1866815|1897889",2
"PUM1","",0,"scaffold0027:6085290|6085664;scaffold0027:6085290|6107492;scaffold0027:6125292|6126546;scaffold0027:6125292|6139604;scaffold0027:6125295|6126546;scaffold0027:6125295|6139604;scaffold0027:6137228|6139604;scaffold0027:6137228|6150022;scaffold0027:6137228|6154022;scaffold0027:6148676|6154022;scaffold0027:6179547|6183110;scaffold0027:6182972|6190440;scaffold0027:6186543|6190440",13,"1:193680713|193687414",1,"4:130396235|130428421;4:130396235|130446662;4:130445464|130446662;4:130445464|130457859;4:130455308|130457859",5,"scaffold0010:60657292|60678990;scaffold0010:60657292|60705009;scaffold0010:60678921|60705009;scaffold0010:60703753|60705009;scaffold0010:60703756|60705009;scaffold0010:60756584|60758525",6,"NW_017738987.1:905174|929506;NW_017738987.1:939047|940294",2
"ARID1A","",0,"scaffold0027:8920826|8923151",1,"1:198033058|198036180",1,"4:133446847|133450362",1,"scaffold0010:63523878|63524224;scaffold0010:63552913|63557151",2,"NW_017739029.1:284815|287975",1
"ASH1L","",0,"scaffold0028:16970044|16970786;scaffold0028:16978149|16978329;scaffold0028:16994670|17001549;scaffold0028:16994670|17004251;scaffold0028:17007810|17010544",5,"1:95557817|95580368;1:95557817|95601162;1:95600982|95616151",3,"3:88909079|88915184;3:88914448|88915184;3:88930337|88942788;3:88950425|88950950;3:88950425|88960478",5,"scaffold0019:28041102|28045886;scaffold0019:28045144|28045886;scaffold0019:28045144|28059934;scaffold0019:28059754|28059934",4,"NW_017739437.1:696020|718689;NW_017739437.1:706037|718689;NW_017739437.1:757518|758039",3
"SIN3A","",0,"scaffold0033:17238354|17240212",1,"7:52535723|52547821;7:52546267|52547821",2,"9:57024665|57026471",1,"scaffold0038:1752666|1768965;scaffold0038:1782454|1786032;scaffold0038:1797819|1802526",3,"NW_017739245.1:650033|661400;NW_017739245.1:658450|661400;NW_017739245.1:681656|686037",3
"WAC","",0,"scaffold0034:9888984|9900508;scaffold0034:9893006|9900508",2,"9:29477273|29490080",1,"18:7901495|7906044",1,"scaffold0004:9682956|9685538;scaffold0004:9695277|9701692;scaffold0004:9700886|9701692",3,"NW_017739001.1:2785582|2796827;NW_017739001.1:2790170|2796827",2
"DENND1B","",0,"scaffold0036:1745285|1754401;scaffold0036:1749970|1754401;scaffold0036:1753605|1774220;scaffold0036:1760561|1765042;scaffold0036:1760561|1774220;scaffold0036:1760561|1780294;scaffold0036:1760561|1788527;scaffold0036:1764940|1780294;scaffold0036:1772732|1774220;scaffold0036:1780203|1788527",10,"1:55043063|55058352",1,"1:138967737|138990709;1:138981083|138990709;1:139008910|139038223",3,"scaffold0027:1624145|1630377;scaffold0027:1636973|1637790;scaffold0027:1651082|1652691",3,"NW_017739244.1:307789|310041",1
"MKLN1","",0,"scaffold0038:645771|662162;scaffold0038:660931|674989;scaffold0038:672076|674989",3,"3:157697365|157709661",1,"6:31395865|31410066",1,"scaffold0011:59728726|59729905;scaffold0011:59810570|59825017;scaffold0011:59822340|59839413",3,"NW_017738940.1:6056520|6061502;NW_017738940.1:6121678|6124957;NW_017738940.1:6133336|6141622",3
"SPECC1","",0,"scaffold0039:9206878|9227810",1,"16:19719053|19720633",1,"11:62037131|62052736",1,"scaffold0037:2975309|2983285;scaffold0037:3092852|3098325;scaffold0037:3114196|3132676",3,"NW_017739394.1:824271|836520",1
"ARHGAP32","",0,"scaffold0041:4870763|4889837;scaffold0041:4870763|4931495;scaffold0041:4920083|4931495",3,"14:121774170|121799624",1,"9:32063217|32064420;9:32093137|32101357;9:32093137|32119561",3,"scaffold0023:16787289|16809910",1,"NW_017739483.1:98665|101172",1
"DNAJC1","",0,"scaffold0043:3854011|3892776",1,"9:22928298|22965005",1,"2:18289433|18298855",1,"scaffold0006:94215291|94224889;scaffold0006:94215291|94255407;scaffold0006:94242813|94255407",3,"NW_017739355.1:3101149|3101313;NW_017739355.1:3101149|3128545;NW_017739355.1:3101149|3135769;NW_017739355.1:3114790|3135769",4
"NSD2","",0,"scaffold0048:7166291|7183012;scaffold0048:7177150|7183012;scaffold0048:7177150|7198708;scaffold0048:7186970|7188271;scaffold0048:7186970|7198708;scaffold0048:7196349|7198708",6,"5:1961433|1965800",1,"5:34000455|34003611",1,"scaffold0006:910574|912802;scaffold0006:910574|916720;scaffold0006:910574|924354;scaffold0006:910574|937810;scaffold0006:919747|924354",5,"NW_017739462.1:155099|174100;NW_017739462.1:162648|174100;NW_017739462.1:171343|174100",3
"PCSK6","",0,"scaffold0053:2855943|2860136",1,"7:80653820|80717957;7:80713774|80717957",2,"7:65629894|65633597",1,"scaffold0031:1364283|1372978;scaffold0031:1368847|1370193",2,"NW_017738967.1:472833|477339;NW_017738967.1:498132|521608",2
"KMT2C","",0,"scaffold0061:2418071|2436381;scaffold0061:2418071|2439950;scaffold0061:2418071|2444489;scaffold0061:2418071|2451788;scaffold0061:2418071|2461213;scaffold0061:2436230|2439950;scaffold0061:2436230|2444489;scaffold0061:2436230|2461213;scaffold0061:2439749|2444489;scaffold0061:2439749|2461213;scaffold0061:2443095|2451788;scaffold0061:2443095|2461213;scaffold0061:2451625|2461213;scaffold0061:2458641|2461213;scaffold0061:2472195|2474220;scaffold0061:2472195|2484056;scaffold0061:2489442|2494278;scaffold0061:2490214|2494278;scaffold0061:2491534|2494278;scaffold0061:2492566|2494278;scaffold0061:2539991|2541192;scaffold0061:2539991|2541204",22,"3:178237266|178240589",1,"5:25549905|25554938;5:25552358|25554938",2,"scaffold0011:77286333|77296704;scaffold0011:77316518|77324170;scaffold0011:77316518|77351647",3,"NW_017739476.1:838891|843891;NW_017739476.1:854028|863812;NW_017739476.1:854028|897241;NW_017739476.1:854028|897244;NW_017739476.1:863649|897241;NW_017739476.1:863649|897244;NW_017739476.1:887252|892187;NW_017739476.1:887252|897241;NW_017739476.1:887252|897244",9
"FAM120A","",0,"scaffold0072:292605|295766;scaffold0072:292605|308163;scaffold0072:292605|320807;scaffold0072:295683|308163;scaffold0072:307219|320807;scaffold0072:320181|320807;scaffold0072:345860|353101",7,"15:108428241|108433441;15:108428241|108456912",2,"13:49038748|49039354;13:49085772|49087554;13:49085772|49102779;13:49099417|49102779",4,"scaffold0013:671093|675484;scaffold0013:671093|693476;scaffold0013:715426|730366;scaffold0013:730113|750352;scaffold0013:739722|750352",5,"NW_017739454.1:586273|619018;NW_017739454.1:615778|619018",2
