"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"68","scaffold0001",125926963,125931690,"hsa_circ_000070",12,"+",6,12,40,40,"my_test_mpi3",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"69","scaffold0022",32150319,32157195,"hsa_circ_000071",5,"-",1,5,40,40,"my_test_mpi3",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"70","scaffold0004",40923081,40923313,"hsa_circ_000073",12,"-",6,12,40,40,"my_test_mpi3",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"71","scaffold0024",6897450,6916146,"hsa_circ_000074",20,"+",4,20,40,40,"my_test_mpi3",20,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"72","scaffold0016",9879615,9882148,"hsa_circ_000075",3,"-",1,3,5,40,"my_test_mpi3",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"73","scaffold0021",11017148,11019010,"hsa_circ_000076",4,"-",2,4,5,40,"my_test_mpi3",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"74","scaffold0007",8452146,8465775,"hsa_circ_000077",28,"-",11,28,40,40,"my_test_mpi3",28,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"75","scaffold0001",49594653,49604071,"hsa_circ_000078",176,"+",56,175,40,40,"my_test_mpi3",176,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"76","scaffold0001",71440634,71443309,"hsa_circ_000079",12,"+",3,12,40,40,"my_test_mpi3",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"77","scaffold0023",26483965,26487757,"hsa_circ_000080",6,"-",4,6,40,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"78","scaffold0013",14698701,14701966,"hsa_circ_000081",3,"+",3,3,40,40,"my_test_mpi3",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"79","scaffold0022",32826046,32830945,"hsa_circ_000082",2,"+",1,2,5,5,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"80","scaffold0024",229117,232162,"hsa_circ_000083",8,"-",1,8,40,40,"my_test_mpi3",8,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"81","scaffold0001",113822631,113830947,"hsa_circ_000084",2,"-",2,2,40,5,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"82","scaffold0020",8627968,8635336,"hsa_circ_000085",2,"-",1,2,40,40,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"83","scaffold0013",25708134,25726117,"hsa_circ_000086",4,"-",2,4,40,40,"my_test_mpi3",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"84","scaffold0023",26638057,26641133,"hsa_circ_000087",3,"-",3,2,40,40,"my_test_mpi3",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"85","scaffold0013",64965788,64994270,"hsa_circ_000088",3,"+",3,3,40,40,"my_test_mpi3",3,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"86","scaffold0004",96980420,96989963,"hsa_circ_000089",12,"+",5,11,40,40,"my_test_mpi3",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"87","scaffold0021",25464473,25466481,"hsa_circ_000090",2,"-",1,2,35,40,"my_test_mpi3",2,1,2,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"88","scaffold0016",44173657,44175455,"hsa_circ_000092",27,"+",9,23,40,40,"my_test_mpi3",27,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"89","scaffold0004",52342042,52436282,"hsa_circ_000094",6,"-",4,6,40,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"90","scaffold0002",232000,232948,"hsa_circ_000095",83,"-",32,78,40,40,"my_test_mpi3",83,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"91","scaffold0017",51682297,51682686,"hsa_circ_000096",4,"+",2,4,40,5,"my_test_mpi3",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"92","scaffold0028",5811155,5844870,"hsa_circ_000097",6,"+",3,6,40,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"93","scaffold0009",74211406,74220873,"hsa_circ_000098",6,"+",3,6,40,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"94","scaffold0017",40653837,40663218,"hsa_circ_000099",6,"+",4,5,5,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"95","scaffold0001",124335401,124340252,"hsa_circ_000100",5,"-",3,4,5,40,"my_test_mpi3",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"96","scaffold0028",533884,536139,"hsa_circ_000103",6,"-",5,6,40,40,"my_test_mpi3",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"97","scaffold0007",76244516,76253263,"hsa_circ_000104",2,"-",2,2,40,5,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"98","scaffold0018",22018947,22020467,"hsa_circ_000105",12,"-",2,12,40,40,"my_test_mpi3",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"99","scaffold0008",86894045,86897982,"hsa_circ_000107",5,"+",3,5,35,40,"my_test_mpi3",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"100","scaffold0004",95279630,95280202,"hsa_circ_000109",18,"+",7,18,40,40,"my_test_mpi3",18,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"101","scaffold0004",40026082,40059437,"hsa_circ_000110",5,"-",5,5,40,40,"my_test_mpi3",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"102","scaffold0002",101760739,101762385,"hsa_circ_000111",15,"-",9,15,40,40,"my_test_mpi3",15,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"103","scaffold0022",27518265,27518823,"hsa_circ_000112",4,"-",2,4,40,40,"my_test_mpi3",4,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"104","scaffold0019",26766243,26769687,"hsa_circ_000113",2,"+",2,2,40,5,"my_test_mpi3",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"105","scaffold0003",12735717,12736857,"hsa_circ_000114",7,"-",5,7,40,40,"my_test_mpi3",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"106","scaffold0015",8023176,8049473,"hsa_circ_000115",2,"-",1,2,40,40,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"107","scaffold0016",29792149,29792344,"hsa_circ_000116",2,"+",2,2,40,40,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"108","scaffold0018",24906926,24907233,"hsa_circ_000117",10,"-",6,10,40,40,"my_test_mpi3",10,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"109","scaffold0004",21128880,21129057,"hsa_circ_000118",4,"+",2,4,40,5,"my_test_mpi3",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"110","scaffold0007",87071740,87073078,"hsa_circ_000119",2,"-",1,2,40,40,"my_test_mpi3",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
