"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1793682|1798795",NA,NA,1,NA
"45","NW_017738921.1:5734912|5742544",NA,3,NA,1
"46","NW_017738921.1:7060715|7060997",1,NA,NA,NA
"47","NW_017738921.1:7113406|7120022",7,23,NA,9
"48","NW_017738921.1:7168614|7171413",NA,1,NA,NA
"49","NW_017738922.1:1057564|1058632",19,3,14,1
"50","NW_017738922.1:1057564|1081709",NA,1,NA,NA
"51","NW_017738922.1:1057564|1089302",1,NA,3,6
"52","NW_017738922.1:3304096|3331751",NA,NA,NA,3
"53","NW_017738922.1:3357893|3359653",NA,4,NA,4
"54","NW_017738922.1:3383794|3392571",NA,6,1,NA
"55","NW_017738922.1:339565|343269",NA,3,NA,NA
"56","NW_017738922.1:3447300|3475127",NA,4,NA,NA
"57","NW_017738922.1:3484278|3484536",1,NA,NA,NA
"58","NW_017738922.1:3496159|3505456",2,4,NA,NA
"59","NW_017738922.1:3527449|3531132",NA,17,NA,5
"60","NW_017738922.1:3530998|3550029",NA,1,NA,NA
"61","NW_017738922.1:6914723|6919858",1,NA,NA,NA
"62","NW_017738922.1:6919728|6961404",NA,NA,1,NA
"63","NW_017738922.1:6938137|6976295",2,NA,NA,NA
"64","NW_017738922.1:6942596|6976295",NA,4,NA,NA
"65","NW_017738922.1:6950527|6976295",3,1,6,NA
"66","NW_017738922.1:6956229|6976295",3,NA,NA,2
"67","NW_017738922.1:6960797|6976295",3,NA,NA,NA
"68","NW_017738922.1:6964441|6976295",NA,1,NA,NA
"69","NW_017738922.1:6969031|6976295",NA,2,13,NA
"70","NW_017738922.1:7281563|7298216",NA,NA,2,8
"71","NW_017738922.1:9645859|9655915",NA,1,NA,NA
"72","NW_017738923.1:10396453|10404368",NA,NA,NA,2
"73","NW_017738923.1:10426962|10429391",8,10,4,NA
"74","NW_017738923.1:10899682|10920675",NA,NA,NA,1
"75","NW_017738923.1:11207816|11215232",NA,2,NA,NA
"76","NW_017738923.1:11902277|11909531",NA,5,NA,NA
"77","NW_017738923.1:11902277|11919100",NA,NA,NA,1
"78","NW_017738923.1:11902277|11951897",NA,1,1,NA
"79","NW_017738923.1:11947978|11951897",4,2,3,NA
"80","NW_017738923.1:11947978|11974235",NA,2,NA,NA
"81","NW_017738923.1:11986534|11997712",NA,2,1,NA
"82","NW_017738923.1:1427596|1427775",NA,NA,1,NA
"83","NW_017738923.1:14718984|14746882",NA,3,NA,NA
"84","NW_017738923.1:14733585|14757180",1,NA,NA,NA
"85","NW_017738923.1:14751183|14789617",NA,NA,2,NA
"86","NW_017738923.1:14757053|14789617",NA,4,NA,NA
"87","NW_017738923.1:14772274|14789617",22,21,20,12
"88","NW_017738923.1:14772274|14816325",1,NA,NA,NA
"89","NW_017738923.1:14779292|14789617",NA,3,2,6
"90","NW_017738923.1:14786073|14789617",2,NA,NA,NA
"91","NW_017738923.1:14786073|14808450",NA,NA,1,NA
"92","NW_017738923.1:14786073|14816325",3,NA,NA,NA
"93","NW_017738923.1:15002604|15012770",NA,2,NA,NA
"94","NW_017738923.1:15002604|15019176",NA,3,NA,NA
"95","NW_017738923.1:15035507|15048180",NA,2,2,NA
"96","NW_017738923.1:15035507|15081970",NA,NA,NA,4
"97","NW_017738923.1:15044638|15053257",6,2,NA,NA
"98","NW_017738923.1:15044638|15081970",NA,NA,4,NA
"99","NW_017738923.1:15044638|15110491",NA,NA,1,NA
"100","NW_017738923.1:15052554|15081970",NA,7,NA,NA
"101","NW_017738923.1:15053177|15081970",NA,NA,1,NA
"102","NW_017738923.1:15071110|15081970",2,NA,NA,NA
"103","NW_017738923.1:15071110|15110491",3,4,NA,NA
"104","NW_017738923.1:15205275|15208776",NA,1,NA,NA
"105","NW_017738923.1:15232715|15238606",NA,3,NA,NA
"106","NW_017738923.1:15238448|15243820",NA,5,NA,NA
"107","NW_017738923.1:15261061|15262636",NA,NA,3,NA
"108","NW_017738923.1:16045357|16045980",NA,1,NA,NA
"109","NW_017738923.1:16046057|16046294",3,NA,NA,NA
"110","NW_017738923.1:16051297|16051754",NA,NA,4,NA
"111","NW_017738923.1:16092835|16093020",NA,NA,1,NA
"112","NW_017738923.1:16117322|16117674",3,NA,NA,NA
"113","NW_017738923.1:16122758|16123182",NA,1,NA,NA
"114","NW_017738923.1:16123060|16123380",1,NA,NA,NA
"115","NW_017738923.1:16123260|16123651",2,NA,NA,NA
"116","NW_017738923.1:16157777|16171152",NA,NA,NA,3
"117","NW_017738923.1:2384555|2385835",40,27,44,16
"118","NW_017738923.1:2409675|2448025",4,4,NA,NA
"119","NW_017738923.1:2438742|2448025",32,NA,22,NA
"120","NW_017738923.1:2549220|2566624",NA,NA,1,NA
"121","NW_017738923.1:2923154|2962241",NA,NA,11,NA
"122","NW_017738923.1:4708518|4711999",2,NA,NA,NA
"123","NW_017738923.1:4836105|4837641",1,7,8,2
"124","NW_017738923.1:4886684|4892050",NA,4,4,NA
"125","NW_017738923.1:4941799|4956932",NA,2,NA,NA
"126","NW_017738923.1:528989|531178",5,10,NA,3
"127","NW_017738923.1:5529156|5552285",NA,NA,2,NA
"128","NW_017738923.1:5567607|5567770",2,NA,NA,NA
"129","NW_017738923.1:5576470|5591436",NA,NA,2,NA
"130","NW_017738923.1:5969951|5973461",NA,NA,NA,5
"131","NW_017738923.1:6577779|6582161",2,NA,NA,NA
"132","NW_017738923.1:9178434|9201628",NA,NA,2,NA
"133","NW_017738923.1:9189662|9219254",NA,NA,NA,5
"134","NW_017738923.1:9403989|9420868",2,NA,NA,NA
"135","NW_017738923.1:9547444|9581095",4,NA,NA,NA
"136","NW_017738924.1:4343545|4352359",NA,1,NA,NA
"137","NW_017738924.1:4351718|4359024",NA,4,3,NA
"138","NW_017738924.1:4599426|4616693",NA,3,NA,NA
"139","NW_017738924.1:4603573|4616693",NA,1,NA,NA
"140","NW_017738924.1:4612297|4616693",10,12,5,NA
"141","NW_017738924.1:4696464|4696772",4,NA,NA,NA
"142","NW_017738924.1:4696464|4710239",2,4,3,NA
"143","NW_017738924.1:5397374|5398056",NA,1,NA,NA
"144","NW_017738924.1:6582557|6585730",1,NA,1,1
"145","NW_017738924.1:6614124|6627682",4,12,NA,NA
"146","NW_017738924.1:6974693|6979251",NA,1,NA,NA
"147","NW_017738924.1:7274660|7277225",NA,9,2,14
"148","NW_017738924.1:7290930|7307692",NA,NA,NA,1
"149","NW_017738924.1:7290930|7318035",2,NA,NA,NA
"150","NW_017738924.1:7293596|7294884",NA,NA,NA,1
"151","NW_017738924.1:8218517|8255649",NA,NA,1,NA
"152","NW_017738924.1:8334731|8345775",1,NA,NA,NA
"153","NW_017738924.1:8342322|8356719",2,NA,NA,NA
"154","NW_017738924.1:841117|852917",1,NA,NA,NA
"155","NW_017738924.1:8856487|8860210",NA,1,NA,NA
"156","NW_017738924.1:8883461|8897898",NA,NA,2,NA
"157","NW_017738924.1:8892673|8893224",NA,4,NA,NA
"158","NW_017738924.1:8978508|8987651",4,NA,5,12
"159","NW_017738924.1:9389751|9395408",1,3,NA,NA
"160","NW_017738924.1:9562995|9564290",NA,4,NA,NA
"161","NW_017738925.1:10507056|10518718",1,4,1,1
"162","NW_017738925.1:10550548|10552205",NA,1,NA,NA
"163","NW_017738925.1:10820902|10821306",NA,7,NA,2
"164","NW_017738925.1:10846419|10857406",2,1,NA,NA
"165","NW_017738925.1:10888476|10893358",NA,1,NA,NA
"166","NW_017738925.1:10888476|10896350",NA,NA,NA,1
"167","NW_017738925.1:1342669|1380662",1,NA,NA,NA
"168","NW_017738925.1:2285811|2291247",2,NA,NA,NA
"169","NW_017738925.1:5277312|5315196",7,5,NA,NA
"170","NW_017738925.1:5277312|5387931",NA,3,NA,NA
"171","NW_017738925.1:5295539|5387931",1,NA,NA,NA
"172","NW_017738925.1:5373185|5387931",3,14,4,2
"173","NW_017738925.1:5387654|5387931",NA,NA,2,NA
"174","NW_017738925.1:5668844|5673205",NA,NA,NA,1
"175","NW_017738925.1:6090880|6101728",NA,NA,NA,1
"176","NW_017738925.1:6459408|6468681",NA,NA,NA,1
"177","NW_017738925.1:6489856|6495717",NA,1,NA,NA
"178","NW_017738925.1:6510091|6513303",NA,NA,NA,2
"179","NW_017738925.1:6510091|6518810",20,14,6,5
"180","NW_017738925.1:6510091|6538839",NA,2,2,NA
"181","NW_017738925.1:9827376|9829878",2,NA,NA,NA
"182","NW_017738925.1:9859181|9888515",NA,2,NA,NA
"183","NW_017738925.1:9859181|9897797",NA,NA,3,NA
"184","NW_017738925.1:9888389|9897797",NA,1,NA,NA
"185","NW_017738925.1:9888389|9922775",NA,8,NA,13
"186","NW_017738925.1:9888389|9942527",NA,NA,NA,3
"187","NW_017738925.1:9888389|9954295",NA,2,NA,NA
"188","NW_017738925.1:9888389|9960474",NA,17,4,NA
"189","NW_017738925.1:9922726|9954295",NA,36,7,20
"190","NW_017738925.1:9942460|9954295",46,45,19,25
"191","NW_017738925.1:9952543|9954295",16,48,20,15
"192","NW_017738925.1:9952543|9960474",36,52,14,NA
"193","NW_017738926.1:1355768|1357759",1,NA,NA,NA
"194","NW_017738926.1:1383728|1388574",NA,NA,2,NA
"195","NW_017738926.1:1701636|1702930",NA,NA,1,NA
"196","NW_017738926.1:1701636|1710789",NA,1,NA,NA
"197","NW_017738926.1:1701636|1717798",NA,5,NA,NA
"198","NW_017738926.1:1701636|1718649",NA,3,NA,NA
"199","NW_017738926.1:1710601|1718649",NA,NA,NA,4
"200","NW_017738926.1:1853164|1857286",NA,3,NA,NA
"201","NW_017738926.1:1878996|1880320",1,NA,NA,NA
"202","NW_017738926.1:1905513|1907560",NA,2,NA,NA
"203","NW_017738926.1:1905513|1909804",NA,4,NA,NA
"204","NW_017738926.1:1920739|1926579",1,NA,NA,NA
"205","NW_017738926.1:2169620|2178673",NA,NA,3,NA
"206","NW_017738926.1:2274675|2288018",NA,2,NA,NA
"207","NW_017738926.1:2308014|2311451",2,4,1,NA
"208","NW_017738926.1:2656088|2656940",1,NA,NA,NA
"209","NW_017738926.1:2914941|2915392",1,NA,NA,NA
"210","NW_017738926.1:2952333|2952727",1,1,NA,NA
"211","NW_017738926.1:2953146|2953691",NA,NA,NA,1
"212","NW_017738926.1:2953325|2954205",NA,4,NA,NA
"213","NW_017738926.1:3379168|3385576",NA,4,NA,NA
"214","NW_017738926.1:3436100|3450199",NA,NA,1,NA
"215","NW_017738926.1:3821875|3825401",NA,1,NA,NA
"216","NW_017738926.1:4025229|4048986",NA,NA,NA,7
"217","NW_017738926.1:4025229|4094977",3,NA,NA,NA
"218","NW_017738926.1:4048645|4048986",2,6,NA,NA
"219","NW_017738926.1:4085991|4094977",NA,1,NA,NA
"220","NW_017738926.1:4115690|4119157",4,NA,3,2
"221","NW_017738926.1:4175191|4182622",2,4,NA,NA
"222","NW_017738926.1:4318311|4320243",194,170,97,83
"223","NW_017738926.1:4560914|4561170",10,8,8,3
"224","NW_017738926.1:4661206|4697718",1,NA,NA,NA
"225","NW_017738926.1:4677459|4680842",1,NA,NA,2
"226","NW_017738926.1:4677459|4697718",NA,2,NA,NA
"227","NW_017738926.1:4677459|4719623",NA,NA,NA,1
"228","NW_017738926.1:5081341|5086112",1,NA,NA,NA
"229","NW_017738926.1:5106247|5113352",3,7,6,1
"230","NW_017738926.1:5106247|5136727",2,4,NA,2
"231","NW_017738926.1:583204|596281",1,NA,NA,NA
"232","NW_017738927.1:1474799|1526387",2,NA,NA,NA
"233","NW_017738927.1:1671013|1710610",NA,1,NA,NA
"234","NW_017738927.1:1671013|1711575",13,25,9,18
"235","NW_017738927.1:1671013|1732109",9,40,13,8
"236","NW_017738927.1:1671013|1773256",1,2,NA,NA
"237","NW_017738927.1:1671013|1778001",NA,1,NA,1
"238","NW_017738927.1:1710503|1732109",2,10,NA,8
"239","NW_017738927.1:1792993|1799182",NA,1,NA,NA
"240","NW_017738927.1:1866848|1867945",47,48,39,NA
"241","NW_017738927.1:2330808|2346078",NA,2,NA,NA
"242","NW_017738927.1:2342321|2346078",NA,1,NA,NA
"243","NW_017738927.1:2342321|2364625",2,NA,NA,NA
"244","NW_017738927.1:236266|240983",6,2,NA,NA
"245","NW_017738927.1:259216|261764",1,NA,NA,NA
"246","NW_017738927.1:309433|311948",NA,1,NA,NA
"247","NW_017738927.1:331380|341750",NA,NA,1,NA
"248","NW_017738927.1:3833026|3847196",3,NA,NA,NA
"249","NW_017738927.1:4129032|4138592",NA,3,NA,NA
"250","NW_017738927.1:439123|442560",5,12,3,11
"251","NW_017738927.1:4411951|4455648",3,NA,NA,NA
"252","NW_017738927.1:4455517|4483557",1,NA,NA,NA
"253","NW_017738927.1:448258|452899",NA,4,NA,NA
"254","NW_017738927.1:448258|468188",3,4,1,NA
"255","NW_017738927.1:4504721|4518092",NA,1,NA,NA
"256","NW_017738927.1:4504721|4522690",NA,7,NA,NA
"257","NW_017738927.1:4728499|4729400",NA,2,NA,NA
"258","NW_017738927.1:5105933|5116874",NA,3,1,NA
"259","NW_017738927.1:5105933|5124374",8,15,11,6
"260","NW_017738927.1:6628090|6630899",NA,2,NA,NA
"261","NW_017738927.1:6630800|6636191",NA,9,NA,15
"262","NW_017738927.1:6641065|6661225",NA,7,NA,NA
"263","NW_017738927.1:77669|77815",1,1,NA,NA
"264","NW_017738927.1:77669|95402",1,4,NA,NA
"265","NW_017738927.1:822090|823201",NA,NA,1,NA
"266","NW_017738927.1:83399|95402",2,NA,NA,NA
"267","NW_017738927.1:95151|95402",NA,NA,1,NA
"268","NW_017738927.1:995898|1000242",2,NA,NA,NA
"269","NW_017738928.1:1109791|1127628",NA,NA,NA,2
"270","NW_017738928.1:1109791|1132811",4,2,NA,NA
"271","NW_017738928.1:1342067|1370814",NA,NA,NA,1
"272","NW_017738928.1:1388121|1395627",NA,NA,1,NA
"273","NW_017738928.1:1425585|1430759",1,NA,NA,NA
"274","NW_017738928.1:1514989|1518553",NA,1,NA,NA
"275","NW_017738928.1:1523015|1530962",55,106,49,90
"276","NW_017738928.1:1740678|1771234",3,NA,NA,NA
"277","NW_017738928.1:1814093|1818620",NA,NA,2,NA
"278","NW_017738928.1:1933022|1949699",NA,NA,2,NA
"279","NW_017738928.1:2442724|2446291",NA,3,NA,NA
"280","NW_017738928.1:2597297|2606382",NA,2,NA,NA
"281","NW_017738928.1:2597297|2615974",NA,1,NA,NA
"282","NW_017738928.1:3675010|3680153",1,NA,NA,NA
"283","NW_017738928.1:4118881|4122004",NA,3,NA,NA
"284","NW_017738928.1:4723210|4741477",NA,12,NA,19
"285","NW_017738928.1:766735|884347",NA,1,NA,NA
"286","NW_017738928.1:863338|884347",NA,3,NA,NA
"287","NW_017738928.1:881640|901443",NA,NA,1,NA
"288","NW_017738929.1:1093115|1127816",NA,NA,NA,1
"289","NW_017738929.1:1101017|1127816",1,NA,NA,NA
"290","NW_017738929.1:131167|140669",NA,1,NA,NA
"291","NW_017738929.1:131167|157154",NA,2,NA,NA
"292","NW_017738929.1:1353262|1356692",7,NA,NA,NA
"293","NW_017738929.1:1360963|1387345",2,NA,NA,NA
"294","NW_017738929.1:1787549|1790229",1,3,1,NA
"295","NW_017738929.1:1789556|1790229",24,10,15,19
"296","NW_017738929.1:1795370|1812804",NA,NA,2,NA
"297","NW_017738929.1:1807421|1812804",15,17,6,11
"298","NW_017738929.1:1818960|1835932",NA,2,NA,NA
"299","NW_017738929.1:1828873|1840532",1,NA,NA,NA
"300","NW_017738929.1:1947948|1951571",NA,1,NA,NA
"301","NW_017738929.1:2287985|2292782",NA,5,NA,NA
"302","NW_017738929.1:284431|288360",NA,NA,8,6
"303","NW_017738929.1:287998|288360",NA,NA,NA,1
"304","NW_017738929.1:3408023|3411734",1,NA,NA,NA
"305","NW_017738929.1:3708740|3730504",1,NA,NA,3
"306","NW_017738929.1:3753418|3770792",NA,1,NA,NA
"307","NW_017738929.1:3757929|3770792",NA,1,NA,NA
"308","NW_017738929.1:3767992|3770792",11,7,6,5
"309","NW_017738929.1:3801841|3819976",NA,2,NA,NA
"310","NW_017738929.1:3804718|3819976",9,NA,NA,1
"311","NW_017738929.1:3986158|3994073",5,NA,17,NA
"312","NW_017738929.1:4199902|4202186",NA,1,NA,NA
"313","NW_017738929.1:4208769|4218004",NA,2,NA,NA
"314","NW_017738929.1:4223301|4238336",NA,NA,NA,5
"315","NW_017738929.1:4239087|4262402",NA,NA,2,NA
"316","NW_017738929.1:4243894|4262402",NA,2,6,4
"317","NW_017738929.1:4425516|4429858",2,NA,NA,NA
"318","NW_017738929.1:4425516|4445220",NA,1,NA,NA
"319","NW_017738929.1:4451029|4455932",NA,NA,5,NA
"320","NW_017738929.1:4721255|4721488",NA,NA,2,NA
"321","NW_017738929.1:540761|563332",NA,2,NA,2
"322","NW_017738929.1:736379|745130",NA,5,NA,NA
"323","NW_017738929.1:801155|802536",12,35,10,16
"324","NW_017738929.1:864151|865541",NA,2,NA,NA
"325","NW_017738929.1:865615|877941",NA,NA,NA,4
"326","NW_017738929.1:870161|873018",1,NA,NA,NA
"327","NW_017738930.1:1075270|1098672",24,15,NA,10
"328","NW_017738930.1:1419513|1471160",NA,1,NA,NA
"329","NW_017738930.1:1920179|1930710",NA,2,NA,NA
"330","NW_017738930.1:2608197|2610534",1,1,NA,1
"331","NW_017738930.1:2623328|2628672",1,NA,NA,NA
"332","NW_017738930.1:2636472|2640854",NA,1,NA,NA
"333","NW_017738930.1:4157606|4161702",NA,6,NA,NA
"334","NW_017738930.1:4748885|4750953",NA,1,NA,NA
"335","NW_017738930.1:592591|602818",NA,1,NA,NA
"336","NW_017738930.1:695114|697286",6,19,NA,8
"337","NW_017738930.1:887070|906462",3,NA,NA,NA
"338","NW_017738930.1:891972|906462",NA,1,NA,NA
"339","NW_017738930.1:943234|976578",1,NA,NA,NA
"340","NW_017738930.1:976287|1098672",5,NA,3,5
"341","NW_017738930.1:976287|979874",4,37,7,6
"342","NW_017738930.1:976287|996204",1,2,NA,NA
"343","NW_017738930.1:996127|1098672",7,5,3,NA
"344","NW_017738931.1:10409557|10443107",2,NA,NA,3
"345","NW_017738931.1:2397160|2405062",NA,2,NA,2
"346","NW_017738931.1:2421652|2434403",19,5,3,11
"347","NW_017738931.1:2426445|2434403",NA,1,NA,1
"348","NW_017738931.1:2987649|3007835",NA,1,NA,1
"349","NW_017738931.1:3290213|3293529",NA,NA,NA,3
"350","NW_017738931.1:3908905|3924026",1,NA,NA,NA
"351","NW_017738931.1:4250810|4254193",NA,10,NA,NA
"352","NW_017738931.1:4250810|4269447",NA,18,NA,2
"353","NW_017738931.1:4267109|4269447",NA,NA,NA,6
"354","NW_017738931.1:4963952|4965966",8,9,4,7
"355","NW_017738931.1:5248210|5254330",2,2,1,NA
"356","NW_017738931.1:5248333|5248660",NA,1,NA,NA
"357","NW_017738931.1:5253907|5254330",NA,2,NA,NA
"358","NW_017738931.1:5499702|5505992",3,NA,NA,NA
"359","NW_017738931.1:5726674|5736008",NA,NA,NA,3
"360","NW_017738931.1:596050|596448",NA,NA,4,NA
"361","NW_017738931.1:5977585|5979105",12,10,2,9
"362","NW_017738931.1:6176620|6180043",1,NA,NA,NA
"363","NW_017738931.1:6296870|6316778",NA,NA,1,NA
"364","NW_017738931.1:6322981|6388892",NA,NA,2,NA
"365","NW_017738931.1:6430282|6465506",3,NA,NA,NA
"366","NW_017738931.1:6446297|6476949",NA,1,NA,NA
"367","NW_017738931.1:700281|726332",4,NA,NA,NA
"368","NW_017738931.1:7423373|7431177",NA,1,NA,NA
"369","NW_017738931.1:7440577|7441579",NA,NA,NA,3
"370","NW_017738931.1:8504494|8520458",12,NA,NA,2
"371","NW_017738931.1:869751|871825",14,16,23,NA
"372","NW_017738931.1:909749|917228",NA,NA,NA,1
"373","NW_017738931.1:9382427|9396957",NA,3,NA,1
"374","NW_017738931.1:9530207|9530399",NA,1,NA,NA
"375","NW_017738931.1:9530207|9545307",NA,1,NA,NA
"376","NW_017738931.1:9530207|9555359",NA,7,NA,NA
"377","NW_017738931.1:9540010|9543478",NA,7,3,3
"378","NW_017738932.1:1817394|1818247",4,NA,NA,NA
"379","NW_017738932.1:1905896|1965522",6,NA,NA,NA
"380","NW_017738932.1:1947482|1965522",NA,NA,2,NA
"381","NW_017738932.1:1947482|1999062",2,NA,NA,NA
"382","NW_017738932.1:2285678|2294905",NA,1,NA,NA
"383","NW_017738932.1:2424210|2431992",NA,NA,NA,16
"384","NW_017738932.1:2429947|2431992",3,33,13,NA
"385","NW_017738932.1:2429947|2454517",NA,NA,NA,2
"386","NW_017738932.1:3720056|3720409",NA,20,NA,NA
"387","NW_017738932.1:5317730|5320240",NA,2,NA,NA
"388","NW_017738932.1:5317730|5344782",NA,NA,3,3
"389","NW_017738932.1:5320103|5326182",NA,NA,NA,4
"390","NW_017738932.1:5320103|5344782",2,NA,NA,NA
"391","NW_017738932.1:5322445|5329647",NA,NA,NA,2
"392","NW_017738932.1:5340805|5344782",NA,2,NA,NA
"393","NW_017738932.1:5350220|5357146",1,NA,NA,2
"394","NW_017738932.1:5446028|5505929",6,3,NA,3
"395","NW_017738932.1:5465267|5467419",NA,2,NA,NA
"396","NW_017738932.1:5465267|5505929",17,10,NA,NA
"397","NW_017738932.1:5725340|5730141",NA,6,NA,NA
"398","NW_017738932.1:5993187|6002865",3,2,NA,NA
"399","NW_017738932.1:6010991|6023729",NA,NA,5,NA
"400","NW_017738932.1:6302283|6308056",NA,5,NA,NA
"401","NW_017738932.1:6346983|6358698",2,NA,NA,NA
"402","NW_017738932.1:6812816|6814373",NA,2,8,NA
"403","NW_017738932.1:6916333|6951147",NA,2,NA,NA
"404","NW_017738932.1:6950830|6951147",2,21,5,12
"405","NW_017738932.1:7022295|7026841",NA,2,NA,4
"406","NW_017738932.1:7022295|7042368",NA,NA,NA,2
"407","NW_017738932.1:7031407|7034260",NA,NA,1,NA
"408","NW_017738932.1:7156512|7177138",26,36,23,29
"409","NW_017738932.1:7156512|7188798",NA,NA,5,NA
"410","NW_017738932.1:7156512|7190407",3,12,12,NA
"411","NW_017738932.1:7156512|7200172",15,45,22,33
"412","NW_017738932.1:7177022|7188798",NA,2,NA,NA
"413","NW_017738932.1:7177022|7200172",3,16,NA,5
"414","NW_017738933.1:10164562|10180248",NA,3,NA,NA
"415","NW_017738933.1:10164562|10190256",NA,NA,NA,1
"416","NW_017738933.1:10648627|10722242",3,NA,NA,NA
"417","NW_017738933.1:10847039|10847276",20,26,NA,9
"418","NW_017738933.1:11168283|11169017",4,2,NA,NA
"419","NW_017738933.1:11272072|11283198",NA,1,NA,NA
"420","NW_017738933.1:1343828|1404276",1,NA,NA,NA
"421","NW_017738933.1:1697420|1714213",NA,4,3,1
"422","NW_017738933.1:1697420|1714957",1,NA,1,NA
"423","NW_017738933.1:1708207|1714213",4,15,NA,11
"424","NW_017738933.1:1708207|1714957",NA,NA,NA,1
"425","NW_017738933.1:1714009|1714213",NA,4,NA,NA
"426","NW_017738933.1:1746951|1754738",NA,NA,NA,3
"427","NW_017738933.1:2254900|2257744",NA,NA,NA,1
"428","NW_017738933.1:2639154|2672968",2,NA,NA,NA
"429","NW_017738933.1:583842|584703",NA,1,NA,NA
"430","NW_017738933.1:586771|587064",NA,3,NA,NA
"431","NW_017738933.1:8151316|8152751",NA,NA,NA,4
"432","NW_017738933.1:8161659|8168981",NA,1,NA,NA
"433","NW_017738933.1:8175543|8182633",NA,NA,NA,1
"434","NW_017738933.1:9222524|9249210",3,NA,NA,NA
"435","NW_017738934.1:227836|239093",NA,2,NA,NA
"436","NW_017738934.1:227836|241085",NA,NA,1,NA
"437","NW_017738934.1:227836|244911",NA,1,3,NA
"438","NW_017738934.1:259749|278981",NA,NA,NA,1
"439","NW_017738934.1:288309|290419",NA,NA,1,NA
"440","NW_017738934.1:2960881|2961055",NA,2,NA,NA
"441","NW_017738934.1:2960881|3005110",1,2,NA,NA
"442","NW_017738934.1:2960881|3039079",NA,2,NA,NA
"443","NW_017738934.1:3003709|3005110",3,3,NA,NA
"444","NW_017738934.1:309757|315063",NA,2,NA,NA
"445","NW_017738934.1:3132153|3142700",NA,2,NA,NA
"446","NW_017738934.1:3438852|3441374",5,16,NA,NA
"447","NW_017738934.1:345546|357818",2,6,NA,3
"448","NW_017738934.1:3458861|3463374",1,NA,NA,NA
"449","NW_017738934.1:3466396|3482902",NA,NA,2,NA
"450","NW_017738934.1:351345|351646",NA,3,6,NA
"451","NW_017738934.1:3645826|3646767",NA,NA,NA,2
"452","NW_017738934.1:429882|512715",NA,1,NA,NA
"453","NW_017738934.1:4344878|4349194",NA,1,NA,NA
"454","NW_017738934.1:4346968|4349194",NA,1,NA,NA
"455","NW_017738934.1:4356150|4356879",20,9,NA,NA
"456","NW_017738934.1:442410|456816",1,NA,NA,NA
"457","NW_017738934.1:4656052|4656583",NA,1,NA,NA
"458","NW_017738934.1:4712365|4718966",10,13,3,10
"459","NW_017738934.1:490783|512715",NA,1,NA,NA
"460","NW_017738934.1:5703987|5720144",1,NA,NA,3
