"","circ_id","mpi1","mpi2","mpi3"
"1","scaffold0001:100203689|100204207",13,2,2
"93","scaffold0001:139016258|139026238",148,200,122
"94","scaffold0001:139230664|139232049",3,6,5
"95","scaffold0001:139286926|139288245",17,2,5
"96","scaffold0001:139913436|139915083",2,2,2
"97","scaffold0001:140091276|140103308",2,4,2
"98","scaffold0001:140365548|140381596",7,9,2
"99","scaffold0001:141278416|141313879",6,4,10
"100","scaffold0001:142311025|142311285",19,26,27
"101","scaffold0001:142421747|142440956",3,5,19
"102","scaffold0001:144239970|144261504",7,23,3
"103","scaffold0001:144239970|144271731",2,2,2
"104","scaffold0001:144261396|144271731",3,5,7
"105","scaffold0001:146613406|146633487",3,4,6
"106","scaffold0001:147791740|147793445",15,25,20
"107","scaffold0001:148976133|148977455",3,13,2
"108","scaffold0001:149201530|149202038",10,7,16
"109","scaffold0001:149321249|149353900",5,3,6
"110","scaffold0001:149556616|149557010",97,69,23
"111","scaffold0001:149664633|149669297",6,3,2
"112","scaffold0001:149952294|149953913",2,3,5
"113","scaffold0001:151663054|151717533",20,33,8
"114","scaffold0001:151771285|151773587",184,175,197
"115","scaffold0001:151773080|151773587",241,287,286
"116","scaffold0001:152155846|152157509",3,22,3
"117","scaffold0001:152158216|152160426",2,10,7
"118","scaffold0001:153048861|153050521",18,77,50
"119","scaffold0001:153194515|153196051",23,3,12
"120","scaffold0001:153215238|153215618",42,24,26
"121","scaffold0001:153366848|153367010",26,10,5
"122","scaffold0001:153610351|153611733",5,14,2
"123","scaffold0001:153682378|153684155",50,28,19
"124","scaffold0001:154571119|154576172",6,11,12
"125","scaffold0001:154762446|154794381",2,8,2
"126","scaffold0001:154823870|154830190",6,11,2
"127","scaffold0001:154863719|154866283",7,6,4
"128","scaffold0001:155321575|155331146",10,2,4
"129","scaffold0001:155440189|155440969",3,6,28
"130","scaffold0001:155494068|155508589",22,8,6
"131","scaffold0001:155912951|155923845",5,2,9
"132","scaffold0001:157301414|157311532",15,10,9
"133","scaffold0001:157375276|157376795",8,6,4
"134","scaffold0001:157398184|157414727",8,3,6
"135","scaffold0001:157423363|157425214",12,3,6
"136","scaffold0001:159521768|159522335",21,11,18
"137","scaffold0001:159524585|159530018",25,17,33
"138","scaffold0001:159684206|159696295",5,7,10
"139","scaffold0001:159820109|159831719",2,4,9
"140","scaffold0001:160934571|160935544",16,14,5
"141","scaffold0001:161038961|161039361",5,6,9
"142","scaffold0001:161438770|161466284",10,9,15
"143","scaffold0001:161624725|161640723",13,9,3
"144","scaffold0001:161628623|161629994",7,7,4
"145","scaffold0001:161705220|161708706",7,2,2
"146","scaffold0001:161757436|161758806",13,16,4
"147","scaffold0001:161757436|161760484",152,166,57
"148","scaffold0001:161798395|161804345",23,32,13
"149","scaffold0001:161799928|161804345",10,16,21
"150","scaffold0001:162610747|162612719",30,19,17
"151","scaffold0001:162978690|162979774",13,16,11
"152","scaffold0001:16303594|16306413",35,32,17
"153","scaffold0001:163333174|163333491",15,23,31
"154","scaffold0001:163451434|163458660",3,25,27
"155","scaffold0001:163586190|163586949",2,8,7
"156","scaffold0001:17070199|17079951",10,5,7
"157","scaffold0001:17837041|17840087",3,11,12
"158","scaffold0001:17837041|17864064",183,344,172
"159","scaffold0001:17837041|17864079",2,2,2
"160","scaffold0001:18267806|18274130",2,9,5
"161","scaffold0001:18287215|18295139",2,4,15
"162","scaffold0001:18287215|18302982",13,19,11
"163","scaffold0001:18293792|18302982",10,6,3
"164","scaffold0001:18307507|18314052",8,17,11
"165","scaffold0001:18349451|18359604",77,74,39
"166","scaffold0001:18349451|18366856",5,18,4
"167","scaffold0001:18396655|18399791",148,175,124
"168","scaffold0001:18485335|18492615",8,34,9
"169","scaffold0001:18489190|18492615",190,208,166
"170","scaffold0001:1907101|1912890",8,6,6
"171","scaffold0001:1907101|1915784",2,5,2
"172","scaffold0001:19784223|19793616",13,5,10
"173","scaffold0001:1980571|1981351",118,95,58
"174","scaffold0001:1980950|1981351",10,13,4
"175","scaffold0001:3305117|3320763",2,5,3
"176","scaffold0001:33564409|33567314",9,8,2
"177","scaffold0001:3432964|3433301",5,26,4
"178","scaffold0001:357530|362767",23,40,76
"179","scaffold0001:3842989|3843710",4,4,6
"180","scaffold0001:41501051|41501334",32,108,80
"181","scaffold0001:41718818|41739363",13,12,6
"182","scaffold0001:41718818|41743422",14,13,16
"183","scaffold0001:41733236|41739363",5,8,12
"184","scaffold0001:41739243|41743422",5,11,4
"185","scaffold0001:41776339|41777007",12,66,35
"186","scaffold0001:41776339|41778810",21,15,9
"187","scaffold0001:41777963|41778810",2,5,2
"188","scaffold0001:41777963|41786392",6,11,2
"189","scaffold0001:42124302|42130785",2,7,11
"190","scaffold0001:42203863|42219201",4,16,5
"191","scaffold0001:42296697|42314870",16,4,2
"192","scaffold0001:42296697|42328921",96,88,76
"193","scaffold0001:42303657|42310430",17,5,8
"194","scaffold0001:42303657|42328921",14,16,2
"195","scaffold0001:42676028|42678605",13,19,6
"196","scaffold0001:45505235|45507628",18,23,8
"197","scaffold0001:45909504|45912258",12,22,20
"198","scaffold0001:45969783|45970685",5,8,3
"199","scaffold0001:45977343|45978402",13,24,9
"200","scaffold0001:46022135|46024883",6,12,2
"201","scaffold0001:46022135|46029151",7,30,10
"202","scaffold0001:46029075|46039899",3,8,5
"203","scaffold0001:46930312|46938345",34,46,24
"204","scaffold0001:47615168|47615902",16,24,3
"205","scaffold0001:47623755|47627295",2,3,9
"206","scaffold0001:47654252|47655522",2,11,10
"207","scaffold0001:47893427|47897175",8,17,16
"208","scaffold0001:48071484|48077169",11,2,6
"209","scaffold0001:48112233|48112932",22,36,32
"210","scaffold0001:48112233|48112935",61,68,55
"211","scaffold0001:49591830|49604071",25,14,25
"212","scaffold0001:49594653|49604071",175,244,176
"213","scaffold0001:50503913|50509883",22,36,34
"214","scaffold0001:50503913|50527067",22,5,7
"215","scaffold0001:51004551|51015098",14,10,6
"216","scaffold0001:51012916|51015098",10,4,4
"217","scaffold0001:51050589|51051555",299,337,429
"218","scaffold0001:51271571|51276794",15,4,7
"219","scaffold0001:51337201|51338748",38,94,50
"220","scaffold0001:51337201|51354605",3,2,8
"221","scaffold0001:51516698|51519480",11,5,15
"222","scaffold0001:53407124|53407573",7,30,14
"223","scaffold0001:53529512|53536494",4,6,2
"224","scaffold0001:53757439|53761354",158,201,141
"225","scaffold0001:53770102|53778569",18,47,23
"226","scaffold0001:53771965|53783002",8,4,11
"227","scaffold0001:53782872|53785435",15,16,11
"228","scaffold0001:54065383|54069427",6,2,4
"229","scaffold0001:54079329|54080594",38,18,5
"230","scaffold0001:55609859|55629274",4,4,3
"231","scaffold0001:55809198|55812481",12,7,19
"232","scaffold0001:56826478|56832903",4,11,5
"233","scaffold0001:58148179|58160022",10,3,4
"234","scaffold0001:58150638|58150963",180,308,246
"235","scaffold0001:59465041|59469120",12,10,9
"236","scaffold0001:59465041|59476372",12,7,6
"237","scaffold0001:59577124|59578052",6,13,8
"238","scaffold0001:59708400|59716191",10,16,14
"239","scaffold0001:59708400|59732866",4,8,7
"240","scaffold0001:61404368|61415077",4,8,8
"241","scaffold0001:61404368|61419313",6,3,33
"242","scaffold0001:61543448|61545794",4,6,8
"243","scaffold0001:62055424|62084097",5,8,2
"244","scaffold0001:62138931|62141138",219,205,236
"245","scaffold0001:62138931|62185302",16,13,14
"246","scaffold0001:62140692|62141138",6,3,9
"247","scaffold0001:62140692|62185302",5,4,14
"248","scaffold0001:62184345|62185302",6,4,16
"249","scaffold0001:62455875|62458675",7,23,30
"250","scaffold0001:64958020|64960231",14,30,8
"251","scaffold0001:65190930|65191187",26,61,15
"252","scaffold0001:65321431|65321678",2,6,3
"253","scaffold0001:65389247|65393309",3,3,3
"254","scaffold0001:65389247|65402566",7,15,3
"255","scaffold0001:65393185|65402566",35,21,5
"256","scaffold0001:65400474|65402566",113,255,333
"257","scaffold0001:65402235|65402566",3,6,12
"258","scaffold0001:65620711|65635234",23,13,14
"259","scaffold0001:65633601|65635234",10,13,2
"260","scaffold0001:65752928|65756416",11,27,3
"261","scaffold0001:66070921|66074098",8,10,10
"262","scaffold0001:66702032|66720121",12,31,48
"263","scaffold0001:66716737|66720121",10,4,4
"264","scaffold0001:67666|80271",2,4,6
"265","scaffold0001:69098115|69099959",35,29,18
"266","scaffold0001:69317784|69355228",2,9,2
"267","scaffold0001:69350400|69355228",27,29,12
"268","scaffold0001:69350400|69366506",29,62,11
"269","scaffold0001:69350400|69380566",12,16,4
"270","scaffold0001:69380439|69386658",12,4,3
"271","scaffold0001:69409488|69412656",8,9,14
"272","scaffold0001:69412335|69412656",6,16,13
"273","scaffold0001:69656915|69658863",3,16,14
"274","scaffold0001:697840|704141",14,22,23
"275","scaffold0001:69863894|69864755",6,8,21
"276","scaffold0001:70764582|70767942",47,43,37
"277","scaffold0001:70764613|70767942",66,72,38
"278","scaffold0001:70764613|70778248",13,12,10
"279","scaffold0001:71167426|71172125",65,48,65
"280","scaffold0001:71303269|71307588",6,10,5
"281","scaffold0001:71440634|71443309",2,12,12
"282","scaffold0001:71490955|71495544",6,2,7
"283","scaffold0001:71530409|71549117",29,43,23
"284","scaffold0001:71537232|71549117",2,3,4
"285","scaffold0001:71537237|71541501",131,236,114
"286","scaffold0001:71537237|71549117",218,207,123
"287","scaffold0001:71541405|71549117",14,20,8
"288","scaffold0001:71600528|71602339",6,9,15
"289","scaffold0001:71634927|71635760",2,4,8
"290","scaffold0001:71779625|71780485",2,4,5
"291","scaffold0001:71796849|71800575",52,74,61
"292","scaffold0001:71860511|71863143",2,6,2
"293","scaffold0001:74177850|74181131",31,14,21
"294","scaffold0001:74239457|74241411",4,10,2
"295","scaffold0001:74239457|74250096",8,7,4
"296","scaffold0001:75890074|75914544",3,5,4
"297","scaffold0001:75899723|75914544",18,19,2
"298","scaffold0001:75909892|75914544",3,14,5
"299","scaffold0001:75956312|76019887",34,28,14
"300","scaffold0001:76001769|76018274",11,12,17
"301","scaffold0001:76001769|76019887",226,207,220
"302","scaffold0001:76016262|76019887",402,506,401
"303","scaffold0001:76148860|76152931",4,5,6
"304","scaffold0001:77664439|77667095",8,29,31
"305","scaffold0001:77706598|77728337",52,69,31
"306","scaffold0001:78642299|78664179",6,2,3
"307","scaffold0001:78653075|78653636",18,45,26
"308","scaffold0001:79236537|79238450",10,12,2
"309","scaffold0001:79832314|79837472",17,4,11
"310","scaffold0001:80168310|80172437",22,16,25
"311","scaffold0001:80205925|80206182",62,72,26
"312","scaffold0001:80326775|80327068",9,59,41
"313","scaffold0001:80326775|80334542",12,17,9
"314","scaffold0001:80332223|80334542",13,14,15
"315","scaffold0001:80720610|80749556",4,5,2
"316","scaffold0001:80749424|80771039",2,14,6
"317","scaffold0001:80810238|80813725",11,5,21
"318","scaffold0001:80976640|80977465",58,98,51
"319","scaffold0001:81169837|81171364",46,28,41
"320","scaffold0001:81560060|81562852",5,2,2
"321","scaffold0001:81588335|81589629",6,20,10
"322","scaffold0001:81588335|81600656",2,6,2
"323","scaffold0001:81600485|81603211",6,11,3
"324","scaffold0001:81611715|81617000",4,2,7
"325","scaffold0001:81633624|81651337",6,4,6
"326","scaffold0001:83467211|83477088",7,15,8
"327","scaffold0001:84288167|84296665",9,13,6
"328","scaffold0001:84993474|84999013",3,9,20
"329","scaffold0001:85363932|85366871",56,58,26
"330","scaffold0001:85379779|85381549",2,5,13
"331","scaffold0001:85502453|85508700",9,6,4
"332","scaffold0001:85502453|85516465",82,77,61
"333","scaffold0001:85536996|85540585",14,22,17
"334","scaffold0001:86890012|86895971",14,31,23
"335","scaffold0001:89907201|89907363",4,17,5
"336","scaffold0001:90034344|90038727",10,17,4
"337","scaffold0001:91451479|91452959",4,6,8
"338","scaffold0001:952498|952729",9,11,20
"339","scaffold0001:952498|959092",52,71,32
"340","scaffold0001:952498|988058",9,10,5
"341","scaffold0001:958954|988058",2,2,2
"342","scaffold0001:981936|988058",5,3,16
"343","scaffold0001:98691033|98695936",5,10,3
"344","scaffold0002:100107414|100165637",42,51,36
"345","scaffold0002:100126678|100165637",43,74,24
"346","scaffold0002:100135523|100165637",1010,1607,543
"347","scaffold0002:101077771|101081547",299,485,380
"348","scaffold0002:101077771|101107423",3,13,5
"349","scaffold0002:101107299|101120534",30,40,21
"350","scaffold0002:101129972|101138973",6,23,10
"351","scaffold0002:101163918|101167284",8,10,10
"352","scaffold0002:101743909|101762385",13,39,26
"353","scaffold0002:102476183|102479041",63,61,56
"354","scaffold0002:102489489|102490244",13,17,23
"355","scaffold0002:103459527|103484878",21,24,7
"356","scaffold0002:103563979|103577581",8,7,9
"357","scaffold0002:103563979|103584618",21,57,28
"358","scaffold0002:104072179|104075058",5,17,10
"359","scaffold0002:104716249|104717120",5,8,2
"360","scaffold0002:104913821|104923818",23,12,4
"361","scaffold0002:110000625|110004641",113,46,71
"362","scaffold0002:110000640|110004641",13,13,11
"363","scaffold0002:110043552|110043779",9,20,13
"364","scaffold0002:110799405|110799709",6,14,14
"365","scaffold0002:112995176|113010016",13,10,15
"366","scaffold0002:113004233|113006743",205,237,246
"367","scaffold0002:113004233|113010016",4,7,4
"368","scaffold0002:113032183|113036163",13,27,29
"369","scaffold0002:113109087|113112729",13,27,6
"370","scaffold0002:113175200|113178048",35,13,17
"371","scaffold0002:113191074|113195250",6,5,19
"372","scaffold0002:113214717|113219610",38,37,24
"373","scaffold0002:113316248|113316558",202,263,204
"374","scaffold0002:113410741|113458981",4,8,3
"375","scaffold0002:113440625|113450122",5,3,6
"376","scaffold0002:113440625|113458981",170,280,97
"377","scaffold0002:1137647|1140220",16,17,7
"378","scaffold0002:114281169|114282779",175,184,350
"379","scaffold0002:114281169|114297485",8,6,9
"380","scaffold0002:114281169|114303224",8,31,20
"381","scaffold0002:114309068|114314225",15,21,13
"382","scaffold0002:114316615|114323749",2,12,13
"383","scaffold0002:114364026|114367668",3,4,4
"384","scaffold0002:114464150|114466167",22,16,23
"385","scaffold0002:115108102|115109835",16,36,10
"386","scaffold0002:115122345|115124451",41,73,37
"387","scaffold0002:115122345|115135702",29,80,26
"388","scaffold0002:115430761|115433092",37,47,34
"389","scaffold0002:116347201|116359600",40,50,6
"390","scaffold0002:116933814|116934592",13,26,31
"391","scaffold0002:117108240|117120160",4,2,11
"392","scaffold0002:11836933|11839311",8,8,3
"393","scaffold0002:11866985|11887623",27,39,14
"394","scaffold0002:11881738|11887623",28,37,18
"395","scaffold0002:119094516|119099461",3,9,21
"396","scaffold0002:119147740|119152438",2,4,4
"397","scaffold0002:12051831|12057572",6,15,4
"398","scaffold0002:12174211|12175292",21,3,6
"399","scaffold0002:122138294|122148076",16,8,4
"400","scaffold0002:122139607|122148076",8,3,8
"401","scaffold0002:122144339|122148076",17,25,19
"402","scaffold0002:1221832|1222125",52,51,40
"403","scaffold0002:122495930|122500805",91,29,41
"404","scaffold0002:123034228|123035622",48,58,43
"405","scaffold0002:123034228|123047269",6,4,10
"406","scaffold0002:123947217|123947884",708,823,673
"407","scaffold0002:126305745|126317382",41,14,28
"408","scaffold0002:126305745|126338769",8,11,26
"409","scaffold0002:126316143|126338769",7,3,11
"410","scaffold0002:126337958|126338769",882,891,769
"411","scaffold0002:1270106|1273910",4,2,5
"412","scaffold0002:1272028|1273910",10,8,41
"413","scaffold0002:127799166|127802810",4,11,4
"414","scaffold0002:130867560|130887934",24,31,7
"415","scaffold0002:132583557|132589871",2,4,2
"416","scaffold0002:132748464|132756355",8,20,4
"417","scaffold0002:132748464|132761848",12,7,7
"418","scaffold0002:135090324|135090771",23,32,6
"419","scaffold0002:1416926|1417831",26,15,47
"420","scaffold0002:1463537|1466476",23,16,12
"421","scaffold0002:146607|150576",52,67,91
"422","scaffold0002:146607|153116",44,88,31
"423","scaffold0002:1661770|1664299",64,102,110
"424","scaffold0002:1661770|1669518",9,11,6
"425","scaffold0002:16765349|16772513",4,6,4
"426","scaffold0002:1727746|1730266",37,68,48
"427","scaffold0002:17389227|17392156",11,8,2
"428","scaffold0002:182059|182290",6,6,17
"429","scaffold0002:18282777|18283795",29,38,15
"430","scaffold0002:18383107|18394216",29,37,23
"431","scaffold0002:1843052|1843304",90,65,284
"432","scaffold0002:1916877|1918661",42,18,23
"433","scaffold0002:1916877|1920370",19,3,18
"434","scaffold0002:1918562|1920370",5,3,34
"435","scaffold0002:19611185|19620414",24,42,14
"436","scaffold0002:19693272|19694242",15,26,17
"437","scaffold0002:199473|202172",43,73,43
"438","scaffold0002:199473|202918",31,18,17
"439","scaffold0002:202070|207976",4,13,10
"440","scaffold0002:202739|207976",43,32,60
"441","scaffold0002:2062051|2064152",10,7,6
"442","scaffold0002:20732569|20746618",2,12,4
"443","scaffold0002:213652|215116",3,28,7
"444","scaffold0002:22440422|22441237",107,179,98
"445","scaffold0002:232000|232948",61,69,83
"446","scaffold0002:24130751|24133229",12,25,27
"447","scaffold0002:24358549|24362597",2,13,10
"448","scaffold0002:2604850|2650159",7,6,14
"449","scaffold0002:2625460|2650159",189,236,273
"450","scaffold0002:2643973|2650159",372,492,496
"451","scaffold0002:2643973|2655801",6,10,11
"452","scaffold0002:2690358|2690573",110,190,269
"453","scaffold0002:30272099|30272437",5,5,4
"454","scaffold0002:30936802|30941303",6,14,5
"455","scaffold0002:30953862|30963511",2,3,2
"456","scaffold0002:30953862|30966319",2,2,6
"457","scaffold0002:30963412|30966319",15,57,46
"458","scaffold0002:30979452|30980837",4,4,2
"459","scaffold0002:30979452|30980849",19,45,23
"460","scaffold0002:30979452|30986096",9,21,45
"461","scaffold0002:31059182|31060938",32,11,23
"462","scaffold0002:31699811|31704501",9,21,9
"463","scaffold0002:32466851|32491358",38,35,26
"464","scaffold0002:32571846|32589393",4,3,6
"465","scaffold0002:32585451|32589393",41,33,28
"466","scaffold0002:32909537|32911894",178,184,116
"467","scaffold0002:32984178|32985895",2,7,12
"468","scaffold0002:3370331|3371816",8,10,5
"469","scaffold0002:3370331|3373819",33,17,7
"470","scaffold0002:3441932|3447585",416,733,419
"471","scaffold0002:3447456|3448267",10,8,9
"472","scaffold0002:346014|346307",7,8,9
"473","scaffold0002:346014|354025",5,8,12
"474","scaffold0002:3803626|3803898",14,33,21
"475","scaffold0002:38370040|38370527",15,14,3
"476","scaffold0002:38490309|38491475",3,3,5
"477","scaffold0002:38634654|38637350",8,21,7
"478","scaffold0002:38775127|38780060",11,7,6
"479","scaffold0002:3902987|3907310",4,11,13
"480","scaffold0002:3926381|3935240",11,12,8
"481","scaffold0002:41343404|41355332",13,80,29
"482","scaffold0002:4141343|4142926",16,26,14
"483","scaffold0002:4141343|4142942",17,27,5
"484","scaffold0002:4141343|4180376",43,73,36
"485","scaffold0002:4141343|4190473",24,32,6
"486","scaffold0002:4141343|4195906",4,11,3
"487","scaffold0002:41882389|41882839",37,65,122
"488","scaffold0002:41997615|41998949",11,13,16
"489","scaffold0002:42003375|42004824",29,15,11
"490","scaffold0002:42052134|42071680",6,4,2
"491","scaffold0002:42062515|42071680",12,25,14
"492","scaffold0002:42076855|42088704",9,2,2
"493","scaffold0002:42087926|42088704",2,13,8
"494","scaffold0002:42102187|42108146",4,23,20
"495","scaffold0002:42162232|42163035",6,19,2
"496","scaffold0002:43133515|43151233",15,22,4
"497","scaffold0002:43877522|43884213",68,63,43
"498","scaffold0002:45010400|45010763",2,10,11
"499","scaffold0002:45011009|45011601",14,19,24
"500","scaffold0002:45219129|45229930",4,4,2
"501","scaffold0002:46346690|46354201",2,18,20
"502","scaffold0002:4715051|4729699",6,9,13
"503","scaffold0002:4729481|4729699",2,2,2
"504","scaffold0002:48917917|48933209",27,54,42
"505","scaffold0002:48945760|48946548",55,119,63
"506","scaffold0002:48945760|48950233",34,55,43
"507","scaffold0002:48945760|48954394",46,106,68
"508","scaffold0002:50745539|50748201",6,17,30
"509","scaffold0002:51662872|51665457",4,3,6
"510","scaffold0002:5179855|5181063",4,9,16
"511","scaffold0002:52208524|52214371",12,3,18
"512","scaffold0002:52237521|52260969",10,13,7
"513","scaffold0002:52258849|52260969",4,15,16
"514","scaffold0002:52258849|52275656",14,10,21
"515","scaffold0002:52274695|52275656",31,60,35
"516","scaffold0002:5236212|5236914",9,32,25
"517","scaffold0002:52545084|52546014",6,32,16
"518","scaffold0002:5260127|5263685",59,130,88
"519","scaffold0002:5260127|5266360",16,30,12
"520","scaffold0002:52931019|52951416",18,27,3
"521","scaffold0002:53134198|53136851",14,22,11
"522","scaffold0002:53185166|53196670",19,30,8
"523","scaffold0002:53203924|53209222",9,2,4
"524","scaffold0002:53443615|53443972",6,25,23
"525","scaffold0002:53472120|53472614",27,21,9
"526","scaffold0002:53584893|53595583",10,20,19
"527","scaffold0002:53584893|53607789",6,2,6
"528","scaffold0002:53882792|53884565",15,23,14
"529","scaffold0002:54302362|54318118",6,6,2
"530","scaffold0002:54338388|54340948",8,11,5
"531","scaffold0002:54344695|54349128",68,39,25
"532","scaffold0002:54348169|54349128",11,16,11
"533","scaffold0002:54368331|54369238",17,12,3
"534","scaffold0002:54579348|54583626",19,10,9
"535","scaffold0002:54579348|54603767",18,19,7
"536","scaffold0002:54580831|54603767",7,4,2
"537","scaffold0002:54597314|54603767",3,2,6
"538","scaffold0002:54844977|54860075",31,91,48
"539","scaffold0002:54844977|54867688",51,96,99
"540","scaffold0002:54859939|54867688",20,61,21
"541","scaffold0002:54866250|54867688",53,117,70
"542","scaffold0002:56857273|56860432",6,9,7
"543","scaffold0002:56968416|56971520",12,2,11
"544","scaffold0002:57284079|57290069",2,16,31
"545","scaffold0002:5786571|5800822",15,7,2
"546","scaffold0002:57875652|57881940",2,5,7
"547","scaffold0002:57902073|57906043",17,56,28
"548","scaffold0002:58562350|58564141",11,35,36
"549","scaffold0002:59415121|59420961",11,16,7
"550","scaffold0002:59641518|59660836",19,33,34
"551","scaffold0002:59766884|59777423",12,16,8
"552","scaffold0002:60083040|60093894",14,15,3
"553","scaffold0002:60148847|60150393",12,16,7
"554","scaffold0002:60168997|60184449",5,2,5
"555","scaffold0002:60231624|60234383",2,13,30
"556","scaffold0002:60243681|60247064",2,4,2
"557","scaffold0002:6041971|6049058",66,115,64
"558","scaffold0002:6325317|6326898",9,4,4
"559","scaffold0002:6423627|6424158",13,29,26
"560","scaffold0002:6425786|6426420",5,2,2
"561","scaffold0002:64948922|64957858",6,11,3
"562","scaffold0002:65431975|65435299",13,11,29
"563","scaffold0002:65507911|65511646",14,27,16
"564","scaffold0002:65580359|65581919",7,17,15
"565","scaffold0002:65580359|65587871",17,19,8
"566","scaffold0002:65724475|65731616",2,10,12
"567","scaffold0002:65724475|65738768",64,84,41
"568","scaffold0002:65724475|65742091",37,106,49
"569","scaffold0002:66151773|66152502",4,4,7
"570","scaffold0002:66657811|66658231",28,50,23
"571","scaffold0002:70016026|70016352",14,21,38
"572","scaffold0002:71418753|71427452",24,33,62
"573","scaffold0002:73130225|73130476",10,9,19
"574","scaffold0002:73312695|73319226",4,4,2
"575","scaffold0002:7550372|7550683",122,154,159
"576","scaffold0002:76996409|76997462",8,12,33
"577","scaffold0002:77494480|77510428",2,18,8
"578","scaffold0002:77554519|77555729",4,4,15
"579","scaffold0002:7898352|7899470",114,205,131
"580","scaffold0002:79025343|79028173",79,179,93
"581","scaffold0002:79041757|79044950",19,28,12
