"","chrom","start","end","name","n_reads","strand","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category"
"32","NW_017739044.1",878927,929729,"rsi_circ_000049",6,"-",3,6,35,40,"my_test_rsi2",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"33","NW_017739715.1",233033,234550,"rsi_circ_000050",18,"-",8,18,40,40,"my_test_rsi2",18,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"34","NW_017738940.1",7802159,7803712,"rsi_circ_000051",67,"+",40,67,40,40,"my_test_rsi2",67,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"35","NW_017739085.1",1513332,1523156,"rsi_circ_000052",5,"+",1,5,5,35,"my_test_rsi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"36","NW_017738923.1",15002604,15019176,"rsi_circ_000053",3,"-",1,3,40,40,"my_test_rsi2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"37","NW_017739293.1",326474,327438,"rsi_circ_000054",3,"+",1,3,40,40,"my_test_rsi2",3,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"38","NW_017739075.1",1023818,1024963,"rsi_circ_000055",6,"+",2,6,35,40,"my_test_rsi2",6,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"39","NW_017739016.1",1445225,1455155,"rsi_circ_000057",3,"+",1,3,40,5,"my_test_rsi2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"40","NW_017739078.1",3741663,3746118,"rsi_circ_000058",3,"+",2,3,40,40,"my_test_rsi2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"41","NW_017738959.1",9470551,9471168,"rsi_circ_000059",2,"+",1,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"42","NW_017739425.1",1695602,1699415,"rsi_circ_000060",6,"+",3,6,40,40,"my_test_rsi2",6,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"43","NW_017739562.1",294365,296707,"rsi_circ_000061",2,"-",2,2,5,40,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"44","NW_017739116.1",2656272,2657237,"rsi_circ_000062",2,"+",2,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"45","NW_017738954.1",2641390,2655345,"rsi_circ_000064",9,"+",3,9,40,40,"my_test_rsi2",9,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"46","NW_017739019.1",5053109,5056971,"rsi_circ_000065",4,"+",2,4,40,40,"my_test_rsi2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"47","NW_017739104.1",208996,224985,"rsi_circ_000066",7,"+",5,7,40,40,"my_test_rsi2",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"48","NW_017739019.1",3692205,3694740,"rsi_circ_000067",20,"+",9,20,40,40,"my_test_rsi2",20,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"49","NW_017739557.1",383550,383843,"rsi_circ_000070",2,"+",1,2,5,5,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"50","NW_017739364.1",321476,324439,"rsi_circ_000072",3,"+",2,3,40,40,"my_test_rsi2",3,0,2,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"51","NW_017739944.1",71787,74144,"rsi_circ_000076",8,"-",5,8,40,40,"my_test_rsi2",8,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"52","NW_017738951.1",2346771,2350583,"rsi_circ_000077",11,"-",6,11,35,40,"my_test_rsi2",11,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"53","NW_017739305.1",520838,537978,"rsi_circ_000078",135,"+",59,127,40,40,"my_test_rsi2",135,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"54","NW_017739213.1",372042,376207,"rsi_circ_000079",5,"+",4,4,40,40,"my_test_rsi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"55","NW_017739140.1",3477821,3487668,"rsi_circ_000081",2,"+",2,2,35,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"56","NW_017738969.1",2681858,2733188,"rsi_circ_000082",2,"-",2,2,36,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"57","NW_017739194.1",3727020,3747759,"rsi_circ_000086",5,"+",1,5,5,40,"my_test_rsi2",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"58","NW_017739194.1",1809556,1825530,"rsi_circ_000088",2,"+",1,2,40,5,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"59","NW_017738925.1",9888389,9954295,"rsi_circ_000089",2,"-",2,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"60","NW_017739207.1",4991560,5001510,"rsi_circ_000091",3,"-",3,3,40,40,"my_test_rsi2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"61","NW_017739606.1",48605,51700,"rsi_circ_000093",2,"+",2,2,40,40,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"62","NW_017739211.1",2716960,2717708,"rsi_circ_000096",19,"-",10,19,40,40,"my_test_rsi2",19,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"63","NW_017738969.1",1074169,1137728,"rsi_circ_000097",2,"+",2,2,5,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"64","NW_017738925.1",9888389,9922775,"rsi_circ_000098",3,"-",2,3,40,40,"my_test_rsi2",3,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"65","NW_017739315.1",483643,501362,"rsi_circ_000100",2,"+",2,1,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"66","NW_017739147.1",3632316,3632758,"rsi_circ_000101",9,"-",8,8,40,40,"my_test_rsi2",9,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"67","NW_017739130.1",1499604,1504523,"rsi_circ_000102",45,"+",24,43,40,40,"my_test_rsi2",45,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"68","NW_017739107.1",486354,515306,"rsi_circ_000103",2,"+",1,2,40,35,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"69","NW_017739032.1",3450834,3486776,"rsi_circ_000104",3,"-",1,3,5,5,"my_test_rsi2",3,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"70","NW_017739016.1",11320572,11320808,"rsi_circ_000105",4,"-",2,4,35,40,"my_test_rsi2",4,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"71","NW_017739278.1",1112661,1116171,"rsi_circ_000107",5,"+",1,5,40,5,"my_test_rsi2",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"72","NW_017739161.1",343180,344386,"rsi_circ_000109",2,"+",1,2,5,40,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"73","NW_017738986.1",1674172,1696382,"rsi_circ_000112",12,"-",6,11,40,40,"my_test_rsi2",12,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"74","NW_017739096.1",271926,284558,"rsi_circ_000113",2,"-",2,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"75","NW_017739173.1",498512,502416,"rsi_circ_000114",3,"+",1,3,40,40,"my_test_rsi2",3,0,1,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"76","NW_017739272.1",1069369,1075527,"rsi_circ_000116",2,"-",1,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"77","NW_017739161.1",2388410,2390209,"rsi_circ_000118",11,"+",6,11,40,40,"my_test_rsi2",11,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"78","NW_017739281.1",1464883,1480828,"rsi_circ_000119",8,"-",5,8,40,40,"my_test_rsi2",8,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"79","NW_017739003.1",428890,436405,"rsi_circ_000121",7,"-",3,7,40,5,"my_test_rsi2",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"80","NW_017739657.1",248222,257390,"rsi_circ_000122",7,"-",6,7,40,40,"my_test_rsi2",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"81","NW_017739523.1",199191,199817,"rsi_circ_000123",3,"-",1,3,40,5,"my_test_rsi2",3,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"82","NW_017739668.1",178557,195899,"rsi_circ_000124",6,"+",4,6,40,40,"my_test_rsi2",6,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"83","NW_017739944.1",51804,59634,"rsi_circ_000129",5,"-",3,5,40,40,"my_test_rsi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"84","NW_017739291.1",888120,897398,"rsi_circ_000130",2,"+",1,2,40,5,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"85","NW_017738979.1",5449240,5451143,"rsi_circ_000131",2,"+",1,2,40,40,"my_test_rsi2",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"86","NW_017739668.1",41941,43779,"rsi_circ_000133",5,"-",1,5,36,40,"my_test_rsi2",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"87","NW_017739476.1",891986,897244,"rsi_circ_000134",4,"-",1,4,40,40,"my_test_rsi2",4,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"88","NW_017739189.1",185930,190556,"rsi_circ_000135",23,"-",10,23,40,40,"my_test_rsi2",23,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"89","NW_017739595.1",807517,816309,"rsi_circ_000137",2,"-",1,2,40,5,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"90","NW_017739088.1",662586,703092,"rsi_circ_000138",2,"-",1,2,40,5,"my_test_rsi2",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"91","NW_017739671.1",1188853,1195852,"rsi_circ_000139",14,"-",6,12,40,40,"my_test_rsi2",14,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"92","NW_017739016.1",1305514,1344679,"rsi_circ_000140",2,"+",1,2,40,5,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"93","NW_017739251.1",1161282,1162646,"rsi_circ_000142",4,"+",1,4,5,40,"my_test_rsi2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"94","NW_017739562.1",364004,381999,"rsi_circ_000144",4,"-",1,4,40,40,"my_test_rsi2",4,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"95","NW_017738944.1",295883,300127,"rsi_circ_000146",4,"-",1,4,40,40,"my_test_rsi2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"96","NW_017739001.1",1909120,1947129,"rsi_circ_000147",3,"-",1,3,5,5,"my_test_rsi2",3,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"97","NW_017739649.1",279262,294069,"rsi_circ_000148",5,"+",1,5,35,35,"my_test_rsi2",5,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"98","NW_017739167.1",3143974,3168678,"rsi_circ_000151",7,"-",4,7,40,40,"my_test_rsi2",7,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"99","NW_017739570.1",77985,80992,"rsi_circ_000152",2,"-",1,2,5,5,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"100","NW_017738943.1",11858401,11874259,"rsi_circ_000153",2,"+",1,2,40,40,"my_test_rsi2",2,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"101","NW_017738946.1",5200713,5243683,"rsi_circ_000155",25,"+",12,22,40,40,"my_test_rsi2",25,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"102","NW_017739360.1",533410,537090,"rsi_circ_000156",4,"-",2,4,40,40,"my_test_rsi2",4,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"103","NW_017739111.1",5704439,5704883,"rsi_circ_000157",5,"+",2,5,5,40,"my_test_rsi2",5,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"104","NW_017739489.1",476834,487211,"rsi_circ_000158",13,"-",6,11,40,40,"my_test_rsi2",13,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"105","NW_017739293.1",1229684,1242261,"rsi_circ_000159",4,"-",2,4,40,40,"my_test_rsi2",4,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"106","NW_017739052.1",1507648,1508841,"rsi_circ_000160",4,"+",2,4,40,40,"my_test_rsi2",4,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
"107","NW_017739088.1",7940598,7967049,"rsi_circ_000164",3,"+",1,3,40,40,"my_test_rsi2",3,0,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP"
"108","NW_017738967.1",729943,730106,"rsi_circ_000165",2,"-",2,2,40,40,"my_test_rsi2",2,2,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,UNAMBIGUOUS_BP"
"109","NW_017739525.1",489428,489605,"rsi_circ_000166",2,"-",2,2,37,5,"my_test_rsi2",2,1,0,1,"GTAG",NA,"ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,UNAMBIGUOUS_BP"
