"","chrom","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSize","exonOffsets","readNumber","circType","geneName","isoformName","index","flankIntron","FPBcirc","FPBlinear","CIRCscore"
"18","NW_017739820.1",88842,94645,"circular_RNA/17",0,"+",88842,88842,"0,0,0",4,"67,99,207,153","0,3198,4043,5650",17,"circRNA","gene-HUWE1","rna-XM_019718905.1","4,5,6,7","NW_017739820.1:64314-88842|NW_017739820.1:94645-114913",2.82770988695,0.923377361273,3.04026003275
"19","NW_017739820.1",143596,145935,"circular_RNA/5",0,"+",143596,143596,"0,0,0",4,"107,178,92,212","0,399,1448,2127",5,"circRNA","gene-HUWE1","rna-XM_019718905.1","21,22,23,24","NW_017739820.1:126024-143596|NW_017739820.1:145935-151110",0.831679378514,0.923377361273,0.901756795736
"20","NW_017739820.1",156383,161316,"circular_RNA/4",1,"+",156383,156383,"0,0,0",4,"246,134,95,192","0,1444,2322,4741",4,"circRNA","gene-HUWE1","rna-XM_019718905.1","27,28,29,30","NW_017739820.1:152324-156383|NW_017739820.1:161316-163389",0.665343502811,0.923377361273,0.723548192652
"21","NW_017739820.1",199791,200965,"circular_RNA/9",0,"+",199791,199791,"0,0,0",3,"99,134,169","0,686,1005",9,"circRNA","gene-HUWE1","rna-XM_019718905.1","54,55,56","NW_017739820.1:198977-199791|NW_017739820.1:200965-202270",1.49702288132,0.923377361273,1.61459120807
"22","NW_017739356.1",504708,511341,"circular_RNA/10",1,"+",504708,504708,"0,0,0",5,"200,122,214,180,147","0,821,1270,4173,6486",10,"circRNA","gene-LOC109460554","rna-XM_019756062.1","50,51,52,53,54","NW_017739356.1:503525-504708|NW_017739356.1:511341-512689",1.66335875703,0.431509010881,3.79008970551
"23","NW_017739356.1",543940,544424,"circular_RNA/1",1,"+",543940,543940,"0,0,0",2,"204,195","0,289",1,"circRNA","gene-LOC109460554","rna-XM_019756062.1","72,73","NW_017739356.1:539337-543940|NW_017739356.1:544424-548317",0.166335875703,0.431509010881,0.399393605469
"24","NW_017739356.1",572588,573641,"circular_RNA/7",0,"-",572588,572588,"0,0,0",2,"121,138","0,915",7,"circRNA","gene-SMURF1","rna-XM_019756012.1","16,15","NW_017739356.1:571151-572588|NW_017739356.1:573641-575341",1.16435112992,0.0519799611571,18.9472711502
"25","NW_017739356.1",575341,576865,"circular_RNA/12",1,"-",575341,575341,"0,0,0",2,"179,115","0,1409",12,"circRNA","gene-SMURF1","rna-XM_019756012.1","14,13","NW_017739356.1:573641-575341|NW_017739356.1:576865-584704",1.99603050843,0.0519799611571,32.3657916362
"26","NW_017739356.1",2252898,2253236,"circular_RNA/1",0,"+",2252898,2252898,"0,0,0",1,"338","0",1,"circRNA","gene-CDC42SE2","rna-XM_019756133.1","3","NW_017739356.1:2226039-2252898|NW_017739356.1:2253236-2281856",0.166335875703,0.133068700562,1.2325258775
"27","NW_017739356.1",2416071,2466182,"circular_RNA/10",1,"-",2416071,2416071,"0,0,0",5,"144,70,84,57,71","0,20373,45042,48864,50040",10,"circRNA","gene-RAPGEF6","rna-XM_019756030.1","6,5,4,3,2","NW_017739356.1:2391217-2416071|NW_017739356.1:2466182-2490384",1.66335875703,0.0914847316365,16.4887735332
"28","NW_017739356.1",2461113,2466182,"circular_RNA/7",1,"-",2461113,2461113,"0,0,0",3,"84,57,71","0,3822,4998",7,"circRNA","gene-RAPGEF6","rna-XM_019756030.1","4,3,2","NW_017739356.1:2436514-2461113|NW_017739356.1:2466182-2490384",1.16435112992,0.0914847316365,11.5717025703
"29","NW_017739356.1",2554527,2557722,"circular_RNA/3",0,"-",2554527,2554527,"0,0,0",3,"75,101,135","0,339,3060",3,"circRNA","gene-FNIP1","rna-XM_019756043.1","5,4,3","NW_017739356.1:2548817-2554527|NW_017739356.1:2557722-2569015",0.499007627108,0.28514721549,1.7245889522
"30","NW_017739356.1",2554527,2569142,"circular_RNA/7",0,"-",2554527,2554527,"0,0,0",4,"75,101,135,127","0,339,3060,14488",7,"circRNA","gene-FNIP1","rna-XM_019756043.1","5,4,3,2","NW_017739356.1:2548817-2554527|NW_017739356.1:2569142-2611077",1.16435112992,0.28514721549,3.9788656924
"31","NW_017739356.1",3069993,3071495,"circular_RNA/3",0,"+",3069993,3069993,"0,0,0",2,"172,127","0,1375",3,"circRNA","gene-SLC22A5","rna-XM_019756078.1","4,5","NW_017739356.1:3068985-3069993|NW_017739356.1:3071495-3073212",0.499007627108,2.80922812298,0.180548577449
"32","NW_017739356.1",3230870,3236030,"circular_RNA/8",1,"+",3230870,3230870,"0,0,0",2,"152,186","0,4974",8,"circRNA","gene-RAD50","rna-XM_019756108.1","3,4","NW_017739356.1:3216615-3230870|NW_017739356.1:3236030-3236362",1.33068700562,0.0289279783831,34.440190868
"33","NW_017739146.1",156251,164842,"circular_RNA/2",1,"+",156251,156251,"0,0,0",4,"141,25,101,74","0,3806,7124,8517",2,"circRNA","gene-IGSF5","rna-XM_019745747.1","5,6,7,8","NW_017739146.1:147363-156251|NW_017739146.1:164842-172256",0.332671751405,0.977223269754,0.347106639302
"34","NW_017739146.1",1228406,1254304,"circular_RNA/1",1,"+",1228406,1228406,"0,0,0",7,"89,217,129,135,102,150,169","0,8615,12113,13392,14985,20052,25729",1,"circRNA","gene-BACE2","rna-XM_019745755.1","2,3,4,5,6,7,8","NW_017739146.1:1191336-1228406|NW_017739146.1:1254304-1274229",0.166335875703,0.395047704794,0.435345944727
"35","NW_017739146.1",1406929,1410563,"circular_RNA/73",0,"-",1406929,1406929,"0,0,0",4,"96,176,172,44","0,1223,2602,3590",73,"circRNA","gene-TMPRSS2","rna-XM_019745778.1","11,10,9,8","NW_017739146.1:1404901-1406929|NW_017739146.1:1410563-1413074",12.1425189263,2.42375133167,4.99332810553
"36","NW_017739146.1",1419578,1427603,"circular_RNA/8",0,"-",1419578,1419578,"0,0,0",4,"120,87,223,71","0,869,5103,7954",8,"circRNA","gene-TMPRSS2","rna-XM_019745778.1","5,4,3,2","NW_017739146.1:1414460-1419578|NW_017739146.1:1427603-1435844",1.33068700562,2.42375133167,0.550872633606
"37","NW_017739146.1",2412314,2417643,"circular_RNA/2",1,"-",2412314,2412314,"0,0,0",5,"65,99,61,113,157","0,1589,2410,4435,5172",2,"circRNA","gene-WDR4","rna-XM_019745670.1","6,5,4,3,2","NW_017739146.1:2411534-2412314|NW_017739146.1:2417643-2423121",0.332671751405,1.77979387002,0.191458780335
"38","NW_017739146.1",2496953,2498944,"circular_RNA/6",1,"+",2496953,2496953,"0,0,0",2,"172,171","0,1820",6,"circRNA","gene-PKNOX1","rna-XM_019745678.1","4,5","NW_017739146.1:2494911-2496953|NW_017739146.1:2498944-2504138",0.998015254216,0.31755030816,3.07743643985
"39","NW_017739146.1",2845375,2859848,"circular_RNA/22",0,"-",2845375,2845375,"0,0,0",4,"118,133,150,104","0,9355,11196,14369",22,"circRNA","gene-HSF2BP","rna-XM_019745744.1","6,5,4,3","NW_017739146.1:2835590-2845375|NW_017739146.1:2859848-2870825",3.65938926546,1.08118319207,3.36276190114
"40","NW_017739146.1",2854730,2856721,"circular_RNA/8",0,"-",2854730,2854730,"0,0,0",2,"133,150","0,1841",8,"circRNA","gene-HSF2BP","rna-XM_019745744.1","5,4","NW_017739146.1:2845493-2854730|NW_017739146.1:2856721-2859744",1.33068700562,1.08118319207,1.22865437753
"41","NW_017739146.1",2854730,2859848,"circular_RNA/39",0,"-",2854730,2854730,"0,0,0",3,"133,150,104","0,1841,5014",39,"circRNA","gene-HSF2BP","rna-XM_019745744.1","5,4,3","NW_017739146.1:2845493-2854730|NW_017739146.1:2859848-2870825",6.48709915241,1.08118319207,5.95417817982
"42","NW_017739146.1",2856571,2859848,"circular_RNA/1",0,"-",2856571,2856571,"0,0,0",2,"150,104","0,3173",1,"circRNA","gene-HSF2BP","rna-XM_019745744.1","4,3","NW_017739146.1:2854863-2856571|NW_017739146.1:2859848-2870825",0.166335875703,1.08118319207,0.161600615721
"43","NW_017739146.1",3123831,3128516,"circular_RNA/24",0,"+",3123831,3123831,"0,0,0",2,"82,136","0,4549",24,"circRNA","gene-TRAPPC10","rna-XM_019745722.1","1,2","None|NW_017739146.1:3128516-3139455",3.99206101687,1.23284237286,3.22008736125
"44","NW_017739146.1",3157941,3161922,"circular_RNA/76",1,"+",3157941,3157941,"0,0,0",4,"77,92,141,113","0,854,3418,3868",76,"circRNA","gene-TRAPPC10","rna-XM_019745722.1","9,10,11,12","NW_017739146.1:3156974-3157941|NW_017739146.1:3161922-3164226",12.6415265534,1.23284237286,10.1795101532
"45","NW_017739146.1",3189170,3191796,"circular_RNA/3",1,"+",3189170,3189170,"0,0,0",4,"113,95,100,144","0,1209,1652,2482",3,"circRNA","gene-PWP2","rna-XM_019745764.1","2,3,4,5","NW_017739146.1:3188466-3189170|NW_017739146.1:3191796-3192599",0.499007627108,0.806728997158,0.623227078846
"46","NW_017739146.1",3364259,3365792,"circular_RNA/3",0,"-",3364259,3364259,"0,0,0",2,"94,172","0,1361",3,"circRNA","gene-CUNH21orf2","rna-XM_019745775.1","6,5","NW_017739146.1:3363718-3364259|NW_017739146.1:3365792-3366802",0.499007627108,0.526730273059,0.948349017481
"47","NW_017739397.1",45847,47951,"circular_RNA/1",0,"-",45847,45847,"0,0,0",4,"112,149,113,81","0,354,678,2023",1,"circRNA","gene-CYTH3","rna-XM_019757554.1","9,8,7,6","NW_017739397.1:40731-45847|NW_017739397.1:47951-48393",0.166335875703,0.346533074381,0.494584902142
"48","NW_017739397.1",802225,806277,"circular_RNA/1",0,"-",802225,802225,"0,0,0",5,"119,109,78,126,139","0,417,914,1466,3913",1,"circRNA","gene-EIF3B","rna-XM_019757570.1","18,17,16,15,14","NW_017739397.1:801434-802225|NW_017739397.1:806277-807109",0.166335875703,0.42508057124,0.405294760004
"49","NW_017739397.1",808841,811555,"circular_RNA/1",0,"-",808841,808841,"0,0,0",3,"123,73,211","0,940,2503",1,"circRNA","gene-EIF3B","rna-XM_019757570.1","12,11,10","NW_017739397.1:807188-808841|NW_017739397.1:811555-812593",0.166335875703,0.42508057124,0.405294760004
"50","NW_017739350.1",333723,337791,"circular_RNA/1",1,"+",333723,333723,"0,0,0",3,"78,120,145","0,152,3923",1,"circRNA","gene-SMCHD1","rna-XM_019755744.1","18,19,20","NW_017739350.1:325003-333723|NW_017739350.1:337791-349368",0.166335875703,0.123867141481,1.31724539534
"51","NW_017739350.1",2675845,2681280,"circular_RNA/3",0,"-",2675845,2675845,"0,0,0",2,"198,185","0,5250",3,"circRNA","gene-EPB41L3","rna-XM_019755724.1","3,2","NW_017739350.1:2640819-2675845|NW_017739350.1:2681280-2735392",0.499007627108,0.0127950673617,22.3297268234
"52","NW_017739350.1",3959062,3962101,"circular_RNA/11",0,"+",3959062,3959062,"0,0,0",2,"203,218","0,2821",11,"circRNA","gene-ARHGAP28","rna-XM_019755792.1","2,3","NW_017739350.1:3855869-3959062|NW_017739350.1:3962101-3967562",1.82969463273,1.07563866288,1.69457361425
"53","NW_017739350.1",3959062,3973052,"circular_RNA/13",0,"+",3959062,3959062,"0,0,0",4,"203,227,93,93","0,2821,8500,13897",13,"circRNA","gene-ARHGAP28","rna-XM_019755791.1","2,3,4,5","NW_017739350.1:3855869-3959062|NW_017739350.1:3973052-3979591",2.16236638414,1.07563866288,2.00100314996
"54","NW_017739350.1",3959062,3979681,"circular_RNA/4",0,"+",3959062,3959062,"0,0,0",5,"203,227,93,93,90","0,2821,8500,13897,20529",4,"circRNA","gene-ARHGAP28","rna-XM_019755791.1","2,3,4,5,6","NW_017739350.1:3855869-3959062|NW_017739350.1:3979681-3990241",0.665343502811,1.07563866288,0.6220702393
"55","NW_017739350.1",3979591,4006018,"circular_RNA/2",0,"+",3979591,3979591,"0,0,0",7,"90,85,143,166,92,78,163","0,10650,11489,14098,14370,16782,26264",2,"circRNA","gene-ARHGAP28","rna-XM_019755791.1","6,7,8,9,10,11,12","NW_017739350.1:3973052-3979591|NW_017739350.1:4006018-4011708",0.332671751405,1.07563866288,0.315640703598
"56","NW_017739350.1",4005855,4014894,"circular_RNA/5",1,"+",4005855,4005855,"0,0,0",4,"163,83,198,114","0,5853,8373,8925",5,"circRNA","gene-ARHGAP28","rna-XM_019755791.1","12,13,14,15","NW_017739350.1:3996451-4005855|NW_017739350.1:4014894-4020600",0.831679378514,1.07563866288,0.775285007151
"57","NW_017739350.1",4081873,4082350,"circular_RNA/6",1,"-",4081873,4081873,"0,0,0",2,"171,115","0,362",6,"circRNA","gene-LAMA1","rna-XM_019755789.1","53,52","NW_017739350.1:4078818-4081873|NW_017739350.1:4082350-4084003",0.998015254216,0.0295112037537,25.5121372788
"58","NW_017739350.1",5595094,5601668,"circular_RNA/28",1,"+",5595094,5595094,"0,0,0",2,"61,139","0,6435",28,"circRNA","gene-RAB12","rna-XM_019755758.1","2,3","NW_017739350.1:5577406-5595094|NW_017739350.1:5601668-5603756",4.65740451968,0,466.740451968
"59","NW_017739451.1",204931,205536,"circular_RNA/60",1,"-",204931,204931,"0,0,0",3,"193,77,79","0,274,526",60,"circRNA","gene-ADAM15","rna-XM_019711805.1","6,5,4","NW_017739451.1:204209-204931|NW_017739451.1:205536-206032",9.98015254216,2.63642362989,3.77496347498
"60","NW_017739451.1",422356,422775,"circular_RNA/13",1,"+",422356,422356,"0,0,0",1,"419","0",13,"circRNA","gene-KCNN3","rna-XM_019711849.1","4","NW_017739451.1:386167-422356|NW_017739451.1:422775-453482",2.16236638414,0.0237622679575,64.3430230124
"61","NW_017739257.1",599747,605628,"circular_RNA/6",0,"-",599747,599747,"0,0,0",4,"168,119,126,347","0,4166,4952,5534",6,"circRNA","gene-PRPF39","rna-XM_019751716.1","5,4,3,2","NW_017739257.1:595532-599747|NW_017739257.1:605628-617522",0.998015254216,0.29428654932,3.31271709666
"62","NW_017739257.1",603913,604825,"circular_RNA/1",0,"-",603913,603913,"0,0,0",2,"119,126","0,786",1,"circRNA","gene-PRPF39","rna-XM_019751716.1","4,3","NW_017739257.1:599915-603913|NW_017739257.1:604825-605281",0.166335875703,0.29428654932,0.579505982427
"63","NW_017739257.1",662851,669067,"circular_RNA/2",0,"-",662851,662851,"0,0,0",4,"101,233,263,306","0,3079,4484,5910",2,"circRNA","gene-FAM179B","rna-XM_019751712.1","7,6,5,4","NW_017739257.1:656444-662851|NW_017739257.1:669067-674951",0.332671751405,0.00792075598584,19.1215008829
"64","NW_017739365.1",269216,277007,"circular_RNA/2",0,"+",269216,269216,"0,0,0",6,"69,160,110,66,18,227","0,1409,3506,5892,7214,7564",2,"circRNA","gene-MGRN1","rna-XM_019756444.1","9,10,11,12,13,14","NW_017739365.1:267834-269216|NW_017739365.1:277007-278055",0.332671751405,0.362025141235,0.921098370576
"65","NW_017739365.1",276780,280203,"circular_RNA/4",1,"+",276780,276780,"0,0,0",4,"227,118,46,99","0,1275,1687,3324",4,"circRNA","gene-MGRN1","rna-XM_019756444.1","14,15,16,17","NW_017739365.1:276448-276780|NW_017739365.1:280203-282474",0.665343502811,0.362025141235,1.81531683738
"66","NW_017738943.1",726412,736514,"circular_RNA/1",0,"-",726412,726412,"0,0,0",5,"65,134,122,99,142","0,4385,8801,9329,9960",1,"circRNA","gene-FAM192A","rna-XM_019754204.1","6,5,4,3,2","NW_017738943.1:719395-726412|NW_017738943.1:736514-745981",0.166335875703,0.499007627108,0.346430714025
"67","NW_017738943.1",937605,938162,"circular_RNA/2",0,"+",937605,937605,"0,0,0",2,"156,54","0,503",2,"circRNA","gene-COQ9","rna-XM_019754372.1","7,8","NW_017738943.1:936341-937605|NW_017738943.1:938162-938492",0.332671751405,4.65740451968,0.0734180527872
"68","NW_017738943.1",980969,982187,"circular_RNA/3",0,"-",980969,980969,"0,0,0",2,"104,171","0,1047",3,"circRNA","gene-CCDC102A","rna-XM_019754422.1","8,7","NW_017738943.1:978546-980969|NW_017738943.1:982187-983659",0.499007627108,0.0415839689257,9.86755454667
"69","NW_017738943.1",1085094,1087203,"circular_RNA/4",1,"+",1085094,1085094,"0,0,0",5,"132,117,46,104,119","0,480,821,1121,1990",4,"circRNA","gene-ADGRG1","rna-XM_019754445.1","6,7,8,9,10","NW_017738943.1:1084331-1085094|NW_017738943.1:1087203-1088589",0.665343502811,2.32870225984,0.288768482593
"70","NW_017738943.1",1331729,1338506,"circular_RNA/2",1,"+",1331729,1331729,"0,0,0",5,"167,184,54,106,84","0,1670,3006,5314,6693",2,"circRNA","gene-USB1","rna-XM_019754692.1","2,3,4,5,6","NW_017738943.1:1329618-1331729|NW_017738943.1:1338506-1339608",0.332671751405,0.110890583802,2.83456114304
"71","NW_017738943.1",1650582,1651174,"circular_RNA/1",1,"-",1650582,1650582,"0,0,0",2,"111,117","0,475",1,"circRNA","gene-CNOT1","rna-XM_019754937.1","27,26","NW_017738943.1:1650250-1650582|NW_017738943.1:1651174-1652766",0.166335875703,0.630690195373,0.275227991589
"72","NW_017738943.1",1665972,1669030,"circular_RNA/5",0,"-",1665972,1665972,"0,0,0",3,"241,128,171","0,2356,2887",5,"circRNA","gene-CNOT1","rna-XM_019754937.1","13,12,11","NW_017738943.1:1664367-1665972|NW_017738943.1:1669030-1672842",0.831679378514,0.630690195373,1.31370728722
"73","NW_017738943.1",1668328,1677243,"circular_RNA/5",0,"-",1668328,1668328,"0,0,0",10,"128,171,111,127,169,204,55,69,99,108","0,531,4514,4771,5842,6907,7555,7699,8137,8807",5,"circRNA","gene-CNOT1","rna-XM_019754937.1","12,11,10,9,8,7,6,5,4,3","NW_017738943.1:1666213-1668328|NW_017738943.1:1677243-1682990",0.831679378514,0.630690195373,1.31370728722
"74","NW_017738943.1",7464466,7464716,"circular_RNA/1",1,"-",7464466,7464466,"0,0,0",2,"50,115","0,135",1,"circRNA","gene-NAE1","rna-XM_019755273.1","19,18","NW_017738943.1:7463416-7464466|NW_017738943.1:7464716-7466525",0.166335875703,0.0175090395477,6.4101065905
"75","NW_017738943.1",8413720,8418937,"circular_RNA/7",0,"+",8413720,8413720,"0,0,0",2,"200,173","0,5044",7,"circRNA","gene-NFATC3","rna-XM_019756387.1","4,5","NW_017738943.1:8399430-8413720|NW_017738943.1:8418937-8422089",1.16435112992,0.0623759533885,16.2257086082
"76","NW_017738943.1",8418764,8422230,"circular_RNA/1",1,"+",8418764,8418764,"0,0,0",2,"173,141","0,3325",1,"circRNA","gene-NFATC3","rna-XM_019756387.1","5,6","NW_017738943.1:8413920-8418764|NW_017738943.1:8422230-8426669",0.166335875703,0.0623759533885,2.43638760455
"77","NW_017738943.1",8533678,8535272,"circular_RNA/14",0,"+",8533678,8533678,"0,0,0",2,"150,109","0,1485",14,"circRNA","gene-PRMT7","rna-XM_019756442.1","4,5","NW_017738943.1:8526833-8533678|NW_017738943.1:8535272-8541330",2.32870225984,1.23712307554,1.87527783401
"78","NW_017738943.1",8541330,8552120,"circular_RNA/2",1,"+",8541330,8541330,"0,0,0",8,"113,242,181,128,136,84,48,90","0,3229,3693,6535,7082,8147,8627,10700",2,"circRNA","gene-PRMT7","rna-XM_019756442.1","6,7,8,9,10,11,12,13","NW_017738943.1:8535272-8541330|NW_017738943.1:8552120-8555317",0.332671751405,1.23712307554,0.274769794679
"79","NW_017738943.1",9165778,9175029,"circular_RNA/7",1,"+",9165778,9165778,"0,0,0",2,"214,211","0,9040",7,"circRNA","gene-SNTB2","rna-XM_019756820.1","3,4","NW_017738943.1:9125878-9165778|NW_017738943.1:9175029-9181022",1.16435112992,0.565541977389,2.0404265476
"80","NW_017738943.1",9165778,9181165,"circular_RNA/5",1,"+",9165778,9165778,"0,0,0",3,"214,211,143","0,9040,15244",5,"circRNA","gene-SNTB2","rna-XM_019756820.1","3,4,5","NW_017738943.1:9125878-9165778|NW_017738943.1:9181165-9192604",0.831679378514,0.565541977389,1.46241179893
"81","NW_017738943.1",9174818,9181165,"circular_RNA/1",1,"+",9174818,9174818,"0,0,0",2,"211,143","0,6204",1,"circRNA","gene-SNTB2","rna-XM_019756820.1","4,5","NW_017738943.1:9165992-9174818|NW_017738943.1:9181165-9192604",0.166335875703,0.565541977389,0.306382301605
"82","NW_017738943.1",9174818,9192801,"circular_RNA/1",1,"+",9174818,9174818,"0,0,0",3,"211,143,197","0,6204,17786",1,"circRNA","gene-SNTB2","rna-XM_019756820.1","4,5,6","NW_017738943.1:9165992-9174818|NW_017738943.1:9192801-9202010",0.166335875703,0.565541977389,0.306382301605
"83","NW_017738943.1",9545636,9552498,"circular_RNA/15",0,"+",9545636,9545636,"0,0,0",3,"85,148,122","0,6244,6740",15,"circRNA","gene-WWP2","rna-XM_019757040.1","2,3,4","NW_017738943.1:9527986-9545636|NW_017738943.1:9552498-9580052",2.49503813554,0.142573607745,16.4185547721
"84","NW_017738943.1",10822868,10823100,"circular_RNA/1",1,"+",10822868,10822868,"0,0,0",1,"232","0",1,"circRNA","gene-ZFHX3","rna-XM_019753559.1","4","NW_017738943.1:10769916-10822868|NW_017738943.1:10823100-10876829",0.166335875703,0.0151214432457,7.01933698547
"85","NW_017738943.1",11619942,11630638,"circular_RNA/40",0,"+",11619942,11619942,"0,0,0",2,"204,125","0,10571",40,"circRNA","gene-AP1G1","rna-XM_019757348.1","2,3","NW_017738943.1:11598387-11619942|NW_017738943.1:11630638-11635076",6.65343502811,0.714265819194,9.20026163257
"86","NW_017738943.1",11619942,11647036,"circular_RNA/3",0,"+",11619942,11619942,"0,0,0",11,"204,125,142,97,77,9,96,81,99,56,114","0,10571,15134,17240,18829,19741,22113,22866,23148,25782,26980",3,"circRNA","gene-AP1G1","rna-XM_019757348.1","2,3,4,5,6,7,8,9,10,11,12","NW_017738943.1:11598387-11619942|NW_017738943.1:11647036-11650003",0.499007627108,0.714265819194,0.702791176414
"87","NW_017738943.1",11650003,11658738,"circular_RNA/2",0,"+",11650003,11650003,"0,0,0",8,"141,55,123,90,128,105,142,127","0,863,4871,5180,5875,6950,8268,8608",2,"circRNA","gene-AP1G1","rna-XM_019757348.1","13,14,15,16,17,18,19,20","NW_017738943.1:11647036-11650003|NW_017738943.1:11658738-11663420",0.332671751405,0.714265819194,0.473129812734
