"gene_id","new_gene_name","identity","evalue","bitscore","ref_species","ref_gene_id","original_name"
"ENSMFUG00001037300244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_192_5d71f2e7"
"ENSMFUG00001037300244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_192_5d71f2e7"
"ENSMFUG00001037400244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_64_5d769ab4"
"ENSMFUG00001037400244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_64_5d769ab4"
"ENSMFUG00001037400244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_64_5d769ab4"
"ENSMFUG00001037400244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_64_5d769ab4"
"ENSMFUG00001037400244","Ano2",82.895,1.18e-30,136,"mmu","ENSMUSG00000038115.17","novel_gene_64_5d769ab4"
"ENSMFUG00001050700244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_83_5d846b90"
"ENSMFUG00001050700244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_83_5d846b90"
"ENSMFUG00001050700244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_83_5d846b90"
"ENSMFUG00001050800244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_84_5d769ab4"
"ENSMFUG00001050800244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_84_5d769ab4"
"ENSMFUG00001050800244","Grin2b",98.515,1.44e-134,428,"mmu","ENSMUSG00000030209.15","novel_gene_84_5d769ab4"
"ENSMFUG00001054500074","UNKNOWN",58.242,2.53e-30,115,"mma","ENSMMUG00000062666.1","novel_gene_2317_5d71f2e7"
"ENSMFUG00001054500074","UNKNOWN",52.941,2.77e-30,115,"mma","ENSMMUG00000052465.1","novel_gene_2317_5d71f2e7"
"ENSMFUG00001057200244","Itpr2",83.75,8.12e-32,135,"mmu","ENSMUSG00000030287.16","novel_gene_271_5d71f2e7"
"ENSMFUG00001062500244","PDZRN4",93.907,0,1527,"hsa","ENSG00000165966.16","novel_gene_413_5d846b90"
"ENSMFUG00001062500244","PDZRN4",93.907,0,1527,"hsa","ENSG00000165966.16","novel_gene_413_5d846b90"
"ENSMFUG00001062600244","PDZRN4",93.907,0,1527,"hsa","ENSG00000165966.16","novel_gene_435_5d769ab4"
"ENSMFUG00001062600244","PDZRN4",93.907,0,1527,"hsa","ENSG00000165966.16","novel_gene_435_5d769ab4"
"ENSMFUG00001062900014","GVQW3",54.237,3.94e-14,69.3,"hsa","ENSG00000179240.13","novel_gene_1732_5d71f2e7"
"ENSMFUG00001063900234","TMEM117",95.914,0,983,"mma","ENSMMUG00000000205.4","novel_gene_415_5d846b90"
"ENSMFUG00001063900234","TMEM117",95.914,0,983,"mma","ENSMMUG00000000205.4","novel_gene_415_5d846b90"
"ENSMFUG00001064000234","TMEM117",95.914,0,983,"mma","ENSMMUG00000000205.4","novel_gene_436_5d769ab4"
"ENSMFUG00001064000234","TMEM117",95.914,0,983,"mma","ENSMMUG00000000205.4","novel_gene_436_5d769ab4"
"ENSMFUG00001064200244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_295_5d71f2e7"
"ENSMFUG00001064200244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_295_5d71f2e7"
"ENSMFUG00001064200244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_295_5d71f2e7"
"ENSMFUG00001064200244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_295_5d71f2e7"
"ENSMFUG00001064200244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_295_5d71f2e7"
"ENSMFUG00001064300244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_95_5d846b90"
"ENSMFUG00001064300244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_95_5d846b90"
"ENSMFUG00001064300244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_95_5d846b90"
"ENSMFUG00001064300244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_95_5d846b90"
"ENSMFUG00001064300244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_95_5d846b90"
"ENSMFUG00001064400244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_97_5d769ab4"
"ENSMFUG00001064400244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_97_5d769ab4"
"ENSMFUG00001064400244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_97_5d769ab4"
"ENSMFUG00001064400244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_97_5d769ab4"
"ENSMFUG00001064400244","NELL2",84.722,1.76e-39,145,"hsa","ENSG00000184613.11","novel_gene_97_5d769ab4"
"ENSMFUG00001073000074","UNKNOWN",56.25,9.74e-23,94,"mma","ENSMMUG00000057534.1","novel_gene_1813_5d71f2e7"
"ENSMFUG00001073000074","UNKNOWN",56.25,9.94e-23,94,"mma","ENSMMUG00000052584.1","novel_gene_1813_5d71f2e7"
"ENSMFUG00001073200084","UNKNOWN",60.741,2.44e-51,175,"mma","ENSMMUG00000064013.1","novel_gene_1815_5d71f2e7"
"ENSMFUG00001073200084","UNKNOWN",61.94,1.23e-50,175,"mma","ENSMMUG00000065160.1","novel_gene_1815_5d71f2e7"
"ENSMFUG00001093000054","TIGD1",75.969,1.07e-52,178,"hsa","ENSG00000221944.9","novel_gene_2377_5d71f2e7"
"ENSMFUG00001098600174","UNKNOWN",51.852,2.07e-52,170,"mma","ENSMMUG00000056683.1","novel_gene_2401_5d71f2e7"
"ENSMFUG00001099000024","UNKNOWN",56.14,8.68e-07,47.8,"mma","ENSMMUG00000050249.1","novel_gene_1913_5d71f2e7"
"ENSMFUG00001104700104","UNKNOWN",65.089,1.79e-72,232,"mma","ENSMMUG00000059598.1","novel_gene_441_5d71f2e7"
"ENSMFUG00001104700104","UNKNOWN",65.854,8.02e-72,232,"mma","ENSMMUG00000060115.1","novel_gene_441_5d71f2e7"
"ENSMFUG00001108800244","NAV3",94.245,0,4278,"hsa","ENSG00000067798.16","novel_gene_421_5d846b90"
"ENSMFUG00001108900244","NAV3",94.245,0,4278,"hsa","ENSG00000067798.16","novel_gene_448_5d769ab4"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110500244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_136_5d846b90"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110602243","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_139_5d769ab4"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001110700244","PPFIA2",100,8.31e-48,172,"hsa","ENSG00000139220.17","novel_gene_467_5d71f2e7"
"ENSMFUG00001114000034","UNKNOWN",56.897,6.92e-09,54.7,"mma","ENSMMUG00000050249.1","novel_gene_2034_5d71f2e7"
"ENSMFUG00001116500114","UNKNOWN",63.768,9.04e-24,93.6,"mma","ENSMMUG00000049479.1","novel_gene_2058_5d71f2e7"
"ENSMFUG00001121100164","UNKNOWN",71.795,7.94e-12,67.4,"mma","ENSMMUG00000050039.1","novel_gene_536_5d71f2e7"
"ENSMFUG00001121100164","UNKNOWN",71.795,7.94e-12,67.4,"mma","ENSMMUG00000050039.1","novel_gene_536_5d71f2e7"
"ENSMFUG00001122500064","UNKNOWN",52.066,2.5e-25,101,"mma","ENSMMUG00000061144.1","novel_gene_2106_5d71f2e7"
"ENSMFUG00001122500064","UNKNOWN",51.24,2.6e-25,101,"mma","ENSMMUG00000049397.1","novel_gene_2106_5d71f2e7"
"ENSMFUG00001122500064","UNKNOWN",51.639,3.24e-25,101,"mma","ENSMMUG00000062666.1","novel_gene_2106_5d71f2e7"
"ENSMFUG00001122500064","UNKNOWN",51.24,3.25e-25,101,"mma","ENSMMUG00000065160.1","novel_gene_2106_5d71f2e7"
"ENSMFUG00001122500064","UNKNOWN",51.24,3.39e-25,101,"mma","ENSMMUG00000059101.1","novel_gene_2106_5d71f2e7"
"ENSMFUG00001123400244","CACNA1C",93.143,0,3502,"hsa","ENSG00000151067.23","novel_gene_2602_5d71f2e7"
"ENSMFUG00001123400244","CACNA1C",93.143,0,3502,"hsa","ENSG00000285479.3","novel_gene_2602_5d71f2e7"
"ENSMFUG00001124200094","UNKNOWN",59.167,9.19e-44,154,"mma","ENSMMUG00000059598.1","novel_gene_2140_5d71f2e7"
"ENSMFUG00001125400074","UNKNOWN",54.286,3.13e-16,74.7,"mma","ENSMMUG00000051248.1","novel_gene_2152_5d71f2e7"
"ENSMFUG00001129500244","FRY",96.449,0,6056,"hsa","ENSG00000073910.23","novel_gene_431_5d846b90"
"ENSMFUG00001129500244","FRY",96.449,0,6056,"hsa","ENSG00000073910.23","novel_gene_431_5d846b90"
"ENSMFUG00001129600244","FRY",96.449,0,6056,"hsa","ENSG00000073910.23","novel_gene_455_5d769ab4"
"ENSMFUG00001129600244","FRY",96.449,0,6056,"hsa","ENSG00000073910.23","novel_gene_455_5d769ab4"
"ENSMFUG00001134200244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_433_5d846b90"
"ENSMFUG00001134200244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_433_5d846b90"
"ENSMFUG00001134200244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_433_5d846b90"
"ENSMFUG00001134300244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_459_5d769ab4"
"ENSMFUG00001134300244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_459_5d769ab4"
"ENSMFUG00001134300244","Mical3",83.648,0,3203,"mmu","ENSMUSG00000051586.18","novel_gene_459_5d769ab4"
"ENSMFUG00001135700164","UNKNOWN",52.419,1.41e-35,129,"mma","ENSMMUG00000052467.1","novel_gene_2279_5d71f2e7"
"ENSMFUG00001135700164","UNKNOWN",52.419,1.41e-35,129,"mma","ENSMMUG00000053141.1","novel_gene_2279_5d71f2e7"
"ENSMFUG00001135700164","UNKNOWN",50.781,1.74e-35,129,"mma","ENSMMUG00000049561.1","novel_gene_2279_5d71f2e7"
"ENSMFUG00001135700164","UNKNOWN",51.613,3.38e-35,129,"mma","ENSMMUG00000055120.1","novel_gene_2279_5d71f2e7"
"ENSMFUG00002024300244","RBFOX1",90.738,0,983,"hsa","ENSG00000078328.23","novel_gene_166_5d846b90"
"ENSMFUG00002024400244","RBFOX1",90.738,0,983,"hsa","ENSG00000078328.23","novel_gene_172_5d769ab4"
"ENSMFUG00002034100244","Add1",86.486,1.6e-59,197,"mmu","ENSMUSG00000029106.15","novel_gene_1503_5d71f2e7"
"ENSMFUG00002034100244","Add1",86.486,5.59e-59,197,"mmu","ENSMUSG00000029106.15","novel_gene_1503_5d71f2e7"
"ENSMFUG00002035400244","AUTS2",87.755,1.11e-65,246,"hsa","ENSG00000158321.19","novel_gene_59_5d846b90"
"ENSMFUG00002035400244","AUTS2",87.755,1.13e-65,246,"hsa","ENSG00000158321.19","novel_gene_59_5d846b90"
"ENSMFUG00002035400244","AUTS2",87.755,1.14e-65,246,"hsa","ENSG00000158321.19","novel_gene_59_5d846b90"
"ENSMFUG00002052800244","RPS3A",81.915,9.41e-51,162,"hsa","ENSG00000145425.10","novel_gene_1745_5d71f2e7"
"ENSMFUG00002052800244","RPS3A",81.915,9.41e-51,162,"hsa","ENSG00000145425.10","novel_gene_1745_5d71f2e7"
"ENSMFUG00002052800244","RPS3A",81.915,9.41e-51,162,"hsa","ENSG00000292158.1","novel_gene_1745_5d71f2e7"
"ENSMFUG00002058800244","FER",91.892,1.03e-36,141,"mma","ENSMMUG00000013582.4","novel_gene_266_5d71f2e7"
"ENSMFUG00002058800244","FER",91.892,1.63e-32,141,"mma","ENSMMUG00000013582.4","novel_gene_266_5d71f2e7"
"ENSMFUG00002058800244","FER",91.892,2.54e-32,141,"mma","ENSMMUG00000013582.4","novel_gene_266_5d71f2e7"
"ENSMFUG00002058900244","FER",97.101,2.15e-36,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,2.15e-36,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,2.15e-36,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,2.15e-36,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,2.15e-36,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,3.37e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,3.37e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,3.37e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,3.37e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,3.37e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.26e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.26e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.26e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.26e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.26e-32,140,"mma","ENSMMUG00000013582.4","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.59e-32,140,"hsa","ENSG00000151422.14","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.59e-32,140,"hsa","ENSG00000151422.14","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.59e-32,140,"hsa","ENSG00000151422.14","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.59e-32,140,"hsa","ENSG00000151422.14","novel_gene_87_5d846b90"
"ENSMFUG00002058900244","FER",97.101,5.59e-32,140,"hsa","ENSG00000151422.14","novel_gene_87_5d846b90"
"ENSMFUG00002059000244","FER",91.892,1.03e-36,141,"mma","ENSMMUG00000013582.4","novel_gene_90_5d769ab4"
"ENSMFUG00002059000244","FER",91.892,1.63e-32,141,"mma","ENSMMUG00000013582.4","novel_gene_90_5d769ab4"
"ENSMFUG00002059000244","FER",91.892,2.54e-32,141,"mma","ENSMMUG00000013582.4","novel_gene_90_5d769ab4"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,6.87e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,9.83e-48,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
"ENSMFUG00002060300234","PAM",88.073,1.19e-47,193,"mma","ENSMMUG00000007844.4","novel_gene_89_5d846b90"
